gene	cor	p	r2	Ensembl	in_Oxphos_68_Porcelli_list	is_in_TF_list
p23	0.099000750660895	5.73315445949643e-27	0.00980114863142071	FBgn0037728	FALSE	FALSE
veli	0.0988546669223193	6.81453661730384e-27	0.00977224517232269	FBgn0039269	FALSE	FALSE
Rpi	0.0987836519028299	7.41099189145894e-27	0.00975820988325946	FBgn0050410	FALSE	FALSE
Dlc90F	0.0986582564905098	8.59323086039426e-27	0.00973345157374721	FBgn0024432	FALSE	FALSE
Vajk2	0.0985805597145013	9.41768759700414e-27	0.00971812675362435	FBgn0032538	FALSE	FALSE
Coq6	0.0985503649106254	9.75884180072625e-27	0.00971217442401742	FBgn0031713	FALSE	FALSE
gammaSnap1	0.0985153812735179	1.01694463858745e-26	0.0097052803474666	FBgn0028552	FALSE	FALSE
retn	0.0984920401417802	1.04528814954812e-26	0.00970068197129003	FBgn0004795	FALSE	TRUE
Snx3	0.0982519625561748	1.38633525805395e-26	0.00965344814613997	FBgn0038065	FALSE	FALSE
Pex19	0.0982492513560562	1.3907576036433e-26	0.00965291539202552	FBgn0032407	FALSE	FALSE
SmydA-2	0.0980677534877188	1.72091446961385e-26	0.00961728427412798	FBgn0036839	FALSE	FALSE
regucalcin	0.0980282100919846	1.80256715156187e-26	0.00960952997383827	FBgn0030362	FALSE	FALSE
Clc	0.0979298999780709	2.02258793452216e-26	0.00959026530971498	FBgn0024814	FALSE	FALSE
CG33199	0.0978727476217755	2.16252407985957e-26	0.00957907472703576	FBgn0053199	FALSE	FALSE
Col4a1	0.09787009119307	2.1692566657777e-26	0.00957855475013985	FBgn0000299	FALSE	FALSE
Gp150	0.0977686174430072	2.44259846968841e-26	0.0095587025567171	FBgn0013272	FALSE	FALSE
Dic1	0.0977119014783316	2.60997435246624e-26	0.00954761569051119	FBgn0027610	FALSE	FALSE
fat-spondin	0.0976751522094821	2.72444521638599e-26	0.00954043535914549	FBgn0026721	FALSE	FALSE
CG8369	0.0976110816642097	2.93604295391326e-26	0.00952792326365701	FBgn0040532	FALSE	FALSE
CG9676	0.0974002833005157	3.7539481761125e-26	0.00948681518702071	FBgn0030773	FALSE	FALSE
Sccpdh1	0.0972851539984535	4.29219942536414e-26	0.00946440118850281	FBgn0037298	FALSE	FALSE
asRNA:CR42860	0.097178839614951	4.85685135534782e-26	0.00944372686890837	FBgn0262107	FALSE	FALSE
CG15201	0.0970605134481138	5.57217805863701e-26	0.00942074327081149	FBgn0030272	FALSE	FALSE
CG5569	0.0970449898227401	5.67345901263147e-26	0.00941773004969572	FBgn0034919	FALSE	FALSE
CG6409	0.0970381598405556	5.71859589669989e-26	0.00941640446524123	FBgn0036106	FALSE	FALSE
CG13026	0.0970122899153344	5.89281121569641e-26	0.0094113843946169	FBgn0036656	FALSE	FALSE
CG11191	0.0969307621702439	6.47698614994647e-26	0.00939557265490438	FBgn0033249	FALSE	FALSE
CG6565	0.0968635512706402	7.00146088758437e-26	0.00938254756475994	FBgn0032513	FALSE	FALSE
Prx3	0.0968355474741877	7.23221341744405e-26	0.00937712325462566	FBgn0038519	FALSE	FALSE
CG4213	0.0967211436727295	8.25582210150604e-26	0.00935497963336078	FBgn0031251	FALSE	FALSE
CG9391	0.0965204537554828	1.04098549091985e-25	0.0093161979931643	FBgn0037063	FALSE	FALSE
Roc1a	0.0964364216264656	1.14693987370381e-25	0.00929998341611744	FBgn0025638	FALSE	FALSE
VhaAC45	0.0963619744920663	1.24969590163299e-25	0.00928563012800964	FBgn0262515	FALSE	FALSE
eEF1delta	0.096309197334475	1.32801786808327e-25	0.00927546149121084	FBgn0032198	FALSE	FALSE
Gale	0.0962524131284554	1.41772396251709e-25	0.00926452703305085	FBgn0035147	FALSE	FALSE
Gart	0.0960927362885261	1.70344478653972e-25	0.00923381396741622	FBgn0000053	FALSE	FALSE
Cpr49Ag	0.0960337085539531	1.82293279780627e-25	0.0092224731786256	FBgn0033730	FALSE	FALSE
Eglp4	0.0959380670665802	2.03440532895712e-25	0.00920411271247164	FBgn0034885	FALSE	FALSE
EMRE	0.0958646378739031	2.2131031242033e-25	0.00919002879469458	FBgn0062440	FALSE	FALSE
GstE9	0.09585415126475	2.23986160910297e-25	0.00918801831468556	FBgn0063491	FALSE	FALSE
mEFTs	0.0958231454989665	2.32086803041367e-25	0.00918207521331611	FBgn0032646	FALSE	FALSE
CG9281	0.0957378973594875	2.55885894627057e-25	0.00916574499081577	FBgn0030672	FALSE	FALSE
CG13551	0.095672071349649	2.75903576144184e-25	0.00915314523633234	FBgn0040660	FALSE	FALSE
CG6910	0.0956637138153213	2.78553639122849e-25	0.00915154614093969	FBgn0036262	FALSE	FALSE
Rim2	0.0955036082474858	3.34479363891541e-25	0.00912093918828923	FBgn0031359	FALSE	FALSE
SPARC	0.0954851164540212	3.41616027447841e-25	0.00911740746423798	FBgn0026562	FALSE	FALSE
CG8520	0.095325153931899	4.0999577134884e-25	0.00908688497214024	FBgn0033734	FALSE	FALSE
Proc	0.0951972263433884	4.7430272151517e-25	0.00906251190347433	FBgn0045038	FALSE	FALSE
stmA	0.0951886094955464	4.78977014948311e-25	0.00906087137769563	FBgn0086784	FALSE	FALSE
Mthfs	0.0950608142100569	5.5390448671437e-25	0.00903655839827896	FBgn0085453	FALSE	FALSE
CG4538	0.0950178681966535	5.81604274594813e-25	0.00902839527663662	FBgn0038745	FALSE	FALSE
CG1635	0.094999424465614	5.93917520004861e-25	0.0090248906487979	FBgn0039854	FALSE	FALSE
Tom40	0.0949410894227306	6.34588194438443e-25	0.00901381046077493	FBgn0016041	FALSE	FALSE
smt3	0.0949229425679308	6.47793909946137e-25	0.00901036502575469	FBgn0264922	FALSE	FALSE
Chd64	0.0947587247734508	7.80377358523973e-25	0.0089792159206906	FBgn0035499	FALSE	FALSE
Ctr9	0.094408309005255	1.15983465463159e-24	0.00891292880923171	FBgn0035205	FALSE	FALSE
mlt	0.0943569053213661	1.22909979277132e-24	0.00890322558182525	FBgn0265512	FALSE	FALSE
AcCoAS	0.0943196906608259	1.28178778826538e-24	0.00889620404635388	FBgn0012034	FALSE	FALSE
AhcyL1	0.0942224852325771	1.43019971264299e-24	0.0088778767234032	FBgn0035371	FALSE	FALSE
SkpA	0.0942076387816289	1.45431832972736e-24	0.00887507920480988	FBgn0025637	FALSE	FALSE
Prosbeta5	0.0941972170213747	1.4714891179704e-24	0.00887311569457196	FBgn0029134	FALSE	FALSE
CG14778	0.0939400298793081	1.96506059539485e-24	0.0088247292137253	FBgn0029580	FALSE	FALSE
Jabba	0.0934470097181591	3.41369004048974e-24	0.00873234362526571	FBgn0259682	FALSE	FALSE
Nepl21	0.0933039610148611	4.00478756208878e-24	0.00870562914106272	FBgn0027578	FALSE	FALSE
CG1572	0.0932909741287564	4.06322394965415e-24	0.0087032058538923	FBgn0030309	FALSE	FALSE
CG17224	0.0932892249252076	4.07115900536568e-24	0.00870287948714597	FBgn0031489	FALSE	FALSE
cry	0.0932143694728569	4.42550448791415e-24	0.00868891867622228	FBgn0025680	FALSE	FALSE
UbcE2H	0.0931154451407492	4.94102426749773e-24	0.00867048612375988	FBgn0029996	FALSE	FALSE
CG17508	0.093047361434682	5.32994455096431e-24	0.00865781146995634	FBgn0039970	FALSE	FALSE
CG5644	0.093006291832293	5.5790534048109e-24	0.00865017032039365	FBgn0035948	FALSE	FALSE
CG4842	0.0929420090941147	5.99229818327906e-24	0.0086382170544505	FBgn0036620	FALSE	FALSE
GC1	0.0928846063337611	6.38685198670521e-24	0.00862755009377777	FBgn0260743	FALSE	FALSE
Argl	0.0928612299635969	6.55480342023295e-24	0.00862320803035203	FBgn0032076	FALSE	FALSE
CG45078	0.0928134643072079	6.91170131755334e-24	0.00861433915670536	FBgn0266448	FALSE	FALSE
Cat	0.0927897916872376	7.09564522917864e-24	0.00860994544136095	FBgn0000261	FALSE	FALSE
mRpL55	0.0926995479557106	7.84242277296583e-24	0.00859320619119309	FBgn0038678	FALSE	FALSE
VhaM9.7-b	0.0925630322018949	9.1224485546618e-24	0.00856791493040903	FBgn0028663	FALSE	FALSE
Atox1	0.0924928858126962	9.85854378692528e-24	0.00855493392596046	FBgn0052446	FALSE	FALSE
SREBP	0.0924672100034497	1.01424332447916e-23	0.00855018492582207	FBgn0261283	FALSE	TRUE
Nepl15	0.0922824809778241	1.24379078340758e-23	0.00851605629542246	FBgn0039024	FALSE	FALSE
CG8230	0.0922819390265949	1.24453473058649e-23	0.00851595627050818	FBgn0027607	FALSE	FALSE
Phb2	0.0918935014687379	1.90872296413639e-23	0.00844441561218494	FBgn0010551	FALSE	FALSE
Hn	0.0918632724102557	1.97316989846157e-23	0.00843886081792084	FBgn0001208	FALSE	FALSE
BomS5	0.0916672104026161	2.44673081860723e-23	0.00840287746299749	FBgn0040734	FALSE	FALSE
CG33493	0.0914617365138171	3.0639302952647e-23	0.00836524924612291	FBgn0053493	FALSE	FALSE
Cyp28d1	0.0914459326812633	3.11733708559723e-23	0.00836235860394614	FBgn0031689	FALSE	FALSE
Rh5	0.0914376498908776	3.14569462865801e-23	0.00836084381756671	FBgn0014019	FALSE	FALSE
mRpL4	0.0913415190995187	3.49409675582363e-23	0.00834327311140774	FBgn0001995	FALSE	FALSE
nec	0.0912287044611746	3.95193221714218e-23	0.00832267651766434	FBgn0002930	FALSE	FALSE
Fkbp59	0.0911498837371513	4.30657182046149e-23	0.00830830130529619	FBgn0029174	FALSE	FALSE
CG10433	0.0911465262859375	4.3223582376165e-23	0.00830768925399309	FBgn0034638	FALSE	FALSE
Obp56g	0.0911033284384468	4.53065368702422e-23	0.00829981645256351	FBgn0034474	FALSE	FALSE
CG31075	0.0910530597374443	4.78557973877933e-23	0.00829065968755061	FBgn0051075	FALSE	FALSE
Fkbp12	0.0908453889830152	5.99805000323569e-23	0.00825288469947535	FBgn0013954	FALSE	FALSE
Amy-d	0.0907503805351373	6.64974144519298e-23	0.00823563156727224	FBgn0000078	FALSE	FALSE
CG8974	0.0907224833165752	6.85407564172329e-23	0.00823056897912626	FBgn0030693	FALSE	FALSE
mRpS7	0.0906004034312528	7.82385898882319e-23	0.00820843310190577	FBgn0032236	FALSE	FALSE
Ras64B	0.0905542634353764	8.22474552120713e-23	0.00820007462632355	FBgn0003206	FALSE	FALSE
Atg4a	0.0905501005513955	8.26189926878271e-23	0.00819932070986784	FBgn0031298	FALSE	FALSE
BomBc2	0.0905343622430752	8.40387108493595e-23	0.00819647074676036	FBgn0034331	FALSE	FALSE
CG16935	0.0905206973947866	8.52909545483218e-23	0.00819399665683853	FBgn0033883	FALSE	FALSE
CG11211	0.0905112731727581	8.61653318178952e-23	0.00819229057135363	FBgn0033067	FALSE	FALSE
fit	0.0904545667040325	9.16170149054298e-23	0.00818202863761426	FBgn0038914	FALSE	FALSE
kraken	0.0903988694963808	9.73036893466854e-23	0.0081719556062237	FBgn0020545	FALSE	FALSE
HemK1	0.0903376820790299	1.03954178918001e-22	0.00816089680341188	FBgn0031817	FALSE	FALSE
bsf	0.0896999381397355	2.06516518719202e-22	0.00804607890227238	FBgn0284256	FALSE	FALSE
Picot	0.0896306022317151	2.22453371393813e-22	0.00803364485641994	FBgn0024315	FALSE	FALSE
Vha68-2	0.089559606298308	2.40032674614514e-22	0.00802092308030793	FBgn0263598	FALSE	FALSE
CG8012	0.0894937873226139	2.57554909390205e-22	0.00800913796934524	FBgn0040832	FALSE	FALSE
CG14818	0.089393281779572	2.8678205929272e-22	0.00799115882732196	FBgn0026088	FALSE	FALSE
BomS4	0.0893903120548404	2.87693826317714e-22	0.00799062788926174	FBgn0034330	FALSE	FALSE
14-3-3epsilon	0.0892114332608587	3.48243492254071e-22	0.00795867982445665	FBgn0020238	FALSE	FALSE
CG6523	0.089208916898516	3.49179513904798e-22	0.00795823085420633	FBgn0032509	FALSE	FALSE
Kap-alpha3	0.089185917098254	3.57851035877456e-22	0.00795412780865664	FBgn0027338	FALSE	FALSE
CG13117	0.0890691970189273	4.05251785114354e-22	0.00793332185759648	FBgn0032140	FALSE	FALSE
Cbp53E	0.089061242622809	4.08699382225051e-22	0.00793190493751885	FBgn0004580	FALSE	FALSE
CG12895	0.0890485341139898	4.14267826533737e-22	0.00792964142785041	FBgn0033523	FALSE	FALSE
TER94	0.0890291987264968	4.22884259125999e-22	0.00792619822588206	FBgn0286784	FALSE	FALSE
L2HGDH	0.0890177274212216	4.28079784077953e-22	0.00792415579523892	FBgn0032729	FALSE	FALSE
Mgstl	0.0890096584081103	4.31772150179504e-22	0.00792271928992848	FBgn0025814	FALSE	FALSE
Tsp	0.088827555063456	5.24013555674432e-22	0.00789033453855131	FBgn0031850	FALSE	FALSE
Cpr49Ae	0.0886100046933927	6.60045226146542e-22	0.00785173293176307	FBgn0033728	FALSE	FALSE
CG13631	0.0885639575279612	6.93038666798488e-22	0.00784357457301452	FBgn0040600	FALSE	FALSE
VhaPPA1-1	0.0883833478326344	8.3895813177449e-22	0.00781161617410444	FBgn0028662	FALSE	FALSE
mRpL24	0.0883689335800046	8.51835604129121e-22	0.00780906842206727	FBgn0031651	FALSE	FALSE
Pex5	0.0882485970869234	9.67259465309612e-22	0.00778781488781015	FBgn0023516	FALSE	FALSE
SrpRalpha	0.0882294980859066	9.86949770520695e-22	0.007784444332491	FBgn0010391	FALSE	FALSE
Pka-C3	0.0881508005660596	1.07235376096876e-21	0.00777056364043721	FBgn0000489	FALSE	FALSE
TTLL12	0.0881152889438503	1.11324750049334e-21	0.00776430414565823	FBgn0033225	FALSE	FALSE
CG5532	0.0879888215309252	1.27181187751766e-21	0.00774203271440101	FBgn0034902	FALSE	FALSE
Sap47	0.0877890343250756	1.56896558418232e-21	0.00770691454772931	FBgn0013334	FALSE	FALSE
CG9336	0.0876635621594378	1.789692119507e-21	0.00768490013048161	FBgn0032897	FALSE	FALSE
CG43340	0.0876543087218964	1.80713649706081e-21	0.00768327783751353	FBgn0263077	FALSE	FALSE
Lsd-1	0.0876469343884671	1.82115876646506e-21	0.00768198510769625	FBgn0039114	FALSE	FALSE
CG10621	0.0876240039608062	1.86545216182274e-21	0.00767796607012338	FBgn0032726	FALSE	FALSE
CG44243	0.0876117227011012	1.88961165862663e-21	0.00767581395465465	FBgn0265178	FALSE	FALSE
CG1662	0.0875025777327372	2.11837810305588e-21	0.00765670110987372	FBgn0030481	FALSE	FALSE
PSR	0.0874862977486309	2.15477098057523e-21	0.00765385229376211	FBgn0038948	FALSE	FALSE
Arpc1	0.0874405030545925	2.26049176121141e-21	0.00764584157444019	FBgn0001961	FALSE	FALSE
CG16756	0.0873957410356585	2.3687825240565e-21	0.00763801555117189	FBgn0029765	FALSE	FALSE
Ccm3	0.0873750773981448	2.42048910555927e-21	0.00763440415033179	FBgn0038331	FALSE	FALSE
CG8519	0.0872167088605559	2.85564080623605e-21	0.00760675430446697	FBgn0035711	FALSE	FALSE
Vha36-3	0.0871603244858043	3.02855612277965e-21	0.0075969221644707	FBgn0040377	FALSE	FALSE
Rho1	0.0870840120990939	3.27918079652024e-21	0.00758362516327513	FBgn0014020	FALSE	FALSE
Rbcn-3B	0.0870779899492171	3.29981032583736e-21	0.00758257633359595	FBgn0023510	FALSE	FALSE
CG43351	0.0869269709404271	3.86125573286915e-21	0.00755629827687786	FBgn0263083	FALSE	FALSE
CG1774	0.0868395312239279	4.22849034326749e-21	0.00754110418319155	FBgn0039856	FALSE	FALSE
Hex-C	0.0866830417058059	4.97395693900034e-21	0.00751394971937049	FBgn0001187	FALSE	FALSE
Gel	0.0866489365506487	5.15292208028924e-21	0.00750803820535834	FBgn0010225	FALSE	FALSE
CG6329	0.0865717426406114	5.58185113635004e-21	0.00749466662383225	FBgn0033872	FALSE	FALSE
CG18003	0.0865271426912346	5.84557100887022e-21	0.00748694642230927	FBgn0061356	FALSE	FALSE
CG12170	0.0865068160823456	5.96981410607571e-21	0.00748342922870478	FBgn0037356	FALSE	FALSE
CG10680	0.0863690326007562	6.88364281102848e-21	0.00745960979239048	FBgn0032836	FALSE	FALSE
loqs	0.0862789069205947	7.55487033619964e-21	0.00744404977941265	FBgn0032515	FALSE	FALSE
Prat2	0.0862551954674536	7.7419667659913e-21	0.00743995874512864	FBgn0041194	FALSE	FALSE
CG1814	0.0860074784059373	9.99243600361934e-21	0.00739728634174777	FBgn0033426	FALSE	FALSE
Cyp309a1	0.0856963565964769	1.37533386176594e-20	0.00734386553391053	FBgn0031432	FALSE	FALSE
Gbp3	0.085689507150237	1.38502258015958e-20	0.00734269163565052	FBgn0039031	FALSE	FALSE
Pfas	0.0855933468058827	1.52838475422059e-20	0.00732622101743212	FBgn0000052	FALSE	FALSE
Rab2	0.0855226597640523	1.6430342657311e-20	0.00731412533311786	FBgn0014009	FALSE	FALSE
ttm50	0.0855089537880063	1.66622900893103e-20	0.0073117811779194	FBgn0250874	FALSE	FALSE
CG17734	0.0854181379495408	1.82830982292587e-20	0.00729625829076678	FBgn0037890	FALSE	FALSE
l(3)77CDf	0.0853981309994379	1.8660599478733e-20	0.00729284077819716	FBgn0287585	FALSE	FALSE
PIP82	0.0853090591054417	2.04369472799138e-20	0.00727763556545575	FBgn0024943	FALSE	FALSE
Vha100-2	0.0851453413876004	2.41487328079216e-20	0.00724972916001102	FBgn0028670	FALSE	FALSE
CG34117	0.0850976673876244	2.53497565359877e-20	0.00724161299481475	FBgn0083953	FALSE	FALSE
Hsp23	0.0850735946207277	2.59784545009414e-20	0.00723751650169191	FBgn0001224	FALSE	FALSE
CG5493	0.0850673585091943	2.61438183737097e-20	0.00723645548373179	FBgn0034364	FALSE	FALSE
Usp8	0.0850256321154585	2.72773733856398e-20	0.00722935811663329	FBgn0038862	FALSE	FALSE
Chmp1	0.0849818544804054	2.8518889636816e-20	0.00722191559092879	FBgn0036805	FALSE	FALSE
CG34423	0.0849396502719915	2.97686113786476e-20	0.00721474418832822	FBgn0085452	FALSE	FALSE
CG1468	0.0849063702828799	3.07921167764851e-20	0.0072090917146135	FBgn0030157	FALSE	FALSE
ref(2)P	0.0848532011044938	3.24999345910892e-20	0.00720006573767966	FBgn0003231	FALSE	FALSE
Gbs-76A	0.0848280732066708	3.33393105879879e-20	0.0071958020039563	FBgn0036862	FALSE	FALSE
inaF-B	0.0847234531158759	3.70705311495385e-20	0.00717806350787801	FBgn0259918	FALSE	FALSE
Acsl	0.08468721660777	3.84568183993287e-20	0.00717192465677135	FBgn0263120	FALSE	FALSE
CG45050	0.0845899296512293	4.24372692550719e-20	0.00715545619839991	FBgn0266410	FALSE	FALSE
PCB	0.0844785933567745	4.74939979734994e-20	0.00713663273553926	FBgn0027580	FALSE	FALSE
Vamp7	0.0844495808467693	4.89067217996643e-20	0.00713173170519503	FBgn0266186	FALSE	FALSE
CG13928	0.0844313717151128	4.98145213667881e-20	0.00712865652969555	FBgn0035246	FALSE	FALSE
Taz	0.0843322898695393	5.50539051725683e-20	0.00711193511463999	FBgn0026619	FALSE	FALSE
Crys	0.084313197474635	5.61243599101103e-20	0.0071087152683968	FBgn0005664	FALSE	FALSE
Slc45-1	0.0842830564399427	5.78562947826408e-20	0.00710363360285856	FBgn0035968	FALSE	FALSE
CG14277	0.0841414959063628	6.67236073278817e-20	0.00707979133336046	FBgn0032008	FALSE	FALSE
vig2	0.0841216628421638	6.80687385564571e-20	0.00707645415933068	FBgn0046214	FALSE	FALSE
rdhB	0.0839603112028365	8.00557109072794e-20	0.00704933385727716	FBgn0038946	FALSE	FALSE
CG16704	0.0839389280558292	8.17933390989105e-20	0.00704574364316166	FBgn0031558	FALSE	FALSE
Cp1	0.083900535532337	8.50072131123016e-20	0.00703929986261294	FBgn0013770	FALSE	FALSE
Men-b	0.0837911511607	9.48641323236373e-20	0.00702095701283528	FBgn0029155	FALSE	FALSE
Rab14	0.0837773007021221	9.61901727390192e-20	0.00701863611293379	FBgn0015791	FALSE	FALSE
CG17059	0.0835169789593051	1.24812119377793e-19	0.00697508577448901	FBgn0040754	FALSE	FALSE
mRpS28	0.083476975414851	1.29900214220828e-19	0.00696840542441163	FBgn0034361	FALSE	FALSE
CG11779	0.0833658398941595	1.45136294174731e-19	0.00694986326125863	FBgn0038683	FALSE	FALSE
larp	0.0832842762045479	1.57429203455794e-19	0.00693627066291542	FBgn0261618	FALSE	FALSE
Tina-1	0.0832535346747159	1.6232467843681e-19	0.00693115103583411	FBgn0035083	FALSE	FALSE
Stip1	0.0832415947361493	1.64266361850822e-19	0.00692916309421733	FBgn0024352	FALSE	FALSE
Inx2	0.0832029436158924	1.70710573909641e-19	0.00692272982634938	FBgn0027108	FALSE	FALSE
Prosbeta6	0.0831724336368751	1.75973287896016e-19	0.00691765371708039	FBgn0002284	FALSE	FALSE
euc	0.0831526239531914	1.79475789338669e-19	0.00691435887030086	FBgn0038665	FALSE	FALSE
Spat	0.0831386658702656	1.8198495901624e-19	0.00691203776268767	FBgn0014031	FALSE	FALSE
CG11275	0.0831257251051296	1.84342197730259e-19	0.00690988617425357	FBgn0034706	FALSE	FALSE
CG2846	0.0831073575531928	1.87739837833255e-19	0.00690683287947424	FBgn0014930	FALSE	FALSE
Ubc6	0.0829046556174182	2.29601169972954e-19	0.00687318192304272	FBgn0004436	FALSE	FALSE
Vps28	0.0828798558233629	2.35317805625408e-19	0.00686907050130143	FBgn0021814	FALSE	FALSE
Sgt1	0.0827439235664968	2.6924114530132e-19	0.00684655688717826	FBgn0265101	FALSE	FALSE
CG4911	0.0826517375662507	2.94952148619454e-19	0.00683130972272038	FBgn0035959	FALSE	FALSE
CG9626	0.0826066172357515	3.08405958967267e-19	0.00682385321113396	FBgn0037565	FALSE	FALSE
CRIF	0.0825058859167218	3.40667922297939e-19	0.00680722121090311	FBgn0037102	FALSE	FALSE
CG14591	0.0825051025050515	3.40931461309528e-19	0.00680709193936906	FBgn0033054	FALSE	FALSE
mEFTu2	0.0823252299807533	4.07091897618793e-19	0.00677744349138392	FBgn0033184	FALSE	FALSE
nrv2	0.0822793798999307	4.2589236574905e-19	0.00676989635671712	FBgn0015777	FALSE	FALSE
bsk	0.0822755951202582	4.2748206727569e-19	0.00676927355239265	FBgn0000229	FALSE	FALSE
Mtk	0.082229824446552	4.47177211880434e-19	0.00676174402851076	FBgn0014865	FALSE	FALSE
PheRS-m	0.0821928542637453	4.63737642637567e-19	0.00675566529202127	FBgn0275436	FALSE	FALSE
mRpL17	0.0821419231236381	4.87547883753262e-19	0.00674729553444968	FBgn0035122	FALSE	FALSE
CG7772	0.08210273329371	5.06687505999414e-19	0.00674085881429807	FBgn0030883	FALSE	FALSE
CG42376	0.0819447518023118	5.91661483439596e-19	0.00671494234794248	FBgn0259722	FALSE	FALSE
Sirup	0.0818721429838545	6.3529694448295e-19	0.00670304779676872	FBgn0031971	FALSE	FALSE
PPP1R15	0.081837884755151	6.56974028126199e-19	0.00669743938119738	FBgn0034948	FALSE	FALSE
smp-30	0.0817315358467277	7.29028195541908e-19	0.00668004395186494	FBgn0038257	FALSE	FALSE
Mal-B2	0.0816103436387831	8.20687199102088e-19	0.00666024818884027	FBgn0032382	FALSE	FALSE
CG5171	0.0812066732450596	1.21604227950202e-18	0.00659452377952988	FBgn0031907	FALSE	FALSE
CG5504	0.0811754723001227	1.25346793834084e-18	0.00658945730314799	FBgn0002174	FALSE	FALSE
CG9686	0.0811472649150423	1.28828043703973e-18	0.00658487860319206	FBgn0030158	FALSE	FALSE
CG7394	0.081132934027588	1.30633108638062e-18	0.00658255298392495	FBgn0036173	FALSE	FALSE
puml	0.0810977665249261	1.35169196924472e-18	0.00657684773533143	FBgn0033226	FALSE	FALSE
Arf79F	0.0810312308821491	1.44180892888855e-18	0.00656606037827616	FBgn0010348	FALSE	FALSE
Egm	0.0809324697227227	1.58661528178888e-18	0.00655006465541942	FBgn0086712	FALSE	FALSE
CG11699	0.080877085609933	1.67401083635979e-18	0.00654110297675643	FBgn0030311	FALSE	FALSE
ghi	0.0808577528354859	1.7056234262852e-18	0.00653797619360452	FBgn0266124	FALSE	FALSE
CG8187	0.0808532952869458	1.71299553614907e-18	0.00653725535875806	FBgn0034027	FALSE	FALSE
CG5001	0.0806993018333374	1.98793503374554e-18	0.0065123773163881	FBgn0031322	FALSE	FALSE
CG18598	0.0805932868631685	2.20209537434244e-18	0.00649527788740897	FBgn0038589	FALSE	FALSE
Sar1	0.0805255215552102	2.35075991156511e-18	0.00648435962173863	FBgn0038947	FALSE	FALSE
Uba1	0.0804854626712838	2.44325692082278e-18	0.00647790970141061	FBgn0023143	FALSE	FALSE
Pgd	0.0803595600522522	2.75799730245682e-18	0.00645765889179152	FBgn0004654	FALSE	FALSE
CG6656	0.0802759445559119	2.98881064640069e-18	0.00644422727434384	FBgn0038912	FALSE	FALSE
CG15203	0.0802091608975507	3.1867710928157e-18	0.00643350949188918	FBgn0030261	FALSE	FALSE
HERC2	0.0800580834485213	3.68361288084482e-18	0.0064092967254504	FBgn0031107	FALSE	FALSE
Mipp1	0.0800534593652636	3.69996865923394e-18	0.00640855635634591	FBgn0026061	FALSE	FALSE
robl	0.0800022671895078	3.88589953017177e-18	0.00640036275546139	FBgn0024196	FALSE	FALSE
mRpL44	0.0799276824807697	4.17341135110581e-18	0.00638843442674675	FBgn0037330	FALSE	FALSE
Iru	0.0799199040974671	4.20457860338317e-18	0.00638719107094834	FBgn0037653	FALSE	FALSE
cl	0.0798726850691957	4.39877207130589e-18	0.00637964582016291	FBgn0000318	FALSE	FALSE
CG32280	0.0798706220050385	4.40745555303196e-18	0.00637931625947174	FBgn0052280	FALSE	FALSE
CG15093	0.0798390322991331	4.54254981606931e-18	0.00637427107846201	FBgn0034390	FALSE	FALSE
Ilp3	0.0797834489518101	4.79024714600487e-18	0.00636539872664608	FBgn0044050	FALSE	FALSE
mRpL47	0.0797193578900413	5.09243857419946e-18	0.00635517602240049	FBgn0014023	FALSE	FALSE
mt:ATPase8	0.0795245550189545	6.13124440510908e-18	0.00632415485096273	FBgn0013673	FALSE	FALSE
Pdk	0.0794042314022194	6.87463283089282e-18	0.00630503196457721	FBgn0017558	FALSE	FALSE
REG	0.0793924708043826	6.95189741131801e-18	0.00630316442042474	FBgn0029133	FALSE	FALSE
Alp4	0.0791925019959345	8.40477438307382e-18	0.00627145237237609	FBgn0016123	FALSE	FALSE
CG1636	0.079165842264754	8.61983806449702e-18	0.00626723058148792	FBgn0030030	FALSE	FALSE
Rbcn-3A	0.0790957253744277	9.21173746086814e-18	0.00625613377250689	FBgn0023458	FALSE	FALSE
Rab10	0.079071702491426	9.4236145816128e-18	0.00625233413489258	FBgn0015789	FALSE	FALSE
Coa8	0.0789844637020115	1.02342742155972e-17	0.00623854550629437	FBgn0029594	FALSE	FALSE
CG9360	0.078950096665615	1.0572191744213e-17	0.00623311776350995	FBgn0030332	FALSE	FALSE
Npl4	0.0789493366603142	1.05797876712315e-17	0.00623299775910363	FBgn0039348	FALSE	FALSE
Pect	0.0788895603853681	1.11944043324548e-17	0.00622356273779664	FBgn0032482	FALSE	FALSE
mRpS33	0.0788392783045451	1.17385838892916e-17	0.00621563180358151	FBgn0038426	FALSE	FALSE
NimB2	0.0787933419129763	1.22585030036093e-17	0.00620839072981518	FBgn0028543	FALSE	FALSE
CG1461	0.0786707181630947	1.37602910192781e-17	0.00618908189629708	FBgn0030558	FALSE	FALSE
CG11414	0.0785650493405038	1.51990429119036e-17	0.0061724669778758	FBgn0035024	FALSE	FALSE
lncRNA:CR44832	0.0784756986015611	1.65306793763977e-17	0.00615843527100306	FBgn0266095	FALSE	FALSE
Prosbeta7	0.0783272382954652	1.90022113178446e-17	0.00613515625899458	FBgn0250746	FALSE	FALSE
meso18E	0.0783251630040074	1.90392240885557e-17	0.00613483115960432	FBgn0040089	FALSE	FALSE
