gene	cor	p	r2	Ensembl	in_Oxphos_68_Porcelli_list	is_in_TF_list
CG8195	0.00820126374773216	0.211823325083979	6.72607270598657e-05	FBgn0034032	FALSE	FALSE
FBti0064019	0.00819455807389912	0.212197168493003	6.71507820265052e-05	FBti0064019	FALSE	FALSE
FBti0019428	0.00818653961285255	0.212644825662426	6.7019430832804e-05	FBti0019428	FALSE	FALSE
srp	0.00818039887601312	0.212988113487648	6.69189257706767e-05	FBgn0003507	FALSE	TRUE
Cpr72Ea	0.00817232395710242	0.213440137296922	6.67868788598302e-05	FBgn0036617	FALSE	FALSE
asRNA:CR44958	0.00815942125419364	0.214163850546695	6.6576155203387e-05	FBgn0266263	FALSE	FALSE
fu	0.00815893461787678	0.214191180590959	6.65682140987882e-05	FBgn0001079	FALSE	FALSE
Pebp1	0.00815799098449216	0.214244183272774	6.65528169030554e-05	FBgn0038973	FALSE	FALSE
mus301	0.00815571867810042	0.214371854628283	6.65157471563161e-05	FBgn0002899	FALSE	FALSE
lncRNA:CR45251	0.00815090439702454	0.21464253008323	6.6437242489434e-05	FBgn0266786	FALSE	FALSE
CG17377	0.00814859927852276	0.21477221896766	6.63996702019417e-05	FBgn0031859	FALSE	FALSE
Cfp1	0.00814603340212343	0.214916644835721	6.63578601885106e-05	FBgn0030121	FALSE	FALSE
cnn	0.00814484402318808	0.214983615322464	6.63384841620627e-05	FBgn0013765	FALSE	FALSE
CG10175	0.00814008524788527	0.215251718652993	6.62609878428394e-05	FBgn0039084	FALSE	FALSE
CG34222	0.00813063262049218	0.21578498192787	6.61071868094116e-05	FBgn0250822	FALSE	FALSE
lncRNA:CR44289	0.00812653836887958	0.216016251271398	6.60406258608719e-05	FBgn0265316	FALSE	FALSE
CG11034	0.00812497501287202	0.216104606616747	6.60152189597947e-05	FBgn0031741	FALSE	FALSE
CaBP1	0.00811695151128548	0.216558475944136	6.58849018365597e-05	FBgn0025678	FALSE	FALSE
CG34230	0.00811113921133845	0.216887691340957	6.57905793057121e-05	FBgn0085259	FALSE	FALSE
lncRNA:CR43234	0.0081059750317428	0.217180498395905	6.57068312152376e-05	FBgn0262879	FALSE	FALSE
FBti0019625	0.00810424790676377	0.217278489154638	6.56788341342849e-05	FBti0019625	FALSE	FALSE
Obp83a	0.00809855433505173	0.21760174678348	6.55865823177851e-05	FBgn0011281	FALSE	FALSE
Roc1b	0.00809696949864686	0.217691788778549	6.55609150620176e-05	FBgn0040291	FALSE	FALSE
Jon44E	0.00809142029584417	0.218007276127204	6.54710824039989e-05	FBgn0001285	FALSE	FALSE
nompC	0.00808336448117571	0.218465855803346	6.5340781335533e-05	FBgn0016920	FALSE	FALSE
CG3740	0.00808297659474945	0.218487953829696	6.53345106312674e-05	FBgn0023530	FALSE	FALSE
Gr77a	0.00808134046150941	0.218581182589305	6.53080636548291e-05	FBgn0045474	FALSE	FALSE
PIG-G	0.00807785064208113	0.218780132002428	6.52516709957705e-05	FBgn0033187	FALSE	FALSE
CG13065	0.00807256543110174	0.219081681600717	6.51663126394188e-05	FBgn0036590	FALSE	FALSE
cag	0.00806856435412845	0.219310162878012	6.51017307367122e-05	FBgn0017414	FALSE	FALSE
CG34269	0.00806621382792079	0.21944446928734	6.50638055177405e-05	FBgn0085298	FALSE	FALSE
CG16890	0.00806137347773094	0.219721227373257	6.49857423474638e-05	FBgn0028932	FALSE	FALSE
rtv	0.00805817828121388	0.219904057234644	6.49342372118271e-05	FBgn0261277	FALSE	FALSE
lncRNA:CR44225	0.00805446410714885	0.220116720271497	6.48743920533491e-05	FBgn0265156	FALSE	FALSE
Caf1-180	0.00805126601771894	0.220299951950078	6.48228844880757e-05	FBgn0030054	FALSE	FALSE
CG14630	0.00805073946851643	0.220330130602783	6.48144059899282e-05	FBgn0014903	FALSE	FALSE
Dhc16F	0.00804856866677869	0.22045457929369	6.47794575838517e-05	FBgn0283476	FALSE	FALSE
CG15580	0.00804215643891795	0.220822476716879	6.46762801880294e-05	FBgn0037398	FALSE	FALSE
CycB	0.00804199157244879	0.220831941624504	6.46736284513373e-05	FBgn0000405	FALSE	FALSE
CG9657	0.00803736172050499	0.221097858059733	6.45991834262389e-05	FBgn0029950	FALSE	FALSE
oxt	0.0080366600791937	0.22113817698137	6.45879052285057e-05	FBgn0015360	FALSE	FALSE
Poxn	0.00803372848952788	0.221306694043997	6.45407934434519e-05	FBgn0003130	FALSE	TRUE
CG32248	0.00803175298474916	0.221420304208524	6.4509056008027e-05	FBgn0052248	FALSE	FALSE
Lcp9	0.00803025516161574	0.221506471022845	6.44849979606562e-05	FBgn0025578	FALSE	FALSE
lncRNA:CR42719	0.00803025426563695	0.22150652257393	6.44849835707804e-05	FBgn0261636	FALSE	FALSE
apn	0.00801841820136034	0.222188273317964	6.42950304519068e-05	FBgn0038132	FALSE	FALSE
CG7133	0.00801807114343277	0.222208286311925	6.42894648611492e-05	FBgn0037150	FALSE	FALSE
CG30151	0.0080166482614385	0.222290349880511	6.42666493476249e-05	FBgn0050151	FALSE	FALSE
FBti0018997	0.00801306420924752	0.222497153357318	6.42091980215236e-05	FBti0018997	FALSE	FALSE
tRNA:Arg-CCT-1-1	0.00801191116355369	0.222563714547043	6.41907204926763e-05	FBgn0051631	FALSE	FALSE
CG4936	0.0080094839894731	0.222703873175495	6.41518337776259e-05	FBgn0038768	FALSE	TRUE
CG11999	0.0080075696010019	0.222814465246677	6.41211709148898e-05	FBgn0037312	FALSE	FALSE
CG7518	0.00800753161402858	0.222816660109071	6.41205625496672e-05	FBgn0038108	FALSE	FALSE
CG11279	0.00800131422116034	0.223176105537721	6.40210292657427e-05	FBgn0036342	FALSE	FALSE
DNApol-alpha73	0.00800114107068738	0.223186121800577	6.40182584330404e-05	FBgn0005696	FALSE	FALSE
Traf6	0.00799906356479399	0.223306324693258	6.39850179136147e-05	FBgn0265464	FALSE	FALSE
SWIP	0.00799814250939071	0.223359631065282	6.39702836005227e-05	FBgn0030739	FALSE	FALSE
snoRNA:Me28S-G3277a	0.00799764650950723	0.223388340985533	6.39623496910332e-05	FBgn0063375	FALSE	FALSE
CG4951	0.00799536167064942	0.223520628211903	6.39258082444898e-05	FBgn0039563	FALSE	FALSE
fdl	0.0079953151872107	0.223523320083855	6.39250649428421e-05	FBgn0045063	FALSE	FALSE
lncRNA:CR44274	0.00799397715827652	0.223600815740387	6.39036708070468e-05	FBgn0265301	FALSE	FALSE
FBti0114522	0.00799216010410476	0.223706086235071	6.38746231296438e-05	FBti0114522	FALSE	FALSE
geko	0.00799030946007064	0.223813339174374	6.38450452676943e-05	FBgn0020300	FALSE	FALSE
mav	0.00799011715397406	0.22382448626471	6.38419721342306e-05	FBgn0039914	FALSE	FALSE
CG4558	0.00798922558224667	0.223876171719272	6.38277254040247e-05	FBgn0029914	FALSE	FALSE
Cnb	0.00798790938059959	0.223952489063671	6.3806696272671e-05	FBgn0035295	FALSE	FALSE
nocte	0.0079875991644108	0.223970479042943	6.38017404112961e-05	FBgn0261710	FALSE	FALSE
FBti0020052	0.00798537432519133	0.22409953163708	6.37662031134248e-05	FBti0020052	FALSE	FALSE
CG9030	0.00798228457438029	0.224278841897098	6.37168670263895e-05	FBgn0030599	FALSE	FALSE
CG14423	0.00797860249197656	0.224492661356072	6.36580977249746e-05	FBgn0029646	FALSE	FALSE
FBti0061608	0.0079778954500583	0.224533736126027	6.3646815812061e-05	FBti0061608	FALSE	FALSE
FBti0061044	0.0079766941704676	0.224603535366178	6.36276498891717e-05	FBti0061044	FALSE	FALSE
FBti0061885	0.00797579928366987	0.224655542012281	6.36133742133887e-05	FBti0061885	FALSE	FALSE
FBti0062131	0.00797350632573632	0.224788837297523	6.3576803126557e-05	FBti0062131	FALSE	FALSE
FBti0020128	0.00797216924444223	0.224866591198143	6.35554824620307e-05	FBti0020128	FALSE	FALSE
FBti0020016	0.00796947111200622	0.22502355139273	6.35124698051016e-05	FBti0020016	FALSE	FALSE
CG12219	0.00796721189588399	0.225155038410647	6.34764653939154e-05	FBgn0043796	FALSE	TRUE
lncRNA:CR43661	0.00796627065314826	0.225209835194159	6.34614681192112e-05	FBgn0263709	FALSE	FALSE
TrpRS	0.00796058770697498	0.225540884372992	6.33709566404411e-05	FBgn0010803	FALSE	FALSE
lncRNA:CR45586	0.00795485254736788	0.225875327231965	6.32796790503653e-05	FBgn0267146	FALSE	FALSE
FBti0063524	0.00795485254736788	0.225875327231965	6.32796790503653e-05	FBti0063524	FALSE	FALSE
CG42672	0.00795349764114652	0.225954389548556	6.32581247277233e-05	FBgn0261554	FALSE	FALSE
lncRNA:CR44272	0.00794816865994258	0.226265541119989	6.31733850468934e-05	FBgn0265299	FALSE	FALSE
lncRNA:CR44680	0.00794685720359046	0.226342162029408	6.31525394142576e-05	FBgn0265891	FALSE	FALSE
lid	0.00794676632580354	0.226347472185543	6.3151095036925e-05	FBgn0031759	FALSE	FALSE
CG31626	0.00794336565391228	0.226546243590725	6.30970579117533e-05	FBgn0051626	FALSE	FALSE
ida	0.00794227362039047	0.226610100039171	6.30797102611503e-05	FBgn0041147	FALSE	FALSE
Usp16-45	0.00793845841686541	0.226833294100372	6.30191220363012e-05	FBgn0029763	FALSE	FALSE
sl	0.00793830984592239	0.226841988851983	6.30167632098683e-05	FBgn0003416	FALSE	FALSE
Usp10	0.00793566382205541	0.226996880748317	6.29747602966791e-05	FBgn0052479	FALSE	FALSE
Npc2e	0.00793456319221338	0.22706133118482	6.29572930512274e-05	FBgn0051410	FALSE	FALSE
Mul1	0.00792882416307919	0.227397607359252	6.28662526090284e-05	FBgn0035483	FALSE	FALSE
CG8388	0.00792763410822224	0.227467382573327	6.28473825538486e-05	FBgn0034062	FALSE	TRUE
FBti0060713	0.00792398885163544	0.227681205959889	6.27895993208427e-05	FBti0060713	FALSE	FALSE
lncRNA:CR44331	0.00791788228877024	0.228039725475243	6.26928599388214e-05	FBgn0265419	FALSE	FALSE
CG30371	0.00791691415820334	0.228096601843088	6.26775297883604e-05	FBgn0050371	FALSE	FALSE
Patr-1	0.00791056551162091	0.228469826697301	6.25770467136462e-05	FBgn0266053	FALSE	FALSE
ATPsynGL	0.00790876674198703	0.228575651959633	6.25485913791602e-05	FBgn0031941	FALSE	FALSE
TORIP	0.00790456976128338	0.228822704548427	6.24822231109956e-05	FBgn0036908	FALSE	FALSE
CG5937	0.00790036362811072	0.229070486541924	6.24157454563748e-05	FBgn0029834	FALSE	FALSE
FBti0063957	0.00789954287051811	0.229118859374691	6.24027775631534e-05	FBti0063957	FALSE	FALSE
Atf-2	0.00789775494486788	0.22922425917186	6.2374533169185e-05	FBgn0265193	FALSE	TRUE
ImpL2	0.0078939609036944	0.229448035536594	6.23146187490557e-05	FBgn0001257	FALSE	FALSE
FBti0019902	0.00788857064079255	0.229766225869027	6.22295467547743e-05	FBti0019902	FALSE	FALSE
Gcn5	0.00788719601393342	0.229847421088263	6.22078609622072e-05	FBgn0020388	FALSE	FALSE
snoRNA:Psi18S-1377d	0.00788702330644735	0.22985762386111	6.22051366364436e-05	FBgn0083048	FALSE	FALSE
CG14102	0.00788381868729881	0.230046996627644	6.21545970942019e-05	FBgn0036906	FALSE	FALSE
CG18789	0.00788102657324726	0.230212083366714	6.21105798482294e-05	FBgn0042127	FALSE	FALSE
CG14070	0.00787694559065264	0.230453527342752	6.20462718381021e-05	FBgn0032313	FALSE	FALSE
FBti0018861	0.00786791758604436	0.230988292378868	6.19041271407861e-05	FBti0018861	FALSE	FALSE
RAF2	0.0078656431210752	0.231123157022511	6.18683417081176e-05	FBgn0036624	FALSE	FALSE
CG14658	0.00786158365552569	0.231364002466936	6.18044975728287e-05	FBgn0037283	FALSE	FALSE
lncRNA:CR44634	0.00786122638821946	0.231385207434717	6.1798880326838e-05	FBgn0265845	FALSE	FALSE
CG15599	0.00786067286707939	0.231418063426943	6.17901779232381e-05	FBgn0030667	FALSE	FALSE
CG7692	0.00785127950149961	0.231976141562377	6.1642589810668e-05	FBgn0036714	FALSE	FALSE
FBti0018985	0.00785091630666026	0.231997738842389	6.1636886854184e-05	FBti0018985	FALSE	FALSE
twe	0.00784846511626924	0.232143535520562	6.15984046812952e-05	FBgn0002673	FALSE	FALSE
TwdlT	0.00784735482669627	0.232209596882779	6.15809777760732e-05	FBgn0029170	FALSE	FALSE
tej	0.00783958162704916	0.232672469895798	6.14590400871668e-05	FBgn0033921	FALSE	FALSE
CG43920	0.00783758622913297	0.232791395954511	6.14277578990948e-05	FBgn0264541	FALSE	FALSE
CG8483	0.0078369869791557	0.232827119773973	6.1418364911456e-05	FBgn0038126	FALSE	FALSE
Sr-CIV	0.00782298984554462	0.233662654404505	6.11991701234942e-05	FBgn0031547	FALSE	FALSE
Dronc	0.0078216062498995	0.233745361028438	6.11775243284669e-05	FBgn0026404	FALSE	FALSE
CG8800	0.0078115238729632	0.234348677625032	6.10199052178741e-05	FBgn0033408	FALSE	FALSE
CG3117	0.00781110872582287	0.234373543124811	6.10134195266261e-05	FBgn0031471	FALSE	FALSE
meru	0.00780998234766242	0.234441017669212	6.09958242707987e-05	FBgn0052150	FALSE	FALSE
CG17404	0.00780834194198673	0.234539309121147	6.09702038829891e-05	FBgn0038001	FALSE	FALSE
LysE	0.00780258779563202	0.234884322504177	6.08803763085457e-05	FBgn0004428	FALSE	FALSE
Kua	0.00778184784146148	0.236130852603269	6.05571558276588e-05	FBgn0032850	FALSE	FALSE
lncRNA:CR44874	0.00777682045359008	0.236433716114873	6.0478936367377e-05	FBgn0266168	FALSE	FALSE
MTPAP	0.00777609921927778	0.236477187748291	6.04677190680525e-05	FBgn0024360	FALSE	FALSE
CG12224	0.00777167035886108	0.236744256513562	6.03988601667998e-05	FBgn0037974	FALSE	FALSE
FBti0020381	0.00777025228502183	0.236829814126205	6.0376820572887e-05	FBti0020381	FALSE	FALSE
CG1750	0.00776229989407014	0.237310016058017	6.02532996454814e-05	FBgn0039836	FALSE	FALSE
lncRNA:CR44860	0.00775924506236058	0.237494663599321	6.0205883937767e-05	FBgn0266154	FALSE	FALSE
lncRNA:CR44551	0.00775843923395904	0.237543388344555	6.01933793470349e-05	FBgn0265744	FALSE	FALSE
CG6280	0.00775688649114019	0.237637295487301	6.01692880364332e-05	FBgn0033866	FALSE	FALSE
Oga	0.00775365158149696	0.23783302131734	6.01191128472504e-05	FBgn0038870	FALSE	FALSE
FBti0019454	0.007746995170562	0.238236120626335	6.0015934172711e-05	FBti0019454	FALSE	FALSE
FBti0020073	0.00774103511173279	0.238597459243404	5.99236246010799e-05	FBti0020073	FALSE	FALSE
CG14435	0.00773385994836477	0.239032978470423	5.98125897009207e-05	FBgn0029911	FALSE	FALSE
lncRNA:CR44264	0.00773363545996945	0.239046613544473	5.98091174276969e-05	FBgn0265204	FALSE	FALSE
CG7824	0.00773066383043539	0.239227157377195	5.9763163259202e-05	FBgn0039711	FALSE	FALSE
FBti0060106	0.00772948272353842	0.239298943214758	5.97449031734789e-05	FBti0060106	FALSE	FALSE
CG8064	0.00771488317347203	0.24018753577813	5.95194223803218e-05	FBgn0038597	FALSE	FALSE
CG3625	0.00771313170471656	0.24029429384026	5.94924006943038e-05	FBgn0031245	FALSE	FALSE
FBti0063988	0.00770467246101472	0.240810384626939	5.93619777315186e-05	FBti0063988	FALSE	FALSE
asRNA:CR45882	0.00770200837424334	0.240973079667918	5.93209329969145e-05	FBgn0267542	FALSE	FALSE
FBti0059673	0.00770175425692564	0.240988602584895	5.93170186340722e-05	FBti0059673	FALSE	FALSE
CG14184	0.00770053142430786	0.241063309935062	5.92981842167529e-05	FBgn0036932	FALSE	FALSE
CG43931	0.00769918605561224	0.24114552230442	5.92774659189339e-05	FBgn0264552	FALSE	FALSE
CG9636	0.00769789292694381	0.241224561010539	5.92575555146915e-05	FBgn0037556	FALSE	FALSE
CG14285	0.00769268535293747	0.241543043345627	5.91774079392987e-05	FBgn0038674	FALSE	FALSE
mt:tRNA:Gly-TCC	0.0076922564670074	0.241569286131802	5.91708095542171e-05	FBgn0013694	FALSE	FALSE
lncRNA:CR43838	0.00768936907219358	0.241746013043408	5.91263967284071e-05	FBgn0264390	FALSE	FALSE
lncRNA:CR44501	0.00768711596372678	0.241883980782405	5.90917518397831e-05	FBgn0265694	FALSE	FALSE
CG11159	0.00766908970168912	0.24298980301873	5.88149368525541e-05	FBgn0034539	FALSE	FALSE
CG10336	0.00766360103440067	0.243327210303179	5.8730780814467e-05	FBgn0032698	FALSE	FALSE
FBti0019706	0.00766128596545094	0.243469624237608	5.86953026444156e-05	FBti0019706	FALSE	FALSE
CG34278	0.00766003839487762	0.243546394150049	5.86761882109993e-05	FBgn0085307	FALSE	FALSE
CheA75a	0.00765985376046076	0.243557757170699	5.86733596316449e-05	FBgn0036783	FALSE	FALSE
Cep89	0.00765980060513924	0.243561028596338	5.86725453104914e-05	FBgn0266708	FALSE	FALSE
lncRNA:CR44713	0.00765586258092447	0.243803478784783	5.86122318579994e-05	FBgn0265924	FALSE	FALSE
CG11345	0.00765495978628654	0.243859084527435	5.85984093296641e-05	FBgn0035546	FALSE	FALSE
fkh	0.00765314713130906	0.243970758105748	5.85706610134641e-05	FBgn0000659	FALSE	TRUE
Asciz	0.00765227717247183	0.244024367057398	5.85573459243335e-05	FBgn0035407	FALSE	TRUE
CG1850	0.00764836233360448	0.24426571119569	5.84974463860998e-05	FBgn0033154	FALSE	FALSE
lncRNA:CR46451	0.00764343458946101	0.244569737647498	5.84220923233689e-05	FBgn0287462	FALSE	FALSE
Trh	0.00762791602938708	0.245528919402061	5.81851029513803e-05	FBgn0035187	FALSE	FALSE
CG3163	0.00762770981869853	0.245541682749255	5.81819570782699e-05	FBgn0034961	FALSE	FALSE
CG4563	0.00762663998997125	0.245607906938409	5.81656375366286e-05	FBgn0035006	FALSE	FALSE
Zip42C.2	0.00762657510537007	0.245611923806664	5.81646478378504e-05	FBgn0033097	FALSE	FALSE
Ugt50B3	0.00762585052193849	0.245656784362303	5.81535961829495e-05	FBgn0050438	FALSE	FALSE
Ir75a	0.00762253202345284	0.245862313324185	5.81029944485641e-05	FBgn0036757	FALSE	FALSE
CG4901	0.00762074727759337	0.245972900194166	5.80757890689468e-05	FBgn0032194	FALSE	FALSE
CG10425	0.00761624075685641	0.246252289530037	5.80071232664007e-05	FBgn0039304	FALSE	FALSE
CG33129	0.00760707953263449	0.24682094049339	5.78676590158266e-05	FBgn0053129	FALSE	FALSE
Aatf	0.0076009454335013	0.247202207016874	5.77743714830642e-05	FBgn0031851	FALSE	FALSE
lncRNA:CR45335	0.00759713891512608	0.247439009417066	5.77165196957231e-05	FBgn0266874	FALSE	FALSE
FBti0063269	0.00758836066648211	0.247985706986347	5.75832176046128e-05	FBti0063269	FALSE	FALSE
CG34213	0.00758691335469809	0.248075924729455	5.75612542516962e-05	FBgn0085242	FALSE	FALSE
CG4291	0.00758678566786907	0.24808388515165	5.75593167701835e-05	FBgn0031287	FALSE	FALSE
CG1172	0.00758439061059976	0.248233234117321	5.75229809341538e-05	FBgn0264712	FALSE	FALSE
Hydr2	0.0075815961230626	0.24840756991584	5.74805997732378e-05	FBgn0014906	FALSE	FALSE
mt:tRNA:Asn-GTT	0.0075714795231931	0.249039416289607	5.73273021701324e-05	FBgn0013701	FALSE	FALSE
CG13287	0.00756889436042035	0.249201056319753	5.72881618392031e-05	FBgn0035643	FALSE	TRUE
Sas10	0.00756725575235426	0.249303549982451	5.72633596215386e-05	FBgn0029755	FALSE	FALSE
Ent2	0.00756533942176621	0.249423452344934	5.72343605665299e-05	FBgn0263916	FALSE	FALSE
lncRNA:CR45509	0.00755873407730871	0.249837049161442	5.71344608514679e-05	FBgn0267065	FALSE	FALSE
TBCD	0.00754757472208854	0.250536885531809	5.69658841855099e-05	FBgn0027509	FALSE	FALSE
RR42085-transposable-element	0.00754322993296284	0.250809729995072	5.69003178215466e-05	RR42085-transposable-element	FALSE	FALSE
Psf1	0.00753554804472189	0.251292645273672	5.67844843343119e-05	FBgn0035194	FALSE	FALSE
THG	0.00753299436532378	0.251453323698794	5.67460041079998e-05	FBgn0283659	FALSE	FALSE
snRNA:U6:96Ac	0.0075323993313768	0.251490773741289	5.67370396873256e-05	FBgn0004190	FALSE	FALSE
Gss2	0.00753103543499317	0.25157662886279	5.67164947231227e-05	FBgn0052495	FALSE	FALSE
CG43998	0.00752716454389166	0.25182040667384	5.66582060708197e-05	FBgn0264740	FALSE	FALSE
fs(1)Yb	0.00752308885303395	0.252077260171059	5.65968658906437e-05	FBgn0000928	FALSE	FALSE
FBti0062273	0.00752142652057184	0.252182074195923	5.65718569043613e-05	FBti0062273	FALSE	FALSE
lncRNA:CR44615	0.00752142652057184	0.252182074195923	5.65718569043613e-05	FBgn0265826	FALSE	FALSE
Eb1	0.00751868260999777	0.252355150753727	5.65305881898828e-05	FBgn0027066	FALSE	FALSE
FBti0061888	0.00751637280492131	0.252500909578417	5.64958601425606e-05	FBti0061888	FALSE	FALSE
CdGAPr	0.00751002455375643	0.252901814234253	5.64004687980244e-05	FBgn0032821	FALSE	FALSE
CG14015	0.00750892734070787	0.252971150334539	5.63839898080302e-05	FBgn0031716	FALSE	FALSE
RR48342-transposable-element	0.00750028275606477	0.253517890069617	5.62542414209226e-05	RR48342-transposable-element	FALSE	FALSE
thw	0.00749305797423936	0.253975462955057	5.61459178053121e-05	FBgn0037487	FALSE	FALSE
CG9386	0.00748760700838985	0.254321073539771	5.60642587120887e-05	FBgn0037708	FALSE	FALSE
CG15812	0.00748590890283533	0.25442880627406	5.60388321015493e-05	FBgn0035405	FALSE	TRUE
RfC38	0.00747961988795005	0.254828076098331	5.59447136682178e-05	FBgn0028700	FALSE	FALSE
mir-957	0.00747839723385647	0.254905749132951	5.59264251873521e-05	FBgn0262182	FALSE	FALSE
asRNA:CR45213	0.00747731906601283	0.254974256872252	5.5910300414959e-05	FBgn0266740	FALSE	FALSE
CG31189	0.00746963062775873	0.255463158205592	5.57953817151512e-05	FBgn0051189	FALSE	FALSE
FBti0020217	0.00746818612362474	0.255555085667963	5.57738039771011e-05	FBti0020217	FALSE	FALSE
CG5568	0.00746504897326388	0.25575481139439	5.5726956173228e-05	FBgn0035641	FALSE	FALSE
CG18294	0.00746288643666616	0.255892551766289	5.56946739665757e-05	FBgn0036873	FALSE	FALSE
lncRNA:CR45884	0.00746142604374026	0.2559855990243	5.56728786062054e-05	FBgn0267544	FALSE	FALSE
Alg9	0.00745121575275731	0.25663679259855	5.55206161941387e-05	FBgn0039293	FALSE	FALSE
rhea	0.00744944821118838	0.256749639828015	5.54942786511777e-05	FBgn0260442	FALSE	FALSE
CG8087	0.00744257293682516	0.257188913599151	5.53918919199623e-05	FBgn0038241	FALSE	FALSE
asRNA:CR45867	0.00743941622049251	0.257390776540288	5.53449137017271e-05	FBgn0267527	FALSE	FALSE
CG10750	0.00743835460875801	0.257458688254718	5.53291192856315e-05	FBgn0032769	FALSE	FALSE
CG44257	0.00743726304134805	0.257528529206379	5.53128815462017e-05	FBgn0265197	FALSE	FALSE
Ns3	0.00743635041541116	0.257586931164811	5.52993075007858e-05	FBgn0266284	FALSE	FALSE
CG13082	0.00743041778895801	0.25796680357263	5.52111085184636e-05	FBgn0032803	FALSE	FALSE
CG3776	0.00742264846346653	0.258464869020989	5.50957102122021e-05	FBgn0035088	FALSE	FALSE
CG42518	0.0074196582941604	0.258656736277212	5.50513292021032e-05	FBgn0260392	FALSE	FALSE
cep290	0.00741771248901647	0.258781643844876	5.50224585697109e-05	FBgn0035168	FALSE	FALSE
FBti0063209	0.00741567247198263	0.258912644054825	5.49921982117209e-05	FBti0063209	FALSE	FALSE
nvy	0.00741511660648767	0.258948347062108	5.49839542878092e-05	FBgn0005636	FALSE	FALSE
CheB93a	0.00741455377417136	0.258984501020596	5.49756076700787e-05	FBgn0038888	FALSE	FALSE
ast	0.00741409215746316	0.259014155928296	5.49687625193567e-05	FBgn0015905	FALSE	FALSE
Pop1	0.0074089330845611	0.259345742102797	5.48922894515041e-05	FBgn0026702	FALSE	FALSE
Fum3	0.0074069101366858	0.259475842092271	5.48623177729389e-05	FBgn0036162	FALSE	FALSE
FBti0061698	0.00740296863243585	0.25972945823249	5.48039445728292e-05	FBti0061698	FALSE	FALSE
Twdlbeta	0.0073967217695813	0.260131764147978	5.47114929365979e-05	FBgn0033658	FALSE	FALSE
Or49a	0.00739262503180788	0.260395833306426	5.46509048609125e-05	FBgn0033727	FALSE	FALSE
CG5776	0.00739136566096899	0.260477047593681	5.46322863341516e-05	FBgn0032450	FALSE	FALSE
Atac1	0.00738748312712675	0.260727534661354	5.45749069535824e-05	FBgn0031876	FALSE	FALSE
Esp	0.00738602079788174	0.260821922046364	5.45533032267416e-05	FBgn0013953	FALSE	FALSE
FBti0063162	0.00738177559872054	0.261096066205109	5.4490610989866e-05	FBti0063162	FALSE	FALSE
snoRNA:Psi18S-1275	0.00737903203064193	0.26127334480486	5.44501137092396e-05	FBgn0086663	FALSE	FALSE
lncRNA:CR44544	0.00737854650148778	0.261304726457357	5.44429484746175e-05	FBgn0265737	FALSE	FALSE
CG14020	0.00737732484301252	0.261383698559992	5.44249218393297e-05	FBgn0031707	FALSE	FALSE
Dtd	0.00737702829999157	0.261402870584049	5.44205465388765e-05	FBgn0037898	FALSE	FALSE
CG13230	0.00737356997346996	0.261626529205111	5.43695341536578e-05	FBgn0040764	FALSE	FALSE
nompA	0.00737298065537549	0.261664655064315	5.43608437445411e-05	FBgn0016047	FALSE	FALSE
Xpd	0.00737047465915545	0.261826823050044	5.43238967012526e-05	FBgn0261850	FALSE	FALSE
Hasp	0.00736954960440585	0.261886702723415	5.43102613717984e-05	FBgn0032797	FALSE	FALSE
CG11951	0.00736860791085727	0.26194766916049	5.42963825439484e-05	FBgn0039656	FALSE	FALSE
Nuf2	0.00736351957805245	0.262277263933652	5.42214205763617e-05	FBgn0031886	FALSE	FALSE
senju	0.00736005418046584	0.262501897616075	5.41703975393927e-05	FBgn0031676	FALSE	FALSE
CG13484	0.00735446581045204	0.262864426235271	5.4088167357108e-05	FBgn0036406	FALSE	FALSE
lncRNA:CR44590	0.0073541619092034	0.262884150814678	5.40836973867782e-05	FBgn0265801	FALSE	FALSE
FBti0063581	0.00735106894669832	0.263084956327957	5.40382146591124e-05	FBti0063581	FALSE	FALSE
wdn	0.00734960196580361	0.263180234658906	5.40166490557442e-05	FBgn0005642	FALSE	TRUE
Sdic2	0.00734813576124627	0.263275486360066	5.39950991657063e-05	FBgn0053497	FALSE	FALSE
CR9337	0.00734476426661192	0.263494605108792	5.39455621320994e-05	FBgn0032898	FALSE	FALSE
Vps39	0.00732843146497661	0.264557880597977	5.37059077368592e-05	FBgn0038593	FALSE	FALSE
asRNA:CR46129	0.00732670000740331	0.264670772687268	5.36805329984836e-05	FBgn0267804	FALSE	FALSE
asRNA:CR44599	0.00732361714201204	0.264871859563902	5.36353680427726e-05	FBgn0265810	FALSE	FALSE
FBti0060099	0.00731404039635803	0.265497195839686	5.34951869195571e-05	FBti0060099	FALSE	FALSE
wfs1	0.00730652376556717	0.26598872367827	5.33852895367979e-05	FBgn0039003	FALSE	FALSE
lncRNA:CR44607	0.00730493633820673	0.266092608857292	5.33620949052532e-05	FBgn0265818	FALSE	FALSE
CG4613	0.00730308689080782	0.2662136764939	5.33350781346891e-05	FBgn0036427	FALSE	FALSE
sinu	0.00729986427696784	0.266424724259546	5.32880184621512e-05	FBgn0010894	FALSE	FALSE
CG7706	0.00729823234853653	0.26653164253697	5.3264195413225e-05	FBgn0038640	FALSE	FALSE
lncRNA:CR44931	0.00729594794772444	0.26668135811525	5.32308564559045e-05	FBgn0266236	FALSE	FALSE
Larp7	0.00729511919480657	0.266735687410405	5.32187640664353e-05	FBgn0260771	FALSE	FALSE
