p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	annotation
1.61711395126696e-08	-1.74786877609277	0.045	0.121	0.000387007710817208	RNaseMRP:RNA	epithelial cell
1.69538939989498e-08	0.827801325926143	0.292	0.172	0.000405740591182867	sr	epithelial cell
2.25309402739427e-08	-1.70768712551164	0.029	0.095	0.000539210462635997	RR48375-transposable-element	epithelial cell
2.39616979277955e-08	0.593334438798815	0.51	0.405	0.000573451354808001	CG42795	epithelial cell
2.43466885473454e-08	-0.945806855147392	0.322	0.436	0.00058266495031507	CG15201	epithelial cell
2.63410496669081e-08	0.979534665654023	0.198	0.098	0.000630394000628445	asrij	epithelial cell
2.77530955049129e-08	4.0857943647461	0.054	0.005	0.000664187081623575	FBti0059745	epithelial cell
4.22924573087657e-08	1.78522218647594	0.062	0.009	0.00101214308831338	FBti0018967	epithelial cell
4.5155187315574e-08	1.17615545096965	0.162	0.072	0.00108065394283632	CG42598	epithelial cell
5.41260298722381e-08	1.49479785691718	0.127	0.049	0.0012953441469024	asRNA:CR44053	epithelial cell
5.66153683118229e-08	0.672818448136945	0.364	0.237	0.00135491899443855	Tspo	epithelial cell
5.70117469414801e-08	0.576488790307796	0.599	0.491	0.0013644051278035	jeb	epithelial cell
6.75947464902862e-08	1.90551295291931	0.22	0.123	0.00161767747300553	CG31205	epithelial cell
7.59987085275658e-08	-1.45691053901883	0.057	0.134	0.0018188010924817	FBti0020120	epithelial cell
7.6936776181968e-08	0.627505519889423	0.431	0.316	0.00184125092758686	Pfk	epithelial cell
9.10807561672019e-08	1.94996363994764	0.078	0.019	0.00217974465659348	CG2064	epithelial cell
9.36737400789682e-08	0.794584756498951	0.34	0.224	0.00224179994756987	CG8910	epithelial cell
9.69994267702663e-08	-4.05566734280063	0.007	0.049	0.00232139028146601	TotC	epithelial cell
1.15221614495495e-07	-1.21346691678658	0.189	0.295	0.0027574836781062	geko	epithelial cell
1.45121793044047e-07	1.06271246399039	0.097	0.031	0.00347305475113013	lncRNA:CR44129	epithelial cell
1.57398749433262e-07	0.869294203117674	0.213	0.117	0.00376686687143682	CG9689	epithelial cell
1.58761765252785e-07	-1.10173326512399	0.168	0.268	0.00379948656602966	regucalcin	epithelial cell
1.60211666043686e-07	0.514681728096329	0.544	0.416	0.00383418559175748	aay	epithelial cell
1.72216683178405e-07	1.87689717148107	0.098	0.033	0.00412148966182558	Gadd45	epithelial cell
1.88886579574508e-07	0.624897837430684	0.476	0.364	0.00452043362237713	lncRNA:CR44922	epithelial cell
2.1544986303336e-07	-2.13849674398068	0.046	0.114	0.00515614612211437	CG11529	epithelial cell
2.41626460964491e-07	-0.751652922851537	0.44	0.547	0.00578260446380219	mol	epithelial cell
2.81923859233573e-07	-0.789285309662004	0.364	0.47	0.00674700179917788	slf	epithelial cell
2.92079849518429e-07	-2.23732072594984	0.017	0.066	0.00699005495867505	FBti0020044	epithelial cell
3.15870820048295e-07	1.42650073063193	0.092	0.03	0.00755942046539581	srl	epithelial cell
3.17362043268757e-07	0.767765756803482	0.365	0.262	0.00759510841950789	CG2017	epithelial cell
3.54209535456534e-07	0.548825617047814	0.208	0.112	0.00847694260254577	BomBc3	epithelial cell
3.96644985890379e-07	-1.42544043954703	0.05	0.118	0.00949250780232856	28SrRNA-Psi:CR45848	epithelial cell
4.05720674129575e-07	-1.144821596708	0.131	0.222	0.00970970717326898	rdhB	epithelial cell
4.70714785951273e-07	5.62816131001633	0.034	0	0.0112651462573859	FBti0018891	epithelial cell
4.72822676183551e-07	-0.566630176125915	0.626	0.698	0.0113155922864247	AANAT1	epithelial cell
5.86451460819213e-07	-0.87568516501205	0.241	0.337	0.0140349563603254	Syn1	epithelial cell
6.17387725356867e-07	-0.574105664611435	0.584	0.661	0.0147753230432405	cwo	epithelial cell
9.60505043319232e-07	2.92934701453578	0.051	0.008	0.0229868066967159	Klp54D	epithelial cell
9.96951448107808e-07	3.66321720259291	0.053	0.009	0.0238590420561161	CG4757	epithelial cell
1.10085450303161e-06	-1.22855932027603	0.1	0.183	0.0263456499665525	Est-6	epithelial cell
1.14056088845437e-06	-1.27030619604729	0.086	0.163	0.0272959031824899	asRNA:CR45889	epithelial cell
1.15349188819249e-06	0.502620859492669	0.502	0.401	0.0276053678682226	Sam-S	epithelial cell
1.19245787686736e-06	-1.28448434323224	0.137	0.226	0.0285379019091896	CG6910	epithelial cell
1.41777010230089e-06	-1.76338205707808	0.024	0.075	0.0339300740882649	Dhc93AB	epithelial cell
1.57613774967319e-06	1.73712162180011	0.173	0.092	0.0377201286251788	CG12239	epithelial cell
1.73704895749803e-06	-0.570668693854806	0.527	0.607	0.0415710556508427	Obp99c	epithelial cell
1.85643289074095e-06	1.19184441894542	0.135	0.064	0.0444281519412124	CG5071	epithelial cell
1.83722112891225e-40	2.63626929729155	0.681	0.26	4.39683760571279e-36	hzg	gabaergic neuron
1.13906334154458e-34	7.44048780691333	0.285	0.004	2.72600638898449e-30	Ldh	gabaergic neuron
3.37272075398798e-28	9.37285301335888	0.223	0	8.07159530844402e-24	y	gabaergic neuron
1.84205450766991e-22	-3.23246280239114	0.054	0.387	4.40840484775564e-18	Obp99b	gabaergic neuron
3.20212489976185e-21	3.38214193998891	0.342	0.083	7.66332531011007e-17	CG33978	gabaergic neuron
2.95172133629256e-19	2.60099195299245	0.315	0.073	7.06405950201536e-15	Dgp-1	gabaergic neuron
1.13136331104869e-18	3.47348629556402	0.231	0.032	2.70757867600173e-14	CG6912	gabaergic neuron
3.48852505233702e-18	3.87274455373712	0.2	0.02	8.34873815525297e-14	asRNA:CR45600	gabaergic neuron
3.53967364622643e-18	3.9169532899048	0.181	0.012	8.47114697014909e-14	Dro	gabaergic neuron
7.53642883917275e-16	-1.46975104799676	0.242	0.534	1.80361814979082e-11	RR48373-transposable-element	gabaergic neuron
1.99637101543337e-15	6.94321185883439	0.127	0.002	4.77771511413514e-11	FBti0063565	gabaergic neuron
2.39851161082952e-15	4.05685984434592	0.146	0.008	5.74011798703721e-11	Arc1	gabaergic neuron
8.26821501112809e-15	0.678976452149089	0.946	0.857	1.97874921646317e-10	Ald1	gabaergic neuron
3.81069862221344e-14	5.24607118675786	0.123	0.004	9.1197639426812e-10	MFS3	gabaergic neuron
4.72933107182316e-13	1.94345598800077	0.269	0.077	1.13182351210872e-08	Drs	gabaergic neuron
1.37391072339586e-12	1.18082912051318	0.531	0.294	3.28804314323097e-08	FBti0019603	gabaergic neuron
7.18863557017656e-12	1.2324790168552	0.546	0.333	1.72038426465465e-07	Xrp1	gabaergic neuron
4.06736506104139e-11	-2.09475039646732	0.088	0.296	9.73401806408424e-07	ND-75	gabaergic neuron
5.35828360738729e-11	2.85495616079898	0.135	0.018	1.28234443291993e-06	AttC	gabaergic neuron
2.2276813926669e-10	1.73266426380404	0.331	0.143	5.33128710893042e-06	Myc	gabaergic neuron
4.15334007284851e-10	-4.0047801418777	0.012	0.161	9.93977346234104e-06	CG6654	gabaergic neuron
2.98129726517012e-09	-2.21989682754963	0.042	0.204	7.13484061500513e-05	FBti0019000	gabaergic neuron
3.61139126038254e-09	2.10708846644413	0.188	0.054	8.6427815643475e-05	Mtk	gabaergic neuron
5.52110633659184e-09	5.66506260609161	0.073	0.002	0.000132131116847316	CG8620	gabaergic neuron
8.71993231621667e-09	0.819781068580524	0.65	0.458	0.000208685420191697	retinin	gabaergic neuron
1.74660527403757e-08	-0.964381329736956	0.323	0.51	0.00041799757418267	Syn1	gabaergic neuron
1.03679574903388e-07	-0.561747280572684	0.577	0.75	0.00248125958658787	RNASEK	gabaergic neuron
1.09200691305069e-07	1.51920369238358	0.223	0.087	0.0026133909443129	BomS1	gabaergic neuron
1.66303679230459e-07	0.7479222542139	0.769	0.627	0.00397997965134335	CG4577	gabaergic neuron
2.71779165790452e-07	-0.632794218021583	0.462	0.631	0.00650421899569711	mAChR-A	gabaergic neuron
2.72868902339715e-07	3.04171892331569	0.065	0.004	0.00653029857079406	CG7130	gabaergic neuron
3.0319247681024e-07	1.11049657443223	0.358	0.2	0.00725600235502265	sr	gabaergic neuron
3.63294617455187e-07	4.43362281135094	0.058	0.002	0.00869436678493753	Cyp4e3	gabaergic neuron
3.90201724404821e-07	1.3411616745252	0.238	0.101	0.00933830766845619	CG11458	gabaergic neuron
4.37344793466336e-07	3.24828705598869	0.069	0.006	0.0104665355972363	Ir76a	gabaergic neuron
7.60128114019385e-07	1.54817320360835	0.254	0.121	0.0181913860247119	Cpr72Ec	gabaergic neuron
9.75946433081561e-07	-0.504307290492149	0.527	0.702	0.0233563500365079	Rdh	gabaergic neuron
1.23668903485966e-06	1.85186532109288	0.181	0.069	0.0295964419822613	Tspo	gabaergic neuron
1.26094866832735e-06	1.0069762786962	0.327	0.173	0.0301770235304102	CG14024	gabaergic neuron
2.4698791430349e-18	2.33059549706697	0.902	0.572	5.91091476511113e-14	hzg	gamma kenyon cell
8.66171958281819e-15	7.48607293893532	0.348	0	2.07292273056005e-10	CG6912	gamma kenyon cell
2.8382648536173e-11	5.78253816451568	0.283	0.007	6.79253544767693e-07	Ldh	gamma kenyon cell
2.38646550841168e-10	-3.06851888976475	0.087	0.48	5.71128925473083e-06	Obp99b	gamma kenyon cell
1.76952232593e-08	3.79183168316777	0.25	0.02	0.000423482083041567	Dro	gamma kenyon cell
3.30085727112186e-08	0.786323668476381	0.946	0.809	0.000789961162124885	Ald1	gamma kenyon cell
3.32230410526186e-08	5.58253220600635	0.207	0.007	0.000795093818471268	asRNA:CR45600	gamma kenyon cell
4.42582042343018e-08	2.04481600572405	0.413	0.112	0.00105918734373531	Drs	gamma kenyon cell
4.98729786267956e-08	-1.53905935592613	0.337	0.651	0.00119356012449647	Syn1	gamma kenyon cell
6.48342977013108e-08	1.55280201006942	0.88	0.73	0.00155161441258777	Nplp3	gamma kenyon cell
8.28846210250268e-08	2.40237123732645	0.337	0.072	0.00198359475037094	Mtk	gamma kenyon cell
1.44816202868884e-07	0.591968942888353	0.804	0.474	0.00346574136705814	CG14989	gamma kenyon cell
3.01578303995784e-07	6.02586286440657	0.163	0	0.00721737197122711	FBti0063565	gamma kenyon cell
5.97186699905145e-07	0.633269190198334	0.978	0.849	0.0142918721021299	CG16791	gamma kenyon cell
8.69410613120284e-29	9.05759391543771	0.23	0	2.08067347931947e-24	Ldh	glutamatergic neuron
1.96627453159406e-26	-2.80713969990861	0.072	0.428	4.70568820901089e-22	Obp99b	glutamatergic neuron
3.37937560536859e-24	2.29828230939437	0.556	0.241	8.08752169876811e-20	hzg	glutamatergic neuron
1.62266155076355e-18	3.91528882848146	0.197	0.018	3.88335362328733e-14	Dro	glutamatergic neuron
2.34296113622358e-17	5.1805372499622	0.151	0.004	5.60717459121028e-13	FBti0063565	glutamatergic neuron
1.30838881424083e-16	3.31644244687326	0.26	0.061	3.13123611024114e-12	CG33978	glutamatergic neuron
2.43564613481638e-14	-2.34535565751445	0.059	0.28	5.82898832984257e-10	ND-75	glutamatergic neuron
3.40403167950578e-14	4.10450930857081	0.141	0.01	8.14652861539324e-10	CG6912	glutamatergic neuron
1.21856207562149e-13	2.80440866750089	0.188	0.032	2.91626275937736e-09	Mtk	glutamatergic neuron
1.54247430579834e-13	-1.28605715969299	0.243	0.501	3.69144950863659e-09	RR48373-transposable-element	glutamatergic neuron
1.68117102582226e-11	-1.29679493704487	0.23	0.46	4.02337849899782e-07	Syn1	glutamatergic neuron
3.1175769166818e-11	0.565386632029052	0.924	0.872	7.46098507700289e-07	Ald1	glutamatergic neuron
8.38654421280139e-11	1.22153960334213	0.451	0.262	2.00706776100763e-06	FBti0019603	glutamatergic neuron
2.46295139552383e-10	7.99908053548563	0.079	0	5.89433527976763e-06	y	glutamatergic neuron
4.12140918348007e-10	1.00595965216591	0.645	0.471	9.86335645790451e-06	retinin	glutamatergic neuron
5.45920082226743e-10	4.54296939613249	0.089	0.004	1.30649594078504e-05	asRNA:CR45600	glutamatergic neuron
2.40503488405525e-09	-3.50329475918479	0.013	0.138	5.75572948452102e-05	CG6654	glutamatergic neuron
1.36347410053222e-08	0.774530331479864	0.691	0.572	0.000326306621739371	CG46385	glutamatergic neuron
2.10205738724116e-08	1.911700671021	0.188	0.063	0.000503064373914554	Dgp-1	glutamatergic neuron
4.2322147884418e-08	1.0921327940168	0.421	0.249	0.00101285364316989	Xrp1	glutamatergic neuron
7.93436861448853e-08	0.754801847267616	0.743	0.596	0.00189885309681939	CG4577	glutamatergic neuron
1.02893287859058e-07	4.12608842468612	0.069	0.004	0.00246244216504298	MFS3	glutamatergic neuron
1.13812962305263e-07	7.19094176906337	0.056	0	0.00272377181388956	CG8620	glutamatergic neuron
1.19971207134402e-07	-3.02439825978614	0.007	0.103	0.0028711509291405	FBti0019285	glutamatergic neuron
1.24103894074393e-07	-0.508192407473724	0.645	0.797	0.00297005439298837	CG3662	glutamatergic neuron
1.78041527747568e-07	0.780111768845846	0.651	0.535	0.00426088984205479	IscU	glutamatergic neuron
4.69610149088417e-07	-1.31751059745783	0.102	0.249	0.011238710087984	28SrRNA-Psi:CR45859	glutamatergic neuron
5.58731966213883e-07	1.75051737765252	0.211	0.089	0.0133715734154306	Drs	glutamatergic neuron
7.68873153877482e-07	3.28654311709309	0.086	0.014	0.0184006723185959	AttC	glutamatergic neuron
9.18997701774273e-07	2.71882412999389	0.086	0.014	0.0219934529988619	Arc1	glutamatergic neuron
1.64088519174648e-06	-1.02701153136867	0.217	0.359	0.0392696644088767	CG31637	glutamatergic neuron
1.95908393420242e-06	1.36658302171397	0.243	0.122	0.0468847967133324	Cpr72Ec	glutamatergic neuron
1.37641530952428e-10	-2.72558107915139	0.478	0.935	3.2940371187535e-06	CG17839	hemocyte
8.95832751295976e-39	2.67414973889712	0.985	0.537	2.14390694040153e-34	hzg	kenyon cell
6.27949657870295e-12	-3.00255599879401	0.061	0.415	1.50280912121519e-07	Obp99b	kenyon cell
2.51123504796715e-11	4.00967467266705	0.303	0.024	6.00988771679497e-07	CG33978	kenyon cell
2.94037513894793e-11	7.61225307982605	0.242	0	7.03690578253019e-07	Ldh	kenyon cell
3.92734915641121e-11	-1.94362014802147	0.189	0.567	9.3989320011233e-07	RR48373-transposable-element	kenyon cell
5.42109924503857e-08	1.35476867941344	0.614	0.311	0.00129737747132263	dpr6	kenyon cell
6.96953230960505e-08	3.73405969006101	0.212	0.018	0.00166794847233468	Mtk	kenyon cell
1.82696683749777e-07	0.780015816766133	0.871	0.726	0.00437229703549967	CG16791	kenyon cell
5.47959926501277e-07	6.94391945410659	0.144	0	0.0131137769610286	asRNA:CR45600	kenyon cell
1.2491540465469e-06	2.4256159834737	0.242	0.049	0.0298947546419605	BomS1	kenyon cell
1.78805494283772e-06	2.26856384706789	0.227	0.043	0.0427917308919922	Dro	kenyon cell
1.22071777353522e-12	7.68621470993527	0.365	0	2.9214217756245e-08	Ldh	lamina monopolar neuron L1 + L2
4.17202491661465e-12	-2.47188885222732	0.104	0.53	9.98449003044218e-08	Obp99b	lamina monopolar neuron L1 + L2
1.7237398749959e-08	-1.97947724440411	0.243	0.574	0.000412525426884018	RR48373-transposable-element	lamina monopolar neuron L1 + L2
1.88340045331344e-07	0.597080377324708	1	0.965	0.00450735396486973	Rh7	lamina monopolar neuron L1 + L2
8.08892459104588e-07	0.644008344134445	0.983	0.93	0.019358414331291	Ald1	lamina monopolar neuron L1 + L2
9.04760950117072e-07	6.09736178093652	0.191	0	0.0216527390582018	FBti0063565	lamina monopolar neuron L1 + L2
9.27877581113009e-12	1.90149329442432	0.946	0.475	2.22059662711965e-07	jeb	lamina monopolar neuron L3
9.89867681815055e-07	-0.858602520390742	0.959	0.966	0.0236895133611979	sano	lamina monopolar neuron L3
2.53632935154385e-09	7.55146386917484	0.359	0	6.06994340411475e-05	Ldh	lamina monopolar neuron L4
1.98841350219368e-06	-3.01443876933766	0.062	0.412	0.0475867119344993	Obp99b	lamina monopolar neuron L4
5.07488775508304e-10	7.23145777247277	0.379	0	1.21452213754647e-05	FBti0063565	lamina wide-field 2 neuron
7.99752554466488e-08	7.90261224009987	0.293	0	0.0019139678133492	CG33978	lamina wide-field 2 neuron
4.74970216781476e-07	-1.52213074061907	0.345	0.739	0.0113669872280143	COX8	lamina wide-field 2 neuron
1.27635837415381e-06	1.0926387110113	0.862	0.568	0.030545808610249	CG46385	lamina wide-field 2 neuron
2.56330814194369e-08	-3.16006163401171	0.059	0.469	0.000613450904529963	Obp99b	lobular columnar neuron LC12
1.66794639756848e-07	5.04814346539025	0.279	0.01	0.00399172931866087	Ldh	lobular columnar neuron LC12
2.23234038415032e-07	4.98890782806749	0.381	0.015	0.00534243700734856	Ldh	medullary intrinsic neuron Mi1
4.91771714177129e-07	-0.866697617639449	0.873	0.969	0.0117690806636871	igl	medullary intrinsic neuron Mi1
1.57073985995413e-06	-3.29376337404007	0.079	0.446	0.0375909463284223	Obp99b	medullary intrinsic neuron Mi1
1.04030121361458e-19	8.67043483757898	0.257	0	2.48964886442241e-15	Ldh	medullary intrinsic neuron Mi4
8.8201100326411e-16	-2.33408285097596	0.091	0.411	2.11082873301167e-11	Obp99b	medullary intrinsic neuron Mi4
9.66075050935978e-13	6.82201785873042	0.174	0.003	2.31201081189998e-08	FBti0063565	medullary intrinsic neuron Mi4
5.41393961707434e-11	3.21343215589633	0.274	0.07	1.29566402915823e-06	CG33978	medullary intrinsic neuron Mi4
7.52156492926368e-11	1.75510707601951	0.483	0.24	1.80006091887138e-06	hzg	medullary intrinsic neuron Mi4
2.35676697780467e-10	3.39918334651776	0.17	0.014	5.64021473128213e-06	Dro	medullary intrinsic neuron Mi4
5.8533730643348e-09	3.88437739271753	0.148	0.014	0.00014008292417566	Arc1	medullary intrinsic neuron Mi4
8.86717301162496e-09	-1.18471610354637	0.27	0.509	0.000212209184514208	RR48373-transposable-element	medullary intrinsic neuron Mi4
1.35798897289915e-08	4.10702891620543	0.135	0.01	0.000324993920994224	AttC	medullary intrinsic neuron Mi4
1.65197276594852e-08	1.91873176465258	0.27	0.087	0.0003953501223468	Drs	medullary intrinsic neuron Mi4
1.79750632016692e-08	2.11528696212333	0.209	0.045	0.000430179212542347	Mtk	medullary intrinsic neuron Mi4
1.99094826413722e-08	-2.06242627886872	0.052	0.233	0.000476473738573321	FBti0019000	medullary intrinsic neuron Mi4
2.25981707000853e-08	-1.28280389674001	0.252	0.474	0.000540819421194442	Syn1	medullary intrinsic neuron Mi4
4.95619601032336e-08	1.22705525828864	0.491	0.31	0.00118611682919059	FBti0019603	medullary intrinsic neuron Mi4
7.51985987411189e-08	-0.761004428088137	0.535	0.753	0.00179965286507246	Nplp2	medullary intrinsic neuron Mi4
1.3414047596901e-07	4.03169353343563	0.135	0.017	0.00321024987089035	CG6912	medullary intrinsic neuron Mi4
1.87015859987963e-07	0.512659329286826	0.913	0.84	0.00447566356123194	CG16791	medullary intrinsic neuron Mi4
1.87405578691253e-07	0.937774276554826	0.639	0.484	0.00448499030923908	retinin	medullary intrinsic neuron Mi4
3.24745913498698e-07	4.13725566256647	0.122	0.014	0.00777181920185084	asRNA:CR45600	medullary intrinsic neuron Mi4
3.24792011237334e-07	-1.40899206095661	0.13	0.324	0.00777292241293188	ND-75	medullary intrinsic neuron Mi4
3.70715924661266e-07	-0.548983824234723	0.517	0.749	0.00887197350899341	CG41378	medullary intrinsic neuron Mi4
3.87419910692089e-07	-0.534788041553569	0.783	0.899	0.00927173330268307	kcc	medullary intrinsic neuron Mi4
4.33472081891946e-07	0.616412117190893	0.817	0.732	0.010373853863838	elav	medullary intrinsic neuron Mi4
7.25870371326849e-07	6.53784903323107	0.083	0	0.0173715297265942	MFS3	medullary intrinsic neuron Mi4
1.41449315393157e-06	-3.04064026650188	0.022	0.143	0.0338516501598904	CG6654	medullary intrinsic neuron Mi4
3.20154318824502e-15	5.74172042750711	0.425	0.008	7.66193315810797e-11	Ldh	olfactory receptor neuron
8.69940292545079e-12	4.72580304783559	0.378	0.032	2.08194110811888e-07	Dro	olfactory receptor neuron
1.30774783439733e-09	0.864089157027981	0.953	0.903	3.12970211727968e-05	Ald1	olfactory receptor neuron
3.31312871445435e-09	-2.62029334937485	0.134	0.452	7.92897963943215e-05	Obp99b	olfactory receptor neuron
7.9684706048897e-08	1.74310830108419	0.567	0.258	0.0019070143851622	Cpr72Ec	olfactory receptor neuron
8.06682610494299e-08	1.0622462663733	0.811	0.581	0.00193055282343496	lncRNA:CR44922	olfactory receptor neuron
1.12400144878051e-07	1.464441672263	0.669	0.371	0.00268996026722152	hzg	olfactory receptor neuron
2.52959710969577e-20	7.42667773091059	0.343	0.004	6.05383180292392e-16	Ldh	OPN neuron
9.09726283082577e-16	4.91869796716508	0.287	0.009	2.17715694067322e-11	y	OPN neuron
1.1979423982399e-15	2.37033346712722	0.667	0.279	2.86691574746774e-11	hzg	OPN neuron
5.08362942652524e-10	-2.27630284138399	0.102	0.451	1.21661419435602e-05	Obp99b	OPN neuron
8.32023802493875e-10	2.67833761106881	0.352	0.09	1.99119936412834e-05	Dgp-1	OPN neuron
1.86616999253649e-09	1.20312077402102	0.87	0.609	4.46611802613834e-05	CG4577	OPN neuron
6.50532488217408e-09	-2.53582513532661	0.093	0.403	0.00015568543508019	ND-75	OPN neuron
8.28984629814168e-09	0.511059359364118	1	0.991	0.000198392601607127	CG10077	OPN neuron
6.13173831294401e-08	1.86098305958361	0.333	0.099	0.00146744761305376	Drs	OPN neuron
7.07197293634214e-08	4.90484107272526	0.148	0.009	0.0016924645631254	AttC	OPN neuron
1.57088491653901e-07	3.12368538253363	0.157	0.013	0.00375944178226115	Dro	OPN neuron
3.01598192059624e-07	3.99896862467365	0.139	0.009	0.00721784793237091	MFS3	OPN neuron
4.72160793731039e-07	5.64931431822856	0.12	0.004	0.0112997521155712	FBti0063565	OPN neuron
5.07446073349455e-07	3.66121458939708	0.167	0.021	0.0121441994273992	asRNA:CR45600	OPN neuron
5.58856415955377e-07	2.38573546063769	0.278	0.082	0.0133745517466441	Tspo	OPN neuron
2.62208137816899e-46	-3.21649730644746	0.141	0.64	6.27516515423403e-42	Obp99b	outer photoreceptor cell
1.49316275977702e-34	6.63456421131443	0.414	0.01	3.57343711669836e-30	Ldh	outer photoreceptor cell
3.01384113839421e-22	-0.60917806744752	1	1	7.21272461240503e-18	Arr1	outer photoreceptor cell
3.8325081331329e-22	4.2042864642288	0.333	0.037	9.17195846421366e-18	Dro	outer photoreceptor cell
7.88886084461858e-21	0.891508020232902	0.953	0.897	1.88796217733412e-16	Tsp97E	outer photoreceptor cell
4.94391536220062e-20	0.951535558594175	0.943	0.843	1.18317782448185e-15	Ald1	outer photoreceptor cell
6.41913707762929e-17	2.16815268326208	0.406	0.117	1.53622788541824e-12	CG11052	outer photoreceptor cell
8.36499683717723e-17	7.03959634920702	0.206	0	2.00191104307326e-12	MFS3	outer photoreceptor cell
1.99331761778049e-16	-0.507675795659109	1	1	4.77040772287227e-12	ninaE	outer photoreceptor cell
4.78385619241541e-16	2.07211772991377	0.372	0.097	1.14487246396886e-11	Mtk	outer photoreceptor cell
8.99312421825122e-16	-2.90186473810274	0.049	0.263	2.15223448791188e-11	RR48375-transposable-element	outer photoreceptor cell
1.02919506308566e-15	3.79606945715355	0.253	0.03	2.46306962497661e-11	Arc1	outer photoreceptor cell
2.21460533134708e-15	5.90811024189435	0.195	0.003	5.29999347897983e-11	asRNA:CR45600	outer photoreceptor cell
5.2739333874222e-13	0.579904906226638	0.924	0.853	1.26215773827788e-08	scrt	outer photoreceptor cell
1.27760621988797e-12	-1.13629790026389	0.357	0.607	3.05756720543589e-08	RR48373-transposable-element	outer photoreceptor cell
3.33680883194143e-12	4.40898800917685	0.177	0.013	7.98565089660224e-08	FBti0063565	outer photoreceptor cell
2.17844030933923e-11	1.50579822490554	0.523	0.297	5.21344334831064e-07	Cpr72Ec	outer photoreceptor cell
7.28484151240887e-11	-0.84404580239431	0.258	0.493	1.74340827074969e-06	Achl	outer photoreceptor cell
7.3666011935915e-11	-0.825287955553676	0.75	0.837	1.76297499765032e-06	Nplp2	outer photoreceptor cell
8.92084158240786e-11	-1.99403590723009	0.068	0.24	2.13493580750185e-06	TotA	outer photoreceptor cell
1.3990724089367e-10	2.97538934664374	0.203	0.037	3.3482600890673e-06	AttC	outer photoreceptor cell
1.76388021617743e-10	-0.690789252733139	0.693	0.843	4.22131813335583e-06	CG14186	outer photoreceptor cell
3.83816710823906e-10	0.86255097767698	0.716	0.583	9.18550152343772e-06	Hex-A	outer photoreceptor cell
4.61200130134535e-10	1.30502861014936	0.422	0.207	1.10374415143797e-05	Drs	outer photoreceptor cell
5.69763622080305e-10	1.12034749861146	0.628	0.447	1.36355830036259e-05	CG10960	outer photoreceptor cell
1.36686231137351e-09	1.58190572716053	0.568	0.407	3.27117488357908e-05	hzg	outer photoreceptor cell
2.01638390486909e-09	3.35389511646478	0.143	0.013	4.8256099611327e-05	Cyp4e3	outer photoreceptor cell
2.05785677508467e-09	1.26629268302442	0.404	0.197	4.92486283413263e-05	CG11458	outer photoreceptor cell
2.20942416855586e-09	5.53623403740057	0.12	0.003	5.28759392018789e-05	y	outer photoreceptor cell
2.27927311795356e-09	-0.611176185434673	0.904	0.947	5.45475642588646e-05	CaMKI	outer photoreceptor cell
2.69581617812848e-09	1.80296070292295	0.292	0.11	6.45162727749708e-05	Tspo	outer photoreceptor cell
3.7420985473617e-09	1.25675581028274	0.547	0.357	8.95559024354603e-05	Pgi	outer photoreceptor cell
3.98909364306461e-09	-0.922221396759529	0.305	0.517	9.54669890658223e-05	ND-75	outer photoreceptor cell
4.43498263136569e-09	0.741075446914697	0.745	0.59	0.000106138004333844	Gapdh2	outer photoreceptor cell
5.19017969802676e-09	1.16517826738466	0.573	0.407	0.000124211380533176	Xrp1	outer photoreceptor cell
6.2933266564191e-09	-1.04178797578136	0.258	0.457	0.000150611893541422	28SrRNA-Psi:CR40596	outer photoreceptor cell
6.79343754949751e-09	2.34113186497063	0.201	0.05	0.000162580547434574	Fdx1	outer photoreceptor cell
9.68871916177902e-09	0.977148423175938	0.669	0.48	0.000231870426979696	CG4577	outer photoreceptor cell
9.96254581081915e-09	4.70140764584752	0.112	0.003	0.000238423646344524	CG8620	outer photoreceptor cell
1.02037801002211e-08	3.74169736273009	0.133	0.013	0.00024419686535849	CG7130	outer photoreceptor cell
1.09993431521292e-08	0.820217187767562	0.682	0.533	0.000263236280316756	IscU	outer photoreceptor cell
1.12961087970793e-08	2.39735934577712	0.159	0.027	0.000270338475731701	CG6912	outer photoreceptor cell
1.60540617442221e-08	-2.87198363522769	0.016	0.12	0.000384205805662723	fit	outer photoreceptor cell
2.42976417448665e-08	0.7130056711115	0.75	0.58	0.000581491162238146	CG42392	outer photoreceptor cell
2.49672320672622e-08	1.77887277910167	0.26	0.097	0.000597515797833718	Proc	outer photoreceptor cell
2.89988481104591e-08	-4.0287267674659	0.013	0.11	0.000694000432979507	FBti0019051	outer photoreceptor cell
3.09748472799329e-08	-0.619977998607317	0.786	0.853	0.000741290045103355	CG11537	outer photoreceptor cell
3.22991573556286e-08	-0.907504070754184	0.365	0.553	0.000772983433834903	Hexo1	outer photoreceptor cell
3.4244231900057e-08	1.32245136237022	0.388	0.2	0.000819532957832164	Dgp-1	outer photoreceptor cell
3.69681059200677e-08	1.14765490257325	0.411	0.217	0.000884720710879059	FBti0059713	outer photoreceptor cell
4.6157976805306e-08	2.36189012215264	0.258	0.1	0.00110465270090458	FBti0019183	outer photoreceptor cell
4.63213151558936e-08	0.890667393893627	0.497	0.297	0.00110856171431085	Myc	outer photoreceptor cell
4.76093387768336e-08	-2.08377649230879	0.06	0.193	0.00113938669560718	RR51048-transposable-element	outer photoreceptor cell
