Ensembl	Name	Biotype	GeneLength	SumExonLength
FBgn0265137	Spn42Da	null	3022	2665
FBgn0025686	Amnionless	null	1893	1893
FBgn0265139	Gr2a	null	1748	1562
FBgn0267798	lncRNA:CR46123	null	368	368
FBgn0023023	CRMP	null	8082	2814
FBgn0265138	Gr22c	null	1207	1152
FBgn0267799	lncRNA:CR46124	null	320	320
FBgn0025684	MFS18	null	1966	1846
FBgn0051992	gw	null	11568	6146
FBgn0024352	Stip1	null	2328	2023
FBgn0025682	scf	null	1718	1600
FBgn0025681	CG3558	null	5857	4333
FBgn0025680	cry	null	3289	1896
FBgn0035009	CG16837	null	647	576
FBgn0037669	Ibf2	null	775	708
FBgn0035006	CG4563	null	1957	1766
FBgn0036337	Adk2	null	2974	1905
FBgn0051999	CG31999	null	12740	3639
FBgn0035005	CG3483	null	1340	1340
FBgn0036336	Icmt	null	1422	1227
FBgn0037667	CG16734	null	1680	1393
FBgn0051998	CG31998	null	9271	5980
FBgn0035008	CG3494	null	963	963
FBgn0037668	CG16736	null	1028	908
FBgn0051997	CG31997	null	1407	729
FBgn0035007	CG3492	null	1515	1515
FBgn0037665	St2	null	1672	1528
FBgn0036333	MICAL-like	null	3357	3357
FBgn0037666	CR16735	null	1139	1139
FBgn0035001	Slik	null	10552	8230
FBgn0036332	Cul6	null	2287	2215
FBgn0035004	Pgam5-2	null	1390	1390
FBgn0036335	mRpL20	null	719	602
FBgn0037664	CG8420	null	4783	2330
FBgn0035003	CG15873	null	1122	1007
FBgn0036334	CG11267	null	854	594
FBgn0037661	Ada	null	1121	1121
FBgn0037662	CG11997	null	1582	1525
FBgn0038993	CG13843	null	1231	1183
FBgn0035000	CG13578	null	910	855
FBgn0036331	CR14117	null	1166	1049
FBgn0037660	beag	null	1947	1882
FBgn0036330	CG11263	null	1065	1065
FBgn0267792	rgr	null	11881	4244
FBgn0267793	lncRNA:CR45232	null	9247	9247
FBgn0267790	rump	null	4472	2358
FBgn0267791	HnRNP-K	null	19304	2571
FBgn0266464	Nsf2	null	4495	3521
FBgn0267796	Tmc	null	16238	6670
FBgn0267797	lncRNA:CR46122	null	901	901
FBgn0267794	lncRNA:CR43174	null	12083	1921
FBgn0266465	GckIII	null	2476	2476
FBgn0267795	Frl	null	18369	6165
FBgn0265104	lncRNA:CR44206	null	15457	2308
FBgn0266435	CG45065	null	7217	3359
FBgn0267767	lncRNA:CR46098	null	301	301
FBgn0051963	tRNA:Trp-CCA-2-1	null	72	72
FBgn0265103	asRNA:CR44205	null	1167	1167
FBgn0266434	CG45064	null	7217	3359
FBgn0267768	asRNA:CR46099	null	455	455
FBgn0051961	Tbcc	null	1544	1477
FBgn0265106	lncRNA:CR44208	null	2757	2695
FBgn0266437	CG45067	null	3235	2736
FBgn0267765	asRNA:CR46096	null	1373	1373
FBgn0265105	asRNA:CR44207	null	1261	1204
FBgn0266436	CG45066	null	1100	1050
FBgn0267766	asRNA:CR46097	null	929	867
FBgn0051960	CG31960	null	676	676
FBgn0266439	CG45069	null	3426	3221
FBgn0265107	lncRNA:CR44209	null	308	236
FBgn0266438	PIG-Z	null	3426	3221
FBgn0267769	lncRNA:CR46100	null	633	633
FBgn0035039	Adck1	null	2204	2021
FBgn0036369	CG10089	null	9236	3708
FBgn0037698	CG16779	null	32594	12531
FBgn0035035	Samtor	null	1099	1099
FBgn0036366	JMJD7	null	1097	1097
FBgn0035034	CG3565	null	1017	899
FBgn0036365	cmb	null	6652	5561
FBgn0037696	GstZ1	null	1030	913
FBgn0036368	CG10738	null	14770	5121
FBgn0037697	GstZ2	null	3838	2325
FBgn0035036	CG4707	null	2429	2248
FBgn0036367	CG10116	null	1031	918
FBgn0036362	CG10725	null	1056	876
FBgn0035031	CG13587	null	1097	975
FBgn0036361	CG10154	null	1457	1165
FBgn0035033	CG3548	null	2421	2218
FBgn0036364	dokb	null	1511	948
FBgn0035032	ATPsynF	null	734	615
FBgn0036363	CG10140	null	1154	969
FBgn0037690	Task7	null	1965	1727
FBgn0267760	asRNA:CR46091	null	838	733
FBgn0036360	CG10713	null	6391	2534
FBgn0266431	CG45061	null	605	493
FBgn0267763	lncRNA:CR46094	null	535	535
FBgn0266430	CG45060	null	501	501
FBgn0267764	lncRNA:CR46095	null	525	525
FBgn0265102	Oseg1	null	5558	4766
FBgn0266433	CG45063	null	911	857
FBgn0267761	asRNA:CR46092	null	1084	1084
FBgn0265101	Sgt1	null	1085	1085
FBgn0266432	CG45062	null	3320	2820
FBgn0267762	asRNA:CR46093	null	967	967
FBgn0051974	CG31974	null	2015	1908
FBgn0266446	CG45076	null	9374	3347
FBgn0267778	asRNA:CR46109	null	875	875
FBgn0051973	Cda5	null	40003	10793
FBgn0266445	CG45075	null	5087	4168
FBgn0267779	lncRNA:CR46110	null	728	728
FBgn0266448	CG45078	null	4036	1925
FBgn0267776	asRNA:CR46107	null	1361	1254
FBgn0051971	tRNA:Asp-GTC-2-1	null	72	72
FBgn0267777	lncRNA:CR46108	null	1479	1479
FBgn0266449	Kr-h2	null	2972	1771
FBgn0024371	E2f2	null	2457	2002
FBgn0035028	Start1	null	3118	2395
FBgn0036359	CG14105	null	783	666
FBgn0035027	CG3511	null	2877	2202
FBgn0051976	ovm	null	2609	2206
FBgn0037689	CG8135	null	3473	2767
FBgn0051975	CG31975	null	2609	2206
FBgn0037687	CG8132	null	1124	1069
FBgn0035024	CG11414	null	3452	3139
FBgn0037688	CG9356	null	1706	1578
FBgn0035023	ITP	null	21541	4686
FBgn0036354	Poc1	null	1708	1641
FBgn0037685	Or85f	null	1362	1179
FBgn0035026	Fcp1	null	3835	3413
FBgn0037686	RpL34b	null	990	927
FBgn0035025	uri	null	2529	2351
FBgn0036356	CG10222	null	1332	1332
FBgn0037683	CG18473	null	1534	1282
FBgn0035020	CG13585	null	1798	1043
FBgn0036351	CG14107	null	988	925
FBgn0037684	Srr	null	2366	1727
FBgn0036350	CG14111	null	2424	792
FBgn0035022	CG11413	null	602	602
FBgn0036353	CG10171	null	1962	1845
FBgn0035021	CG4622	null	22927	2863
FBgn0036352	CG14110	null	1137	1085
FBgn0267770	asRNA:CR46101	null	882	882
FBgn0037680	pasi2	null	2290	1748
FBgn0267771	lncRNA:CR46102	null	663	663
FBgn0266442	CG45072	null	1241	1122
FBgn0267774	asRNA:CR46105	null	389	389
FBgn0266441	CG45071	null	4849	1867
FBgn0267775	lncRNA:CR46106	null	897	897
FBgn0267772	lncRNA:CR46103	null	659	659
FBgn0266443	CG45073	null	935	816
FBgn0267773	asRNA:CR46104	null	741	598
FBgn0000355	Cp15	null	586	515
FBgn0265169	asRNA:CR44238	null	879	879
FBgn0000356	Cp16	null	656	522
FBgn0051940	tRNA:Gln-CTG-3-1	null	72	72
FBgn0024320	Npc1a	null	7405	5198
FBgn0000357	Cp18	null	823	649
FBgn0024321	NK7.1	null	43539	4373
FBgn0000358	Cp19	null	740	651
FBgn0000359	Cp36	null	1205	1116
FBgn0051949	CG31949	null	786	786
FBgn0051948	CG31948	null	1362	1362
FBgn0037638	CG8379	null	2869	2450
FBgn0036309	Hip1	null	5142	4569
FBgn0051946	tRNA:Arg-TCT-3-1	null	73	73
FBgn0038967	CG13847	null	10937	3083
FBgn0013672	mt:ATPase6	null	675	675
FBgn0037637	IscU	null	1329	955
FBgn0038968	CG12499	null	6436	6384
FBgn0013673	mt:ATPase8	null	162	162
FBgn0051944	tRNA:Gln-CTG-2-3	null	72	72
FBgn0037634	hng2	null	1260	1207
FBgn0038965	mats	null	2142	1716
FBgn0036306	CG10973	null	1536	1032
FBgn0013674	mt:CoI	null	1536	1536
FBgn0051943	tRNA:Gln-CTG-2-2	null	72	72
FBgn0038966	pinta	null	1614	1341
FBgn0037635	CG9837	null	5901	2642
FBgn0013675	mt:CoII	null	685	685
FBgn0036305	CG10984	null	3284	2518
FBgn0051942	tRNA:Arg-TCT-2-1	null	73	73
FBgn0037632	CCT7	null	4671	1964
FBgn0013676	mt:CoIII	null	789	789
FBgn0036300	Pmm2	null	924	924
FBgn0037633	CG9839	null	2332	2186
FBgn0038964	Nop56	null	1974	1746
FBgn0037630	Ir85a	null	2283	2139
FBgn0038961	CG13850	null	2350	1935
FBgn0036302	sowah	null	35030	3013
FBgn0013678	mt:Cyt-b	null	1137	1137
FBgn0013679	mt:ND1	null	939	939
FBgn0036301	CG4069	null	1890	1709
FBgn0038960	CG13855	null	2702	2337
FBgn0265160	lncRNA:CR44229	null	657	657
FBgn0266491	SclA	null	3913	1027
FBgn0266490	CG45089	null	746	720
FBgn0051939	tRNA:Gln-CTG-2-4	null	72	72
FBgn0265162	lncRNA:CR44231	null	701	645
FBgn0265161	lncRNA:CR44230	null	1793	976
FBgn0266492	SclB	null	3913	1160
FBgn0265164	lncRNA:CR44233	null	291	291
FBgn0024329	Mekk1	null	10489	6046
FBgn0265163	lncRNA:CR44232	null	731	638
FBgn0000351	cort	null	1954	1655
FBgn0024326	Mkk4	null	4625	4110
FBgn0265166	asRNA:CR44235	null	557	557
FBgn0000352	cos	null	4940	4763
FBgn0265165	lncRNA:CR44234	null	289	289
FBgn0265168	asRNA:CR44237	null	1441	1271
FBgn0265167	lncRNA:CR44236	null	594	594
FBgn0025643	CG3588	null	4657	3438
FBgn0051952	CG31952	null	1376	1376
FBgn0025642	CG32812	null	1656	1625
FBgn0025641	DAAM	null	32650	6227
FBgn0051950	Sbat	null	658	658
FBgn0025640	CG13369	null	1298	1175
FBgn0289122	Ino80	null	34159	5243
FBgn0037627	CG13318	null	1446	1271
FBgn0038958	CG13857	null	1916	1435
FBgn0051958	CR31958	null	606	606
FBgn0038959	CG13856	null	2405	943
FBgn0051957	CG31957	null	1188	885
FBgn0037625	CG11768	null	18995	7452
FBgn0038956	CAH8	null	3226	1471
FBgn0051956	Pgant4	null	2736	2543
FBgn0037626	CG8236	null	1757	1562
FBgn0038957	CG7059	null	2570	1661
FBgn0011016	SsRbeta	null	1367	950
FBgn0051955	CG31955	null	1225	1088
FBgn0037623	CG9801	null	11797	3659
FBgn0051954	CG31954	null	1045	978
FBgn0037624	Nasp	null	6307	2253
FBgn0051953	CR31953	null	775	715
FBgn0037621	M1BP	null	1909	1519
FBgn0012344	Dh44	null	12525	2402
FBgn0038952	CG7069	null	2745	2693
FBgn0037622	CG8202	null	3747	3092
FBgn0038953	CG18596	null	4033	3665
FBgn0038950	CG5382	null	1411	1165
FBgn0037620	ranshi	null	1327	1159
FBgn0038951	Polr3F	null	1294	1103
FBgn0024319	Nach	null	1842	1662
FBgn0000360	Cp38	null	1475	1249
FBgn0265174	PIG-V	null	1851	1851
FBgn0024315	Picot	null	12353	3282
FBgn0063923	Kaz1-ORFB	null	1434	1276
FBgn0265177	CG44242	null	545	456
FBgn0063924	Kaz1-ORFA	null	307	307
FBgn0265176	lncRNA:CR44241	null	494	494
FBgn0025645	CG3598	null	1047	1047
FBgn0025644	CG14424	null	1375	1046
FBgn0265178	Lipt1	null	2514	2308
FBgn0024314	Plap	null	3194	2867
FBgn0000377	crn	null	2390	2332
FBgn0025676	CkIIalpha-i3	null	2007	1597
FBgn0265148	lncRNA:CR44217	null	541	541
FBgn0265147	lncRNA:CR44216	null	662	565
FBgn0025674	CycK	null	5858	5858
FBgn0265149	lncRNA:CR44218	null	904	904
FBgn0013690	mt:tRNA:Cys-GCA	null	62	62
FBgn0013691	mt:tRNA:Asp-GTC	null	67	67
FBgn0036329	CG11262	null	2284	2284
FBgn0051926	CG31926	null	1612	1612
FBgn0013692	mt:tRNA:Glu-TTC	null	67	67
FBgn0013693	mt:tRNA:Phe-GAA	null	65	65
FBgn0051924	CG31924	null	819	819
FBgn0038989	CG6937	null	1437	1307
FBgn0013694	mt:tRNA:Gly-TCC	null	65	65
FBgn0037659	Kdm2	null	10751	5489
FBgn0013695	mt:tRNA:His-GTG	null	66	66
FBgn0036325	CG10752	null	1962	1774
FBgn0051922	CG31922	null	609	497
FBgn0051921	CG31921	null	2426	2426
FBgn0037656	CG11986	null	1377	1262
FBgn0013696	mt:tRNA:Ile-GAT	null	65	65
FBgn0036328	CG10749	null	1177	1177
FBgn0037657	hyx	null	3590	2479
FBgn0013697	mt:tRNA:Lys-CTT	null	71	71
FBgn0036327	CG10748	null	1146	1146
FBgn0037654	CG11983	null	1954	1813
FBgn0013698	mt:tRNA:Leu-TAG	null	65	65
FBgn0037655	Kcmf1	null	4628	2989
FBgn0038986	sit	null	4231	1722
FBgn0013699	mt:tRNA:Leu-TAA	null	66	66
FBgn0036321	CG14120	null	4206	4206
FBgn0037652	CG11980	null	1315	1238
FBgn0038983	CG5326	null	7746	1694
FBgn0036324	CG12520	null	1491	1427
FBgn0037653	Iru	null	1575	1575
FBgn0038984	AdipoR	null	4154	2899
FBgn0036323	CG14118	null	2101	1637
FBgn0011020	Sas-4	null	2853	2802
FBgn0037650	CG11977	null	982	857
FBgn0038981	CG5346	null	8577	1921
FBgn0036320	CG10943	null	1204	1150
FBgn0038980	Octbeta1R	null	22864	5405
FBgn0265140	Meltrin	null	32386	6854
FBgn0000370	crc	null	8662	3423
FBgn0265142	Ir56e	null	532	238
FBgn0265141	Ir47b	null	1303	1303
FBgn0265144	lncRNA:CR44213	null	300	300
FBgn0025679	Klf15	null	1032	1032
FBgn0265143	lncRNA:CR44212	null	501	501
FBgn0025678	CaBP1	null	1850	1781
FBgn0265146	CG44215	null	452	452
FBgn0000376	crm	null	4526	3886
FBgn0265145	lncRNA:CR44214	null	1546	1546
FBgn0265159	asRNA:CR44228	null	1853	1853
FBgn0265158	CG44227	null	384	384
FBgn0266489	CG45088	null	12754	3439
FBgn0023000	mth	null	3580	2420
FBgn0023001	melt	null	8559	4372
FBgn0024330	MED6	null	2954	2121
FBgn0036319	Ent3	null	3783	3363
FBgn0013680	mt:ND2	null	1024	1024
FBgn0036318	Wbp2	null	3005	2007
FBgn0013681	mt:ND3	null	354	354
FBgn0051935	Rab3GAP1	null	16336	3058
FBgn0037647	RagA-B	null	1584	1408
FBgn0038978	tHMG1	null	553	553
FBgn0013683	mt:ND4L	null	291	291
FBgn0037648	CG11975	null	1960	1733
FBgn0038979	tHMG2	null	794	654
FBgn0013684	mt:ND5	null	1717	1717
FBgn0036314	Sf3a2	null	992	992
FBgn0051933	CG31933	null	2076	2076
FBgn0038976	Pfdn5	null	1072	894
FBgn0013685	mt:ND6	null	525	525
FBgn0036317	CG10948	null	5864	2956
FBgn0037646	CAHbeta	null	1934	1142
FBgn0038977	CG5376	null	923	812
FBgn0013686	mt:lrRNA	null	1324	1324
FBgn0036316	nebu	null	18227	3389
FBgn0037643	ScsbetaA	null	4304	2282
FBgn0038974	CG5377	null	1253	1253
FBgn0013687	mt:ori	null	4608	0
FBgn0036311	CG17666	null	3053	2908
FBgn0037644	CG11964	null	2067	1885
FBgn0038975	Nrx-1	null	18458	10699
FBgn0013688	mt:srRNA	null	786	786
FBgn0036310	CG10969	null	2348	2348
FBgn0038972	CG7054	null	954	893
FBgn0013689	mt:tRNA:Ala-TGC	null	65	65
FBgn0038973	Pebp1	null	646	646
FBgn0051928	CG31928	null	1565	1565
FBgn0265151	lncRNA:CR44220	null	400	400
FBgn0265150	lncRNA:CR44219	null	801	754
FBgn0000382	csw	null	21468	8732
FBgn0265153	lncRNA:CR44222	null	1190	1190
FBgn0265152	lncRNA:CR44221	null	552	552
FBgn0000384	cta	null	11136	2764
FBgn0265155	asRNA:CR44224	null	715	715
FBgn0266486	CG45085	null	5427	2926
FBgn0289108	Archease	null	1787	1222
FBgn0265154	Ir60f	null	461	461
FBgn0265157	lncRNA:CR44226	null	565	565
FBgn0266488	CG45087	null	2650	2486
FBgn0265156	lncRNA:CR44225	null	440	440
FBgn0266487	CG45086	null	7081	3050
FBgn0267701	asRNA:CR46034	null	518	518
FBgn0002973	numb	null	26716	4916
FBgn0267702	lncRNA:CR46035	null	1887	1887
FBgn0267705	asRNA:CR46038	null	1991	1822
FBgn0000316	cin	null	2796	2110
FBgn0267706	lncRNA:CR46039	null	1048	973
FBgn0000317	ck	null	12900	7404
FBgn0038929	CG13408	null	3092	1189
FBgn0267703	lncRNA:CR46036	null	1133	1133
FBgn0000318	cl	null	1248	716
FBgn0267704	lncRNA:flam	null	158841	17427
FBgn0038927	CG6015	null	2137	2012
FBgn0267709	CG46042	null	416	353
FBgn0000319	Chc	null	7505	6008
FBgn0038928	Fadd	null	1163	1163
FBgn0038925	Cchl	null	1506	1356
FBgn0267707	lncRNA:CR46040	null	359	359
FBgn0051902	Spn28Da	null	1437	1270
FBgn0038926	CG13409	null	2461	2087
FBgn0267708	lncRNA:CR46041	null	500	500
FBgn0051901	Mur29B	null	2986	1884
FBgn0038923	mRpL35	null	815	751
FBgn0038924	CG6028	null	1248	1091
FBgn0038921	Theg	null	1516	1316
FBgn0038922	Idh3b	null	2992	2059
FBgn0025616	CG13359	null	1802	1802
FBgn0025615	Torsin	null	1441	1383
FBgn0025613	CG3081	null	4729	2625
FBgn0025612	CG3062	null	3600	942
FBgn0267712	asRNA:CR46045	null	882	882
FBgn0002985	odd	null	2533	2347
FBgn0267713	lncRNA:CR46046	null	636	636
FBgn0267710	lncRNA:CR46043	null	585	585
FBgn0267711	asRNA:CR46044	null	547	547
FBgn0000326	clt	null	2019	1844
FBgn0267716	asRNA:CR46049	null	641	641
FBgn0002989	okr	null	3166	2878
FBgn0267717	asRNA:CR46050	null	409	409
FBgn0038918	Qsox3	null	1776	1776
FBgn0267714	asRNA:CR46047	null	912	912
FBgn0038919	Qsox2	null	1800	1800
FBgn0267715	asRNA:CR46048	null	472	472
FBgn0038916	dnd	null	1680	836
FBgn0051915	CG31915	null	2560	2487
FBgn0038917	CG6678	null	20154	2843
FBgn0051914	tRNA:Asp-GTC-1-1	null	72	72
FBgn0038914	fit	null	531	531
FBgn0051913	CG31913	null	863	863
FBgn0038915	CG17819	null	823	646
FBgn0267719	lncRNA:CR46052	null	345	345
FBgn0051912	asRNA:CR31912	null	1786	1712
FBgn0038912	CG6656	null	2496	1542
FBgn0051910	CG31910	null	960	905
FBgn0051909	CG31909	null	687	628
FBgn0051908	CG31908	null	2561	2135
FBgn0051907	Mst27D	null	1638	1574
FBgn0025608	Faf2	null	2679	2368
FBgn0000320	eya	null	19530	3690
FBgn0025632	CG4313	null	13547	2713
FBgn0025631	moody	null	5829	3939
FBgn0025630	Rtca	null	2478	2070
FBgn0000337	cn	null	2271	1790
FBgn0000339	cni	null	1435	1182
FBgn0037618	ouib	null	1252	1141
FBgn0037619	CG8159	null	1517	1328
FBgn0037616	CG8136	null	1681	1620
FBgn0038947	Sar1	null	4027	1815
FBgn0037617	nom	null	2184	1862
FBgn0038948	JMJD6	null	1590	1590
FBgn0037614	TMEM216	null	5078	2812
FBgn0038945	CG5386	null	1016	856
FBgn0037615	CG11760	null	2123	1908
FBgn0038946	rdhB	null	4569	1169
FBgn0037612	CG8112	null	2331	2229
FBgn0038943	CG5391	null	1063	782
FBgn0037613	Cks85A	null	5551	3024
FBgn0038944	CG5388	null	6051	1413
FBgn0037610	CG8043	null	1319	1254
FBgn0038941	CG7080	null	1247	1178
FBgn0037611	CG11755	null	2041	946
FBgn0038942	CG13862	null	569	490
FBgn0025639	Hmt4-20	null	7551	6211
FBgn0025638	Roc1a	null	1294	1229
FBgn0025637	SkpA	null	1786	1786
FBgn0025635	Hinfp	null	2475	2256
FBgn0000330	cm	null	2140	1774
FBgn0025634	CG13367	null	1626	1550
FBgn0025633	spdi	null	35115	5538
FBgn0025621	CG16989	null	3915	3915
FBgn0025620	CG13360	null	2235	1603
FBgn0000346	comt	null	3468	3087
FBgn0037609	Unc50	null	1331	1021
FBgn0037607	CG8036	null	5835	2748
FBgn0038938	CG7084	null	5616	3810
FBgn0037608	mRpL19	null	1088	1036
FBgn0037606	CG8032	null	3658	2796
FBgn0037603	Sys1	null	1027	804
FBgn0038934	Gld2	null	5592	5217
FBgn0037601	Cyp313b1	null	2581	2138
FBgn0037602	SLIRP2	null	410	410
FBgn0038930	BomT3	null	1024	657
FBgn0038931	CG13407	null	2177	1335
FBgn0025629	CG4045	null	1106	923
FBgn0025627	CG4194	null	1097	1097
FBgn0025626	CG4281	null	2830	2664
FBgn0025625	Sik2	null	6606	5230
FBgn0025624	CG4025	null	1490	1240
FBgn0002930	nec	null	1765	1633
FBgn0266413	asRNA:CR45053	null	1042	1042
FBgn0267745	lncRNA:CR46076	null	899	899
FBgn0266412	lncRNA:CR45052	null	718	718
FBgn0267746	lncRNA:CR46077	null	319	319
FBgn0002932	neur	null	19124	4309
FBgn0266415	lncRNA:CR45055	null	507	507
FBgn0267743	asRNA:CR46074	null	401	401
FBgn0002931	net	null	4967	2225
FBgn0266414	lncRNA:CR45054	null	7145	1937
FBgn0267744	lncRNA:CR46075	null	741	664
FBgn0266417	ringer	null	4683	1400
FBgn0267749	lncRNA:CR46080	null	459	459
FBgn0002933	ng1	null	523	523
FBgn0266416	asRNA:CR45056	null	779	779
FBgn0266419	lncRNA:CR45059	null	771	771
FBgn0267747	lncRNA:CR46078	null	571	571
FBgn0002936	ninaA	null	969	871
FBgn0266418	wake	null	44020	9604
FBgn0267748	lncRNA:CR46079	null	789	789
FBgn0002938	ninaC	null	6643	5425
FBgn0002937	ninaB	null	2600	2164
FBgn0002939	ninaD	null	1981	1788
FBgn0267741	CR46072	null	295	295
FBgn0267742	lncRNA:CR46073	null	1428	1428
FBgn0266411	sima	null	63488	7194
FBgn0266410	drn	null	22779	8254
FBgn0267740	asRNA:CR46071	null	925	773
FBgn0002941	slou	null	8522	2670
FBgn0267756	lncRNA:CR46087	null	681	681
FBgn0002940	ninaE	null	1952	1588
FBgn0267757	lncRNA:CR46088	null	537	537
FBgn0267754	lncRNA:CR46085	null	369	369
FBgn0001612	Grip91	null	8114	3571
FBgn0267755	lncRNA:CR46086	null	709	709
FBgn0266428	asRNA:CR43463	null	2019	2019
FBgn0002945	nkd	null	41709	5062
FBgn0267758	asRNA:CR46089	null	5069	5069
FBgn0266429	AstA-R1	null	92189	3704
FBgn0267759	lncRNA:CR46090	null	300	300
FBgn0002948	nod	null	4979	2449
FBgn0266420	Ote	null	1571	1571
FBgn0267752	lncRNA:CR46083	null	562	562
FBgn0267753	lncRNA:CR46084	null	1918	1918
FBgn0267750	asRNA:CR46081	null	617	617
FBgn0267751	asRNA:CR46082	null	2574	2574
FBgn0267723	lncRNA:CR46056	null	437	437
FBgn0267724	lncRNA:CR46057	null	303	303
FBgn0267721	asRNA:CR46054	null	606	606
FBgn0267722	asRNA:CR46055	null	618	532
FBgn0038909	CG6569	null	1748	1582
FBgn0001624	dlg1	null	40112	11505
FBgn0267728	otk2	null	2127	1968
FBgn0267725	asRNA:CR46058	null	726	726
FBgn0267726	CG46059	null	695	596
FBgn0038903	Polr1H	null	645	530
FBgn0267729	lncRNA:CR46060	null	615	615
FBgn0038901	Burs	null	762	640
FBgn0038902	CG6800	null	1076	909
FBgn0014949	btn	null	477	477
FBgn0267720	lncRNA:CR46053	null	490	490
FBgn0266402	asRNA:CR45042	null	721	665
FBgn0267734	asRNA:CR46065	null	537	481
FBgn0002962	nanos	null	2965	2349
FBgn0266401	asRNA:CR45041	null	1122	981
FBgn0267735	asRNA:CR46066	null	1003	936
FBgn0266404	asRNA:CR45044	null	3071	2969
FBgn0267732	lncRNA:CR46063	null	510	510
FBgn0000303	ChAT	null	26844	4011
FBgn0266403	lncRNA:CR45043	null	771	771
FBgn0267733	lncRNA:CR46064	null	2652	2652
FBgn0266406	asRNA:CR45046	null	5430	5273
FBgn0267738	asRNA:CR46069	null	1641	1568
FBgn0266405	CG45045	null	254	254
FBgn0267739	asRNA:CR46070	null	734	734
FBgn0266408	lncRNA:CR45048	null	1916	1835
FBgn0267736	asRNA:CR46067	null	1205	960
FBgn0000307	chif	null	10199	7747
FBgn0266407	lncRNA:CR45047	null	411	411
FBgn0267737	asRNA:CR46068	null	502	400
FBgn0000308	chic	null	8904	2632
FBgn0266409	CG45049	null	5396	3708
FBgn0014930	Rfk	null	1274	1210
FBgn0014931	kipf	null	2700	2003
FBgn0267730	lncRNA:CR46061	null	17608	2817
FBgn0267731	lncRNA:CR46062	null	512	512
FBgn0266400	lncRNA:CR45040	null	972	972
FBgn0002901	mus304	null	3034	2816
FBgn0002905	PolQ	null	6777	6420
FBgn0002906	Blm	null	4974	4806
FBgn0002909	mus312	null	4340	4022
FBgn0002914	Myb	null	2992	2928
FBgn0002917	na	null	11050	7875
FBgn0014903	CG14630	null	1670	1358
FBgn0086519	Cpr47Eg	null	489	421
FBgn0014906	Hydr2	null	5818	2857
FBgn0002921	Atpalpha	null	27526	6680
FBgn0002922	nau	null	5544	1532
FBgn0002924	ncd	null	2838	2720
FBgn0002926	ndl	null	9429	8230
FBgn0085201	COX7AL2	null	5388	943
FBgn0086533	snoRNA:CD35	null	66	66
FBgn0085200	CG34171	null	1319	1208
FBgn0085205	CG34176	null	401	401
FBgn0085204	CG34175	null	662	662
FBgn0085203	CG34174	null	902	720
FBgn0085202	CG34173	null	469	415
FBgn0086532	Spt-I	null	2247	1830
FBgn0085209	CG34180	null	429	376
FBgn0085208	CG34179	null	2056	2056
FBgn0085207	CG34178	null	1150	940
FBgn0085206	CG34177	null	1150	882
FBgn0085212	CG34183	null	712	533
FBgn0085211	RpS28-like	null	424	365
FBgn0085210	CG34181	null	795	795
FBgn0085214	CG34185	null	567	450
FBgn0085213	CG34184	null	1003	715
FBgn0085219	CG34190	null	1100	1100
FBgn0085218	CG34189	null	482	482
FBgn0085217	CG34188	null	933	806
FBgn0085223	CG34194	null	856	655
FBgn0085222	CG34193	null	2400	2333
FBgn0085220	Ufm1	null	745	647
FBgn0086558	Ubi-p5E	null	2772	2390
FBgn0085227	CG34198	null	532	532
FBgn0085225	CG34196	null	510	510
FBgn0085224	CG34195	null	1246	1184
FBgn0085229	Tom6	null	406	321
FBgn0085228	CG34199	null	751	694
FBgn0085230	CG34201	null	1222	1155
FBgn0085234	CG34205	null	1188	960
FBgn0085233	CG34204	null	547	486
FBgn0085232	CG34203	null	594	535
FBgn0085231	CG34202	null	1154	1091
FBgn0085237	CG34208	null	380	380
FBgn0085236	CG34207	null	526	526
FBgn0085235	CG34206	null	857	857
FBgn0085239	CG34210	null	627	565
FBgn0050379	CG30379	null	1915	888
FBgn0050378	CG30378	null	1154	1154
FBgn0050377	CG30377	null	25008	4078
FBgn0050376	CG30376	null	941	941
FBgn0050375	CG30375	null	1603	1399
FBgn0050374	CR30374	null	658	600
FBgn0050373	CG30373	null	870	720
FBgn0050372	Asap	null	8716	5112
FBgn0037399	Or83c	null	1480	1194
FBgn0037397	CR1075	null	855	855
FBgn0265081	asRNA:CR44192	null	1453	1156
FBgn0037398	CG15580	null	2825	2371
FBgn0265080	lncRNA:CR44191	null	588	588
FBgn0037395	CG10280	null	1360	1089
FBgn0265083	CG44194	null	851	851
FBgn0037396	CtsL3	null	1413	1413
FBgn0265082	Cdep	null	35025	18664
FBgn0036066	CG14160	null	2654	2112
FBgn0050371	CG30371	null	1692	1258
FBgn0265085	lncRNA:CR44196	null	919	919
FBgn0265084	CG44195	null	37246	6153
FBgn0037391	Gtpbp2	null	4323	2760
FBgn0265087	CG44198	null	245	245
FBgn0036063	CG6674	null	904	843
FBgn0265086	lncRNA:CR44197	null	757	757
FBgn0036062	CG6685	null	1715	1534
FBgn0265089	eIF4E3	null	1345	1040
FBgn0265088	lncRNA:CR44199	null	273	273
FBgn0050389	CG30389	null	12281	5067
FBgn0050385	CG30385	null	1695	1695
FBgn0050384	CG30384	null	2302	2302
FBgn0050383	CG30383	null	1199	966
FBgn0086346	ALiX	null	3645	2892
FBgn0036058	CG6707	null	3769	2227
FBgn0086347	Myo31DF	null	14966	4318
