	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
asRNA:CR45951	0.0536363980716906	-0.491648878756839	0.882	0.882	1
retinin	0.0536459733589345	0.689768740063895	1	1	1
HPS1	0.0537680176074829	-0.268585703354071	0.843	0.902	1
CG32523	0.0537723343999213	-0.375509135092206	0.804	0.882	1
lncRNA:CR45474	0.0537994061054212	0.78135971352466	0.392	0.235	1
cbc	0.0538531450275254	-0.129216424360732	0.882	0.843	1
Nmt	0.0538588448620841	0.296132094010025	0.824	0.804	1
Spase22-23	0.0538820347289142	-0.0695712416540593	0.961	0.98	1
PIP4K	0.0539185883583279	-0.255327899899797	1	1	1
CG31445	0.0539338015779881	-0.375080717853456	0.647	0.706	1
Pten	0.0539412823485904	-0.0657032470508296	1	0.98	1
BomT1	0.0540064836179394	0.949373926930032	0.588	0.471	1
Cyp6g2	0.0540825350315806	0.765534746362977	0.333	0.196	1
CG1909	0.0541385103647506	-0.179349972411696	1	1	1
Sdhaf3	0.0541395648185579	-0.0712791563672655	0.902	0.922	1
AsnS	0.0542149507469261	0.749456538349403	0.686	0.667	1
Obp56e	0.0542198803461282	0.542321445891501	1	0.961	1
CG9578	0.0542854077530261	-0.0973848046607007	0.706	0.824	1
MEP-1	0.0543131834752827	-0.0352970521132932	0.745	0.784	1
CG18067	0.0543858152088386	0.423245880099548	0.961	1	1
san	0.0545203299286243	-0.0386651093155148	0.882	0.961	1
elm	0.0545562310944369	-0.0370976123977691	1	1	1
Nep7	0.0546434132680152	0.859469690998899	0.569	0.373	1
RpL37b	0.0546590696541095	1.27392272197653	0.333	0.059	1
CG30076	0.0546866761862663	0.307428525192247	0.647	0.471	1
Ipk2	0.055004739960642	0.43823834272071	0.647	0.608	1
CG31955	0.0551155577806792	1.26982357149643	0.569	0.49	1
CG1847	0.0551816535965458	-0.146841388329271	0.882	0.902	1
lncRNA:roX2	0.0551902954709995	-0.0921723665392733	1	1	1
FBti0019015	0.0552320381087131	-0.391767719955997	0.451	0.549	1
Edc3	0.0552760379832769	0.229212074975194	1	0.98	1
CG14130	0.0553028726285139	-0.23116263096418	0.706	0.824	1
CG7997	0.0553638167314937	-0.449879248491145	0.725	0.902	1
CG7791	0.055371446596877	0.279054626424266	0.804	0.686	1
CG30183	0.0553721737686319	-0.254977850962736	0.863	0.863	1
CG3505	0.0553995796537338	0.583658664174311	0.647	0.51	1
Elba2	0.0555136424410214	0.656347133957921	0.373	0.255	1
Rab11	0.0555607368058213	-0.0333191460148461	1	1	1
lncRNA:CR45660	0.0556431671322834	-0.872495526581152	0.686	0.882	1
lncRNA:CR43893	0.055802127911714	0.108677812615772	0.804	0.745	1
kkv	0.0560140681515901	0.819272617518319	0.647	0.431	1
FBti0020221	0.0561499131954433	0.548125732540785	0.725	0.588	1
CG4497	0.0561723616311679	-0.143699789713841	0.824	0.922	1
ringer	0.0561827315097908	-0.0863550512095364	0.98	1	1
Shc	0.0561963863136152	0.237549434279073	0.843	0.824	1
CG13868	0.0562879500433052	0.0203474241272854	1	1	1
vap	0.056461287931111	-0.0537634887194241	0.961	0.98	1
Npc2b	0.0564874680169344	0.407215976091583	0.98	0.902	1
mt:CoII	0.0565114246478828	-0.0572227612823681	1	1	1
sowah	0.0566393448012093	0.459818198628238	0.961	0.98	1
CG3556	0.056812586907084	-0.319858667397139	1	1	1
CG7289	0.0568406811718212	-0.148654712271193	0.882	0.961	1
snoRNA:2R:9445410	0.0568497426943265	-0.438884241233212	0.235	0.471	1
CG33144	0.0569353272687981	-0.102713032900615	1	1	1
sesB	0.0570101928392832	0.30877569264341	1	1	1
CG8206	0.0571218494986229	0.453815827035337	0.961	0.941	1
smt3	0.0571251848015171	0.31774821088512	0.98	1	1
CG6966	0.0571564977726157	-0.0223173130020609	1	1	1
eIF3m	0.0572235092170405	0.30676606910966	1	1	1
CG42806	0.0572965141177535	-0.251538766995964	0.843	0.804	1
CG11399	0.0573205266384816	0.0695409332530765	0.941	0.98	1
Alk	0.0574194333496258	-0.361854334404999	1	1	1
CG43707	0.0574870397470984	-0.450839957168531	1	1	1
CG14104	0.0576982389054174	-0.232411177161439	0.529	0.745	1
l(3)L1231	0.0577572998690974	0.239568619182601	1	1	1
FBti0019421	0.0577833309843441	-0.351985328743542	0.51	0.627	1
FBti0020111	0.0578048417319369	-0.513471458350186	0.471	0.569	1
yellow-e	0.057815290711207	-0.292569915288563	0.647	0.725	1
sni	0.0578292073388514	0.667908575666564	0.824	0.843	1
CG12384	0.0578387647055049	-0.0440671106611763	1	0.98	1
FBti0019531	0.0578766453934437	-0.227667363377122	0.333	0.51	1
asRNA:CR44690	0.0578793352429737	0.56221486689256	0.686	0.647	1
Nurf-38	0.0579943738346456	-0.0725316910665308	0.98	0.98	1
stwl	0.0580745124106599	0.486679166694096	0.745	0.706	1
Iswi	0.0582783701328268	0.309821492030708	0.863	1	1
CG5885	0.0583062129483587	-0.176877762084079	0.961	0.98	1
CG1468	0.0583894367316428	-0.167337206953157	0.941	0.961	1
Hacd1	0.0584627859966338	-0.0289074251344008	0.882	0.902	1
Cp110	0.0584690158521279	-0.0555524717769655	1	1	1
Jafrac1	0.0584805416090986	0.478282896550557	1	1	1
l(2)41Ab	0.0585127094462532	-0.528341328157448	0.961	1	1
CG14907	0.0585602936199384	1.11024531670551	0.51	0.373	1
CG9449	0.0588086770935892	-0.502500340529184	0.529	0.647	1
eEFSec	0.0588155115919967	-0.18206032730123	0.392	0.608	1
CG6479	0.0588442841239737	-0.210473731355683	0.569	0.627	1
FBti0061805	0.0588524228999478	-0.226275855823676	0.373	0.49	1
CG4646	0.0590844995979095	0.372143406091509	0.902	0.804	1
Jasper	0.0590894143319763	-0.0934866288781091	0.941	0.961	1
CG42271	0.0591246137954262	-0.034468756556767	1	0.961	1
CG13704	0.0591507725099847	-1.55987151975833	0.078	0.333	1
Bx42	0.0592113664984535	0.345588598535024	0.922	0.941	1
Rga	0.0593057608638671	-0.035289342881482	1	0.98	1
mRpS10	0.0593691892090912	-0.118887845582588	0.922	0.98	1
pAbp	0.0596076977730637	0.430121669671175	1	1	1
FBti0019544	0.0596528147375027	-0.373678469517786	0.353	0.627	1
FBti0059762	0.0597960692418214	-0.343652866042079	0.49	0.588	1
Suv3	0.0598891873754651	0.104609406774786	0.98	0.922	1
Kdm4B	0.0600030690483262	-0.0804766552052918	1	1	1
CG1113	0.06003619905687	-0.402632478388063	0.333	0.49	1
FBti0059763	0.0600691457149413	0.637842060324105	0.588	0.667	1
Rlip	0.0601049863646012	0.085403204888026	0.98	1	1
CG17712	0.0601083456536458	-0.18696293179885	0.784	0.824	1
lncRNA:CR43605	0.0601415807774062	-0.377846939970427	0.392	0.608	1
CG15922	0.0601856227073954	-0.167560757606115	0.961	0.941	1
FBti0063424	0.0602052793001889	-0.447458976971221	0.176	0.431	1
hbs	0.0602155126054032	-0.498284201901858	0.961	1	1
eIF1A	0.0602400437509003	0.344277773178722	1	1	1
CG4119	0.0603005646612181	0.195502466558951	0.961	0.961	1
eIF3b	0.0603071592319354	0.436893497929672	1	0.98	1
brv3	0.0603839731103811	-0.507794640198696	0.353	0.49	1
mib1	0.0605347295120716	0.368937355325645	0.941	0.961	1
CG42553	0.0605552840293885	0.501625184274935	0.765	0.647	1
HBS1	0.060663507860116	0.391784768151743	0.843	0.863	1
CG7368	0.0606695007342144	0.174118254826404	1	0.941	1
Sec61alpha	0.0608566763083321	-0.068762380957331	0.961	0.941	1
Taf10b	0.0609211541690137	-0.0817146497913699	0.941	0.98	1
Kif3C	0.0609354217027562	-0.408065538671134	0.98	1	1
Hr96	0.0610036023713022	-0.132278439934442	0.961	0.941	1
CG12535	0.0611175548462575	1.0905375464136	0.784	0.627	1
SC35	0.0611822011892854	-0.114983904014244	1	1	1
CG12863	0.061222004673239	0.281325554691283	0.667	0.667	1
CG5726	0.061239453290671	-0.266916347551783	1	1	1
Herc4	0.0613213504106492	-0.0406690496614681	1	1	1
gkt	0.0613295498667404	0.688673850243264	0.667	0.667	1
CG10778	0.0613853365995417	0.403355694231208	0.843	0.843	1
RpL37a	0.0614497971798149	0.311598619728844	1	1	1
CG43428	0.0616504422438096	0.325575871902507	0.412	0.275	1
lncRNA:CR46475	0.0616615582412505	0.261717477361803	0.961	0.922	1
CG3368	0.0617612517494096	0.301069489989698	0.882	0.882	1
nsl1	0.0618869917857956	0.172178709842207	1	1	1
FBti0019172	0.0619321694034778	-0.253756592245783	0.549	0.706	1
CG18343	0.061971874184188	0.414029678741255	0.765	0.627	1
FBti0020422	0.0619832194716505	-0.224072513573475	0.843	0.98	1
orb2	0.0620250157798439	0.0846122277149419	1	1	1
CG7829	0.0620664313680344	0.420618531542143	0.882	0.863	1
okr	0.0620708132759503	0.37851162325373	0.569	0.451	1
Naa20A	0.062164653168614	0.0373822220030799	0.882	0.882	1
ana2	0.0623857939002861	0.435095151620097	0.529	0.333	1
Rdh	0.0624038932725007	-0.333848221690158	1	1	1
RpL13	0.0624659202499413	0.317702402413641	1	1	1
Trap1	0.0625326695427287	-0.209726009500288	0.902	0.941	1
FBti0019426	0.0625795644021101	-0.341788517248205	0.294	0.549	1
hang	0.062728778703403	0.273966849778173	1	1	1
HmgZ	0.062827036721229	-0.110070777538406	1	0.961	1
DNApol-eta	0.0628901043834658	0.45896810215431	0.667	0.588	1
Syt14	0.0630291538496776	-0.220623442651589	0.98	1	1
fdl	0.0630968649972059	-0.0279953013543235	0.98	0.98	1
RpL24	0.0631603038043717	0.296308764378916	1	1	1
na	0.0631619160095622	-0.224964882211363	1	0.98	1
CG15771	0.0632102389898677	0.426208365285026	0.98	1	1
beta4GalNAcTA	0.0632881905707924	-0.0935568210614925	0.902	0.902	1
mRpL9	0.0633674490848034	-0.0830097764600355	0.863	0.882	1
Spindly	0.0634374804002568	0.700439718141092	0.314	0.196	1
CG17187	0.0635321264613195	0.560300446486887	0.765	0.627	1
asRNA:CR45126	0.0635702575336807	-0.219656416266694	0.863	0.882	1
Gr58c	0.0636912632749523	0.972519263577893	0.333	0.039	1
CG17075	0.0637078965157764	0.167185582394292	0.98	0.98	1
CG9451	0.0637760935368073	-0.335378050101193	0.549	0.647	1
CG15877	0.0639665633330584	0.616473473466374	0.686	0.686	1
mRpL24	0.0639753737972218	-0.0897966703506459	0.902	0.961	1
Mybbp1A	0.064134415874733	0.226459790934639	0.784	0.686	1
CG13117	0.0641742539342944	0.474786237974647	0.941	0.922	1
Cerk	0.0641800629637249	-0.0313263341939063	1	0.961	1
FBti0059882	0.0641988194770453	1.29258413330522	0.49	0.353	1
CG43273	0.0643269842336378	-0.103357384503322	0.745	0.765	1
mRpL16	0.0643597335035881	-0.0764345974617502	0.902	0.961	1
RR41953-transposable-element	0.0644420735193871	-0.393233128960495	0.451	0.569	1
HDAC6	0.0646779847660966	-0.1219008395515	0.961	0.98	1
lncRNA:CR44268	0.0647677963270667	-0.369399417774825	0.549	0.686	1
Elys	0.064794636305265	0.40849237008689	0.804	0.863	1
CG12237	0.0648469949117364	0.324182502042517	0.961	0.941	1
Lis-1	0.0648650345905744	-0.00739982724863886	1	1	1
Nplp3	0.0648684727740311	0.487923878791571	1	1	1
kat-60L1	0.0652479285721255	-0.309460845487216	0.922	0.902	1
chinmo	0.0653497281326076	0.0608542861914945	1	1	1
CG1673	0.0654232012972399	0.562756706339723	0.824	0.725	1
L2HGDH	0.0655163284212617	0.402339609544251	0.961	0.922	1
lig	0.0655181981722048	-0.0395500381527141	0.98	1	1
CG8176	0.0656563362396832	-0.0925956656816043	1	1	1
CR31032	0.0657651109543397	-0.225420114034016	0.608	0.647	1
FBti0063924	0.0658591500282216	0.379588663274554	0.392	0.294	1
CG8300	0.0658683700288458	0.193470812033938	0.98	0.902	1
Set2	0.066035203784264	0.122426307955123	0.922	0.922	1
CG43244	0.0660427521118977	-0.736965594166206	0.118	0.431	1
CG4686	0.0661326308102846	-0.0981196670386888	0.922	0.98	1
Rpi	0.0661348637929616	0.738425811943587	0.922	0.863	1
RR48369-transposable-element	0.0661596002750573	-0.110228445151247	0.824	0.922	1
CG5903	0.0662307096870188	-0.0658786765657027	1	1	1
CG6163	0.0663606370333222	-0.395484701857443	0.529	0.725	1
scny	0.0664063870091828	0.355936987052261	0.961	1	1
CG16713	0.0664971453208323	0.730545541791508	0.804	0.863	1
mgr	0.0665405447863455	0.255407478564411	0.941	0.941	1
Mgat2	0.066625025587814	-0.1522505858402	1	1	1
FBti0059739	0.0668354221513056	-0.526436424114701	0.392	0.471	1
CG8745	0.067023599424973	-0.267508839256854	0.98	1	1
CG14641	0.0670834093633738	-0.143892899584023	0.941	0.961	1
dpr3	0.0671440238766667	-0.421809083481585	0.98	0.98	1
Pur-alpha	0.0672344507157086	-0.111395587593369	1	1	1
FBti0019840	0.0673069864167625	-0.253419316957073	0.686	0.706	1
Nph	0.0674092630676988	0.71489280476629	0.843	0.882	1
RpL10Ab	0.0674490808571868	0.310095490690696	1	1	1
FBti0018983	0.0675752651916102	-0.192645077942396	0.941	0.961	1
RpL19	0.0676256348919475	0.370481410267468	1	1	1
RR48387-transposable-element	0.0676270260933596	-0.0543585773418167	0.765	0.882	1
eIF3d1	0.0677013850822732	0.470396281057008	0.961	0.922	1
Arf51F	0.0678131171503798	0.258097566183094	1	0.98	1
FBti0019425	0.0678660652989836	-0.244538062216404	0.392	0.588	1
dtn	0.0678797376205798	-0.217698654124701	1	1	1
CngB	0.0680864596638168	-0.339509852288006	0.824	0.863	1
CG17141	0.0682441700810574	-0.250137411819352	0.784	0.843	1
lncRNA:CR43766	0.0683580176818028	0.674904626033954	0.314	0.078	1
Su(H)	0.0685116067419846	-0.153756064548801	0.922	0.922	1
tam	0.0685588707537574	0.589211973722514	0.412	0.431	1
EndoA	0.0688083594996084	-0.142714366734068	1	1	1
lncRNA:CR45981	0.0689964440032765	-0.428843298803874	0.333	0.412	1
Pcf11	0.0690738454050204	0.142078778376034	1	1	1
SerRS-m	0.069128738103324	-0.108852140937228	0.686	0.745	1
eIF2Bgamma	0.0693623759450475	0.648698281857573	0.843	0.843	1
FBti0019140	0.0693809710370804	-0.309104054529779	0.333	0.471	1
CG31549	0.069420300448239	-0.0238862251175469	0.725	0.765	1
CG34149	0.0698318251374413	-0.200298650485831	0.569	0.647	1
tea	0.0698842181987989	0.20146746995317	0.882	0.843	1
Grip163	0.0699225172239468	0.117303909404274	0.922	0.863	1
PEK	0.0700144998068567	0.460135315118636	0.902	0.941	1
msd5	0.0700803411926861	-0.356934544715275	0.431	0.627	1
CG17124	0.0700954527695143	-0.0104983123092932	1	1	1
mahe	0.0705456756513411	0.18986513930675	1	1	1
CG18636	0.070599449429309	2.22780591752281	0.294	0.078	1
Syx1A	0.0706325649071801	0.132881482965539	1	1	1
su(sable)	0.0706480223755671	0.203047071617021	0.961	0.98	1
clos	0.0707433360466533	0.309328058107729	0.667	0.529	1
FBti0019231	0.0707456905764445	-0.13479677803871	0.588	0.706	1
CG5745	0.0707596246457578	-0.167644060191074	0.725	0.804	1
COX6B	0.0708953409453774	-0.0519519127140971	1	1	1
CG11180	0.0710390036126241	0.339749371974607	0.863	0.824	1
p23	0.0711079283210078	0.220417018865526	1	1	1
CG9609	0.0711417075215152	-0.136524429690714	0.941	0.941	1
Pal2	0.0711980912103595	-0.195000153320505	1	1	1
mspo	0.0712125260809792	-0.467963157176357	1	0.98	1
Treh	0.0712180495416479	0.911825958981668	0.98	0.98	1
CG32191	0.0714288905286989	0.741141270137399	0.608	0.412	1
CG13609	0.0714925246886483	0.282933963271498	0.627	0.51	1
CG3511	0.0715122770053244	-0.278464446403399	0.922	0.922	1
l(3)72Dr	0.0715551196221392	0.44809578785814	0.647	0.627	1
Cyp28d1	0.0715587217020695	-0.250961573533219	0.961	0.98	1
CG31473	0.0718117378109391	0.456715530528715	0.51	0.353	1
Ptp69D	0.0719255153877022	-0.139203717322428	0.961	0.961	1
trsn	0.0719348968995166	-0.148564009478279	0.725	0.863	1
AcCoAS	0.0719672558342877	0.429420471934442	1	1	1
fz4	0.0720274493313931	0.292213870834019	0.882	0.941	1
CG8032	0.0720969738876328	-0.12207058736822	1	0.941	1
mt:tRNA:Ser-GCT	0.0721055735147224	-0.310642287340847	0.51	0.667	1
lncRNA:CR45669	0.0722150552933026	-0.637932514259424	0.451	0.51	1
Sps2	0.0722868692316844	0.390064971047382	0.863	0.784	1
FBti0064178	0.0723188347722311	-0.218834601923259	0.471	0.667	1
CG12355	0.0723950860354695	-0.290895881251736	0.98	0.98	1
CG10147	0.0724304136048149	-0.205563338195578	0.804	0.804	1
Cpr97Ea	0.0724504647197585	0.61058830839665	0.647	0.51	1
CG32486	0.0725538343626064	0.102765629795664	1	1	1
FBti0059714	0.072697933924555	-0.405256478486258	0.412	0.51	1
east	0.0727732038136524	0.11268225536497	1	1	1
RhoGAP16F	0.0729601893846857	0.594485274839663	0.588	0.451	1
Ripalpha	0.0731224269575837	-0.126003757318643	0.961	1	1
CtsB1	0.0732040141024197	-0.0931780763595498	1	1	1
CG30349	0.0732195226608219	0.493353742941871	0.784	0.647	1
crc	0.0732568367722055	0.579665936549542	1	1	1
Nepl11	0.0732900575620823	0.738814966347268	1	0.961	1
Axn	0.0734111612145715	0.142869091493354	1	0.98	1
Pfas	0.0734351987025274	0.613045761988333	0.922	0.804	1
asRNA:CR44018	0.0734486204228268	-0.299411726533555	0.882	0.843	1
Dci	0.0734811449580729	-0.293974033316362	0.765	0.706	1
FBti0019373	0.073491956148698	-0.298658315564515	0.275	0.451	1
CG4743	0.0735934745055923	-0.189761417096481	0.804	0.922	1
CG31300	0.0736660693375185	-0.511589314390937	0.51	0.706	1
wnd	0.0737126555198395	-0.0392837276505373	1	1	1
bab1	0.0738555091931162	0.216843210771641	0.961	0.941	1
ND-B17.2	0.0739155129645506	-0.111356803995244	1	1	1
GABA-B-R2	0.074177105739453	-0.263406762279502	1	0.98	1
CG46301	0.0742389919508314	-0.433944014064632	0.98	0.98	1
St3	0.0742692942935346	0.126071267909406	1	1	1
vrs	0.0743314956453651	0.831400396024255	0.314	0.157	1
CG32032	0.074604544353743	0.453572100697834	0.863	0.804	1
CG14411	0.0748114333877881	0.246280257136511	0.98	0.98	1
GPHR	0.0748242792349874	-0.219546868065048	0.922	0.863	1
mRpS24	0.0748588577861469	-0.249978253008347	0.922	0.941	1
siz	0.0751264424766477	0.206115892839257	1	1	1
FBti0020280	0.0751465322362831	-0.231760296644448	1	1	1
Snap25	0.0751909982593277	0.228213063623235	1	1	1
mIF2	0.0752587825746683	-0.198869698483025	0.647	0.765	1
CG7324	0.0753961955796411	-0.0565835283663674	0.98	0.98	1
Cp18	0.0754874334564372	-0.238159737194765	0.706	0.647	1
Sirt6	0.0757167005136207	-0.354572858014949	0.49	0.667	1
dbo	0.0757568173392897	-0.114082919095438	0.98	0.98	1
Cpr92F	0.0757814023270581	0.657531126671802	0.588	0.275	1
Cog4	0.0758240155653794	-0.197243120210259	0.843	0.902	1
RpL34b	0.075863052919107	0.322788007848216	1	1	1
CG1662	0.0759864809457428	0.315875145704366	0.863	0.843	1
ball	0.0760433170162578	0.342003871652022	0.569	0.451	1
CG8545	0.0761181225102357	0.536529640358296	0.745	0.765	1
asRNA:CR43629	0.0762113475749759	-0.158211580878522	0.745	0.706	1
CG13658	0.0762524477525479	0.573991382900153	0.569	0.49	1
CG33947	0.0764556982789164	-0.202385460582789	0.961	0.98	1
Dd	0.0766450559298739	0.0215367332798229	1	1	1
Dok	0.0766641549195935	0.525153105485853	0.765	0.804	1
IM14	0.0767511982034417	0.414228949663504	1	1	1
VhaAC39-1	0.0767800294609594	-0.0751953719352159	1	1	1
Spt3	0.0768525941381964	-0.174029399775049	0.549	0.725	1
ND-24	0.0768890858281871	-0.150661597407541	1	0.98	1
NP15.6	0.076910776207664	-0.125530882083859	1	1	1
TfIIEalpha	0.0769195576240332	0.259254289687163	0.941	0.902	1
Nnf1a	0.0769312034517703	-0.285643977562586	0.529	0.647	1
su(w[a])	0.0770511205718713	-0.157789339490645	1	1	1
asRNA:CR43889	0.0770777853450662	0.263034405833794	0.49	0.431	1
CG7470	0.07709730148819	0.625672411542882	1	1	1
galectin	0.0773272829955921	0.300277877961267	1	1	1
CG16986	0.0773280769658585	-0.10836402363473	0.941	0.922	1
Psf2	0.0773622674251716	-0.00631377393220234	0.451	0.745	1
DJ-1alpha	0.0774270351338341	-0.303676390331139	0.941	0.941	1
Obp46a	0.0776101295159791	0.30672094018572	0.882	0.902	1
FBti0062585	0.0776249576399614	-0.706953025099767	0.529	0.588	1
tau	0.0776971095752442	-0.146173294626924	1	1	1
Tlk	0.0777853557936634	-0.0861465979313731	1	1	1
CG5399	0.0777968463210879	0.592575684831031	0.235	0.098	1
FBti0063378	0.0779657958750746	0.326810316267109	0.706	0.549	1
FBti0019502	0.0782918324109055	0.454137318967784	0.745	0.49	1
FBti0020014	0.078318366644878	-0.252607034383456	0.529	0.529	1
RanBPM	0.0784577527999732	0.144239756335935	0.98	1	1
CG4896	0.0784740863959723	-0.072135579919272	0.961	1	1
FBti0019125	0.0786163052057247	-0.30610312772568	0.294	0.49	1
Neb-cGP	0.0787104174466467	-0.0641976527319894	1	1	1
TM9SF2	0.0788019962191937	-0.0695902721850734	0.961	1	1
comm	0.0788244152597962	-0.208470045104079	0.902	0.98	1
CG32112	0.0790986038875578	-0.225292311842242	0.98	0.961	1
CG15561	0.0791564220379182	0.375144772155331	0.784	0.745	1
dpr10	0.079327927580294	-0.483272313785149	1	1	1
CG13605	0.0794363873290026	-0.0605945247309543	0.843	0.922	1
Calr	0.079540211677645	-0.0410752989712364	1	1	1
lncRNA:CR45048	0.0795520169229103	0.337034987277571	0.412	0.333	1
FBti0020117	0.0796046691737335	1.69929517620015	0.373	0.176	1
l(2)k09022	0.0796424824354342	0.368387405980022	0.627	0.588	1
FBti0019905	0.079664851492838	-0.130225423766556	0.98	1	1
Pym	0.0796770321709317	0.192980237669978	0.843	0.765	1
CG7028	0.0797037585373101	0.0163117754518209	0.961	0.98	1
CG6765	0.0797449123710755	-0.171368418311982	0.961	0.941	1
FBti0062039	0.0798136891106242	-0.331205908475373	0.588	0.686	1
CG11070	0.0798365753889074	-0.113973850661459	0.902	0.961	1
Sec24CD	0.0799358303385132	0.33793091660552	0.961	0.941	1
RR41993-transposable-element	0.0801472667206909	-0.29373120305671	0.275	0.412	1
CG42526	0.0802073815231762	0.410188099617448	0.588	0.549	1
CG3788	0.0803218222128602	0.15836559566859	0.608	0.431	1
Tace	0.0803699738441312	-0.267933205246633	1	0.961	1
CG10337	0.080436072473525	1.55639334852439	0.333	0.196	1
dlt	0.0804952821946106	-0.15200309344505	0.647	0.706	1
CG12605	0.0805413349963605	-0.206634052285411	1	1	1
Exd2	0.0810326099347057	0.302217668944539	0.824	0.725	1
Acn	0.0812411044474207	-0.101616802421375	1	1	1
mi	0.0812598670915308	-0.117591338287136	0.863	0.843	1
l(1)G0004	0.0812934768993661	0.350939181546431	0.804	0.863	1
CG4858	0.0812976299539362	0.51784830486262	0.843	0.824	1
CG17660	0.0813230365698582	-0.119278787579792	0.941	0.98	1
Nrx-IV	0.0813782485718347	-0.0846948736213165	1	0.98	1
Ranbp21	0.081418870710875	0.353037156227111	0.804	0.843	1
CG2875	0.0814683892016068	0.479300724373401	0.667	0.647	1
CG9143	0.0815614298879305	0.306447663670078	0.745	0.784	1
Rif1	0.0816855462866672	0.608809242675524	0.49	0.353	1
FBti0019367	0.0817390534509116	-0.445625819112267	0.196	0.412	1
mex1	0.0817601255961144	-0.620411336725446	0.118	0.373	1
run	0.0818908876345117	-0.407044708525314	0.431	0.451	1
CG34195	0.0820856267448796	-0.268866851135948	0.745	0.725	1
cbt	0.0821564142437658	-0.151540617069592	0.98	0.98	1
CG13366	0.0822373128606077	0.129950636293865	1	1	1
CG10984	0.082328249346412	-0.0920681231908187	0.98	0.98	1
Cdc27	0.0823296539485199	0.136351995849041	0.941	0.98	1
Mul1	0.0823399017326802	0.304040373571323	0.882	0.804	1
Marf	0.0824518418922147	0.00597447637261617	1	1	1
Ist1	0.0825161059139901	0.403422084560061	0.961	0.922	1
RpL12	0.082537284488609	0.330168672494096	1	1	1
FBti0020038	0.0825728032247893	-0.240134003723715	0.373	0.451	1
Srrm1	0.082711060872948	-0.030338163191888	0.922	0.98	1
FBti0019170	0.0828010784479527	-0.231325546106456	0.275	0.451	1
CG2698	0.0829069442997697	0.323699903572929	1	0.98	1
FBti0060802	0.0832516735499818	-0.342468873328198	0.686	0.706	1
FBti0020095	0.0833309650077647	-0.340340132001243	0.353	0.412	1
MED4	0.083693724894876	-0.134614601799398	0.804	0.765	1
CG7766	0.0838524823710334	0.647831683975773	1	1	1
FBti0020144	0.0839184746282005	0.671767328258429	0.608	0.529	1
mRpL21	0.0840641942701945	-0.184945708758814	0.902	0.902	1
mu2	0.0841009257528966	0.198253724500807	0.765	0.725	1
PrBP	0.0841372899164156	-0.10966931555321	0.941	0.98	1
CG6738	0.0842318790434456	-0.429987840744815	0.137	0.392	1
FBti0062678	0.0842647922621548	0.451379346342564	0.451	0.333	1
Cul2	0.0843509657704263	0.041351099793455	0.98	1	1
CG8353	0.0844370615699811	0.246546283045225	0.784	0.843	1
Rift	0.0844385531921437	0.364502044910636	0.902	0.941	1
CG42361	0.0845750540586577	-0.108360182143605	0.98	0.98	1
Pxn	0.0846945273830448	-0.569163790874418	0.961	0.98	1
Daxx	0.0847016719482457	-0.0532800825900424	0.98	0.902	1
ave	0.0847181301622965	-0.13632147121278	0.882	0.922	1
peng	0.0848047328446982	0.407657968913246	0.804	0.863	1
Ilp7	0.0848244062944164	-0.291603558030565	0.392	0.529	1
lncRNA:CR45118	0.0849177068041831	-0.881944238478287	0.157	0.353	1
CG5555	0.0849371590773139	-0.143339339442846	0.922	0.941	1
pzg	0.0849915349161783	0.246776579963407	0.922	0.863	1
CG31248	0.0850169908614281	-0.133035588804241	0.706	0.784	1
Roc1a	0.0850189392490357	-0.0126357405854263	1	1	1
asRNA:CR44107	0.0850236817292199	-0.147719207060879	0.843	0.922	1
syd	0.0851536959262898	0.00354097838569434	1	1	1
CG10019	0.0853935292064628	-0.360284209918408	0.922	0.922	1
Pisd	0.0854615184577857	-0.049044949516893	0.961	0.941	1
Pop4	0.0856388282339797	-0.127328633146253	0.745	0.843	1
FBti0019786	0.0856697290373803	-0.505235308250422	0.255	0.392	1
Nepl10	0.0856863843013768	0.420491929370952	0.569	0.529	1
vilya	0.0857237004665637	0.977973693670001	0.333	0.118	1
CG12325	0.0859646994055093	0.376148485885249	0.627	0.706	1
CG32243	0.0859911188867363	-0.0533545498473087	0.902	0.941	1
ATPsynG	0.0863772108593625	-0.104602598583167	1	1	1
JhI-21	0.0865981667244307	0.763142216725279	0.922	0.902	1
CkIIalpha-i3	0.0866290156451524	0.260382740314761	1	0.941	1
CG2662	0.0866452235786534	0.325005298416371	0.647	0.588	1
l(1)G0007	0.0866506737154912	0.180839510377838	1	0.98	1
CG1105	0.086745940604258	-0.145073018292679	0.902	0.902	1
l(2)k09848	0.0870648282790063	0.460189535671219	0.843	0.706	1
P5cr-2	0.0871579917959887	-0.0436662348600008	0.882	0.922	1
milt	0.0872098962524277	0.0460552712757885	1	1	1
FBti0019457	0.0873010356735343	0.977632186971546	0.275	0.157	1
lncRNA:CR45745	0.0873250216153867	0.494109070270043	0.333	0.137	1
Arfip	0.0873676634172521	0.249216209412158	0.902	0.922	1
CG5823	0.0874475634576005	0.0335573774547608	1	0.98	1
CG3776	0.0874676253966344	-0.0796293779953725	0.941	0.941	1
Rcc1	0.0876011416680819	0.400710717779742	0.902	0.863	1
DCTN5-p25	0.0876822784606206	-0.0592809377583197	0.804	0.902	1
