	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CG6495	6.4577379584597e-30	-0.535042209216571	0.218	0.276	1.54546584821858e-25
FBti0102119	1.42011687121668e-29	0.697770876443651	0.084	0.047	3.39862369619577e-25
CG32512	2.30627641584919e-29	0.862212628600281	0.056	0.027	5.51938071841029e-25
GluProRS	2.61340138504631e-29	0.661600114665872	0.081	0.045	6.25439219469284e-25
CG7841	3.737138427472e-29	0.576295811338522	0.127	0.082	8.94371968462598e-25
CG18636	5.21200244033583e-29	5.15551885494043	0.012	0	1.24733642402117e-24
FBti0019213	6.78166326440984e-29	-1.48665139112792	0.012	0.034	1.62298765243856e-24
Archease	8.60634400760883e-29	0.788437468351838	0.067	0.035	2.05967024790095e-24
Egfr	1.01937887176744e-28	0.524378280791429	0.197	0.142	2.43957751591383e-24
Gycalpha99B	1.42377846453284e-28	-0.504950675207749	0.222	0.278	3.40738662131998e-24
CG16772	2.02104159931709e-28	0.516343842535571	0.116	0.073	4.83675675548566e-24
prim	2.39021966441717e-28	-0.643503788187134	0.099	0.145	5.72027370088318e-24
lncRNA:CR45378	5.39343369952515e-28	-5.28427201639746	0.001	0.012	1.29075655297036e-23
sle	6.13772408807424e-28	0.87469279198924	0.061	0.03	1.46888012875793e-23
FBti0019596	1.74475767014185e-27	-1.33961149199026	0.02	0.045	4.17555405618348e-23
mus201	2.80922950051045e-27	0.74732217118203	0.078	0.044	6.72304804062162e-23
MED21	5.18231038021207e-27	-0.511729155386889	0.198	0.252	1.24023052019235e-22
CG5323	5.36881150297643e-27	0.749683471713241	0.077	0.043	1.28486396889232e-22
CG14086	8.96575551673494e-27	0.69483420863106	0.036	0.014	2.14568461026501e-22
Irbp	9.9296998630548e-27	1.51014493787149	0.022	0.006	2.37637577122628e-22
Bdp1	9.9901969150481e-27	0.824196468019914	0.068	0.036	2.39085392570931e-22
CG14961	1.18837565682197e-26	1.10814118148622	0.033	0.012	2.84402062190635e-22
CG11413	1.19089384792251e-26	1.16007545000415	0.046	0.021	2.85004715684815e-22
lncRNA:CR45517	1.63898059329839e-26	2.08369300883906	0.02	0.005	3.92240835588172e-22
CG4757	1.78790178981403e-26	1.25723539050834	0.026	0.008	4.27880656338293e-22
Oseg2	2.15882504595468e-26	1.99091548899531	0.018	0.004	5.16650009997874e-22
Cep97	2.19890382494834e-26	-0.714720290103245	0.108	0.153	5.26241663386638e-22
CG33543	4.14504116890843e-26	-0.60093739460746	0.305	0.351	9.91991252543164e-22
Spn27A	5.34993212163843e-26	0.609379259584375	0.081	0.047	1.28034575535051e-21
asRNA:CR45009	6.28139289374229e-26	0.575450116235408	0.132	0.088	1.50326294733041e-21
Gr59d	6.32117055005207e-26	5.54683369680453	0.01	0	1.51278253603846e-21
Pfas	8.32740595518918e-26	0.562781110686051	0.131	0.088	1.99291479319587e-21
Nfs1	8.44620187357878e-26	0.562306852900038	0.101	0.063	2.02134503238487e-21
CG34423	8.75485126576785e-26	1.10953469860952	0.043	0.019	2.09521100492356e-21
FBti0020205	9.09614787774403e-26	-3.32200664195738	0.002	0.015	2.1768901101017e-21
CG33267	9.76878557792739e-26	0.952715875334074	0.06	0.031	2.33786576450958e-21
MTF-1	1.49116632413596e-25	0.643639799342147	0.086	0.051	3.56865924692218e-21
FBti0018994	1.55041146634922e-25	3.25913839862557	0.013	0.002	3.71044472126696e-21
CG7191	2.02107158318307e-25	0.631987346244453	0.042	0.018	4.83682851287373e-21
CG8531	2.39024449762068e-25	0.546353660422136	0.086	0.051	5.72033313170582e-21
asRNA:CR45195	4.04407985034367e-25	2.14653767360208	0.02	0.005	9.67829189784246e-21
CG33655	4.04502525130472e-25	2.43554972294562	0.016	0.003	9.68055443142244e-21
CG1544	5.03583397348714e-25	0.951128089003043	0.054	0.027	1.20517578653494e-20
FBti0063158	5.79749522395468e-25	1.9575956147604	0.017	0.004	1.38745655699683e-20
RpA-70	6.08165651582346e-25	0.963370739895502	0.066	0.036	1.45546203736687e-20
l(2)k01209	6.8305452073883e-25	0.538452018328963	0.111	0.072	1.63468607903217e-20
Nup98-96	8.50228513322085e-25	0.533759258322879	0.11	0.071	2.03476687808241e-20
rdhB	1.04257099601058e-24	-0.972926748717762	0.123	0.166	2.49508090765253e-20
c(2)M	1.92585845343288e-24	3.90988275323123	0.011	0.001	4.60896445075557e-20
FBti0063997	2.56934593938352e-24	1.34870475943394	0.026	0.009	6.14895870213264e-20
NKCC	4.576123246022e-24	0.581784864771605	0.079	0.047	1.09515781523798e-19
CG6428	4.88753190597588e-24	0.703232641556415	0.08	0.047	1.16968413573815e-19
CG31142	5.42328345557466e-24	0.840866479392223	0.055	0.029	1.29790019658813e-19
Drsl5	5.59501897304929e-24	-1.20235805954199	0.023	0.048	1.33899994063016e-19
CG11710	1.0691464593628e-23	0.546891698962985	0.099	0.062	2.55868130654705e-19
cer	1.22889760939259e-23	0.577206728779048	0.099	0.063	2.94099775879835e-19
lncRNA:CR44430	1.67271569979918e-23	1.68763746627718	0.022	0.006	4.00314321275941e-19
CG2691	1.7348276279339e-23	0.772608847440483	0.061	0.033	4.15178947917141e-19
CR18275	2.01322446337109e-23	0.573545678702645	0.106	0.068	4.81804878573969e-19
CG4570	2.31263306242726e-23	3.23740700458009	0.012	0.001	5.53459344500091e-19
Cyp4d20	2.37895728863981e-23	-1.58655413369779	0.017	0.038	5.69332058317279e-19
CG14823	3.74385060364656e-23	0.632238952218364	0.115	0.076	8.95978326464694e-19
RNaseMRP:RNA	4.34832479919072e-23	-1.12082647585909	0.038	0.066	1.04064109094232e-18
CG11414	4.50556085159675e-23	0.518826378129443	0.096	0.061	1.07827082300413e-18
CG33199	6.55791192197831e-23	-0.629375313488723	0.139	0.183	1.56943948116785e-18
Mmp1	6.59824928676314e-23	0.571467492566496	0.117	0.078	1.57909301930815e-18
CG45045	6.87035921771103e-23	1.86670328002851	0.019	0.005	1.6442143679826e-18
CG42365	7.65916194389931e-23	0.783685172854108	0.057	0.03	1.83299063641398e-18
CG7739	8.5017005844797e-23	-0.547547642965333	0.155	0.202	2.03462698387768e-18
CG5535	9.32038089744288e-23	0.998008511392342	0.042	0.02	2.23055355637603e-18
CG1774	1.40161334526875e-22	0.730202114830471	0.068	0.039	3.35434105789718e-18
FBti0019414	1.62671628055286e-22	1.7298754720207	0.019	0.005	3.8930574026191e-18
DIP-delta	1.97732394335632e-22	-0.622425936362861	0.196	0.242	4.73213166124034e-18
FBti0062158	2.10428670362103e-22	1.50655739556953	0.028	0.011	5.03597893910586e-18
sotv	2.32819400204071e-22	-0.615783175223122	0.101	0.141	5.57183388568383e-18
CG16713	2.50268765822508e-22	0.701805991346054	0.084	0.052	5.98943210366425e-18
PCNA	2.97877450375322e-22	2.60559020884861	0.014	0.003	7.12880314238221e-18
snRNA:U12	4.24321740979652e-22	-0.78621592948839	0.051	0.082	1.0154867905125e-17
CR45391	4.28443327425033e-22	3.93242408139808	0.01	0.001	1.02535057119359e-17
CG30339	4.57980449574308e-22	2.56293831644159	0.013	0.002	1.09603881192123e-17
Non3	5.10642438481622e-22	0.751279513561527	0.058	0.032	1.22206948377422e-17
l(2)41Ab	5.10932618814135e-22	-0.548002882477757	0.191	0.239	1.22276394334599e-17
Lgr4	7.65004173397077e-22	0.553612537090019	0.049	0.025	1.83080798777388e-17
Hsp70Bb	9.37659088565981e-22	0.784853499963789	0.074	0.044	2.2440057307561e-17
PGRP-SD	1.13879005147356e-21	1.34841403919634	0.03	0.012	2.72535235118651e-17
fw	1.16486418076347e-21	0.577724319310547	0.089	0.056	2.78775295740314e-17
CG10337	1.2665024757538e-21	1.96066359427737	0.014	0.003	3.030993724974e-17
CG16898	1.30462289020579e-21	1.1915715592868	0.044	0.021	3.12222350084049e-17
Ssrp	1.67567348767273e-21	0.50660689144248	0.054	0.029	4.01022179069837e-17
CG9389	1.72760985986949e-21	2.41322959046419	0.012	0.002	4.13451591663967e-17
lncRNA:CR43264	2.01242670599826e-21	1.75386471587339	0.026	0.009	4.81613959279504e-17
qin	2.15629796788977e-21	1.26279028384393	0.042	0.021	5.16045229675381e-17
CG9773	2.45033742616272e-21	0.603270402668217	0.085	0.053	5.86414752829263e-17
Cpr97Eb	4.89859944445834e-21	0.598595027473459	0.072	0.043	1.17233281904777e-16
CG5789	5.12640087331738e-21	0.615530968527478	0.075	0.046	1.22685025700232e-16
CG3008	8.87091826092166e-21	0.510028000682489	0.093	0.06	2.12298815820377e-16
18SrRNA-Psi:CR41602	1.06224584714856e-20	-0.891748872828939	0.049	0.079	2.54216676139592e-16
Damm	1.80547012799535e-20	2.08733079094753	0.016	0.004	4.32085111031846e-16
RR48383-transposable-element	1.80833435469714e-20	-1.11734507852641	0.028	0.051	4.32770577766119e-16
FBti0019754	2.14043995775213e-20	2.42047003681848	0.012	0.002	5.1225009068924e-16
CG14907	2.33529008030043e-20	1.15974620242048	0.025	0.009	5.58881622017499e-16
lncRNA:CR32553	2.48468955535887e-20	0.521263534105079	0.08	0.05	5.94635904388485e-16
Mpcp1	2.64876349401063e-20	0.519793931885141	0.145	0.105	6.33902079386624e-16
lok	2.74583070554806e-20	1.59220528334674	0.023	0.008	6.57132204451763e-16
lncRNA:CR45660	2.86898870082299e-20	-0.984068609153307	0.037	0.063	6.86606375880958e-16
FBti0019011	3.7212780963876e-20	1.17754934559976	0.033	0.015	8.90576274027481e-16
CG13895	4.17374224316794e-20	0.627364021983398	0.092	0.06	9.98859993634952e-16
Mthfs	4.17793990851005e-20	0.525062299371851	0.121	0.084	9.99864578904626e-16
CG31897	4.19192708929998e-20	0.906159613224604	0.047	0.025	1.00321199101127e-15
FBti0020428	4.91419271367142e-20	1.32476647799736	0.034	0.015	1.17606460023584e-15
wb	4.92468716280605e-20	0.680540768266591	0.09	0.059	1.17857613180274e-15
spn-E	4.92843854039773e-20	1.92446379062268	0.014	0.003	1.17947391148799e-15
Eogt	5.97538460265278e-20	0.790154811172104	0.051	0.027	1.43002904310686e-15
Nph	6.46516019138445e-20	0.609026966523146	0.085	0.055	1.54724213700213e-15
CG8549	6.86792755551488e-20	0.857326937539365	0.053	0.029	1.64363242258582e-15
lncRNA:CR44565	7.62881249938419e-20	-3.15305393468446	0.001	0.011	1.82572740735262e-15
CG34227	8.78316026431699e-20	0.731193836516466	0.112	0.077	2.10198591445634e-15
Def	1.20114253000108e-19	-0.977132554446669	0.024	0.046	2.87457430279859e-15
Mis12	1.50329644225423e-19	0.95015785125057	0.05	0.027	3.59768904560282e-15
agt	1.95856598865104e-19	1.04108318097814	0.031	0.014	4.68724012403967e-15
CG32225	2.16489071868884e-19	-0.543904336932116	0.149	0.19	5.18101646796613e-15
CG44006	2.28098190675856e-19	1.04762366660695	0.032	0.015	5.45884589925459e-15
FBti0020055	2.52934670809853e-19	-1.4612192312718	0.015	0.034	6.05323254182141e-15
rho-7	2.72255154422129e-19	0.59115516429841	0.082	0.052	6.51561035563038e-15
CG10802	2.75233433829603e-19	0.551807885862961	0.085	0.055	6.58688653841006e-15
Acer	3.15131410414781e-19	-0.679687102415028	0.087	0.122	7.54172491404653e-15
antr	3.18647721467037e-19	2.46796278971763	0.013	0.003	7.62587727014913e-15
asRNA:ASTR	3.25149045241214e-19	2.19909833812004	0.016	0.005	7.78146695071273e-15
CG43191	3.84527259922809e-19	0.857252025776882	0.034	0.015	9.20250638447267e-15
FBti0059882	3.96956584310006e-19	1.39063885831438	0.022	0.008	9.49996497570706e-15
CG13623	4.43426702673185e-19	0.607199057636186	0.099	0.066	1.06120878483747e-14
EMC2B	5.50757102076255e-19	-0.81131329106072	0.05	0.078	1.31807189668889e-14
Dop1R1	7.47951344265952e-19	-0.507685785999071	0.278	0.319	1.78999715709728e-14
CG2909	9.1902477211156e-19	0.5914844709661	0.068	0.041	2.19941008461739e-14
FBti0020178	1.0099900508601e-18	-2.135252214955	0.005	0.017	2.41710818971839e-14
CG17219	1.39392513125802e-18	1.70261904287082	0.015	0.004	3.33594162412669e-14
RpS10a	1.43151593879666e-18	2.72785635898318	0.011	0.002	3.42590394472817e-14
CG7702	1.81953975404128e-18	0.63943092333116	0.054	0.031	4.35452253937158e-14
GstD9	2.576158197083e-18	-0.972435049148565	0.032	0.056	6.16526179725905e-14
CG6425	3.27644845072786e-18	1.00641618516826	0.031	0.014	7.84119643228191e-14
CG6808	3.3870084654325e-18	0.949771101116234	0.037	0.018	8.10578865947305e-14
MME1	3.89811733938608e-18	0.528298139785079	0.064	0.039	9.32897441661877e-14
nop5	5.35970473331272e-18	0.885788475583164	0.043	0.022	1.2826845367764e-13
Cdk4	5.72256075288117e-18	0.953609665813851	0.045	0.024	1.36952323937952e-13
Crys	6.4652663707761e-18	0.767401281417256	0.133	0.097	1.54726754785414e-13
RR51007-transposable-element	7.44772951622797e-18	1.11993845436146	0.02	0.007	1.78239062782368e-13
CR14033	7.559984209447e-18	2.00854812473226	0.014	0.003	1.80925542100486e-13
kkv	1.09696636701655e-17	1.138739794211	0.033	0.015	2.62525990954401e-13
lncRNA:CR44946	1.15928770921724e-17	0.915664083057917	0.025	0.01	2.77440734569869e-13
CG13833	1.27752721480097e-17	-0.929994738607343	0.039	0.064	3.05737813046168e-13
DIP-kappa	1.96933645233589e-17	-0.615547110343604	0.267	0.304	4.71301599773025e-13
CG9759	2.23339862036533e-17	1.86635803539682	0.026	0.011	5.34496957825832e-13
CG14695	2.4716896653631e-17	1.68029246523594	0.015	0.004	5.91524770714696e-13
rost	2.61340457845786e-17	0.528764797960047	0.033	0.016	6.25439983716535e-13
CG42598	3.41414950463156e-17	0.862627261150498	0.031	0.014	8.17074259448425e-13
PGRP-SC2	3.87554069037344e-17	1.3921373897634	0.018	0.006	9.27494398020172e-13
FBti0131273	5.42650080449276e-17	0.500673127557925	0.23	0.187	1.29867017253121e-12
RR48402-transposable-element	5.865859318303e-17	1.27689196606668	0.035	0.018	1.40381745205627e-12
FBti0019051	6.81144504870419e-17	-1.37568940513628	0.013	0.028	1.63011502905589e-12
Pbgs	9.06695452973317e-17	0.628502874040683	0.06	0.037	2.16990355805574e-12
eIF2Bgamma	9.93107763450088e-17	0.584722950490392	0.067	0.042	2.37670549948875e-12
Axs	1.31429556295638e-16	0.621279779008295	0.058	0.035	3.1453721412672e-12
asRNA:CR44137	1.42740175860902e-16	0.645996591065816	0.046	0.026	3.41605788870311e-12
CG5027	1.43834659859573e-16	-0.539307430470738	0.131	0.167	3.4422510797593e-12
frma	1.46068273029139e-16	0.553752951473052	0.059	0.036	3.49570591013335e-12
lncRNA:CR44506	1.62238645086479e-16	0.607508375215808	0.059	0.036	3.88269525420962e-12
CG42235	1.74859558610552e-16	0.697055464403055	0.054	0.032	4.18473895666773e-12
CR40190	1.86774970399056e-16	-0.772301468526309	0.044	0.069	4.46989859159021e-12
CG6171	2.03426416738e-16	0.530999088292338	0.079	0.052	4.86840100537382e-12
FBti0062674	2.39056493718364e-16	1.59716028439884	0.014	0.004	5.72110000766788e-12
POSH	2.59453633815689e-16	0.772293466369006	0.047	0.027	6.20924436447707e-12
CG13896	2.63665925625916e-16	0.755470291554532	0.031	0.015	6.31005293207943e-12
CG5567	2.67068806600479e-16	0.645044952173217	0.077	0.051	6.39149067956265e-12
CG1542	2.69254090343969e-16	0.885226551940291	0.037	0.019	6.44378889011187e-12
CG40198	2.74587772344133e-16	0.777994530355672	0.055	0.033	6.57143456773979e-12
DNApol-iota	2.85008083679757e-16	0.536684996574119	0.068	0.043	6.82081345862394e-12
CG12206	2.93818486000123e-16	0.939170920982884	0.037	0.019	7.03166400695494e-12
Fkbp39	3.37531099886976e-16	0.650886076117335	0.061	0.038	8.07779428249512e-12
Scgbeta	3.78169202376728e-16	-0.586562216880834	0.103	0.135	9.05034535127984e-12
CG6910	5.00887205921887e-16	-0.768318869737195	0.12	0.154	1.19872326121226e-11
CG30050	8.51746793648983e-16	0.702682124076736	0.025	0.011	2.03840042656075e-11
lncRNA:CR33963	9.27632394427252e-16	0.691105880028363	0.057	0.034	2.2200098463433e-11
RR48399-transposable-element	9.35709526867525e-16	0.672102588889845	0.018	0.006	2.23934003969936e-11
exp	9.3835628723653e-16	0.7382651129334	0.064	0.04	2.24567426661447e-11
mRpL37	1.12740878168188e-15	-0.805013505410125	0.045	0.07	2.69811469632108e-11
FBti0059646	1.21229823628091e-15	1.31096569239131	0.024	0.01	2.90127213906747e-11
CG4038	1.28019387752315e-15	0.592583898272527	0.055	0.033	3.06375998768841e-11
AlaRS	1.38857623283643e-15	0.522108847988833	0.076	0.05	3.32314064042415e-11
CG14301	1.5716626105863e-15	0.572223526259136	0.043	0.024	3.76130295965514e-11
CG13409	1.88249991466233e-15	-0.506744671959136	0.114	0.148	4.50519879576989e-11
FBti0062666	2.26610980359261e-15	0.921004699543398	0.021	0.009	5.42325398195783e-11
FBti0059759	2.30920514779293e-15	-1.63766676330011	0.009	0.022	5.52638975969804e-11
FBti0060729	2.40211748836171e-15	1.83710891646857	0.012	0.003	5.74874757314723e-11
Ndg	2.63062549793111e-15	1.0754818141156	0.022	0.009	6.29561294164873e-11
Lk	3.97013111429092e-15	2.86440569029557	0.015	0.005	9.50131778272103e-11
CG46301	4.8540852692839e-15	-0.532296252511984	0.206	0.243	1.16167968664502e-10
CG10359	4.85545502695142e-15	0.751873126112768	0.032	0.016	1.16200749705001e-10
CG1582	5.11832109095637e-15	0.500818710988238	0.06	0.037	1.22491660348768e-10
CG11334	5.17455519801606e-15	0.536384584339335	0.077	0.052	1.2383745499892e-10
Irbp18	5.31205870881264e-15	0.743945701859708	0.047	0.027	1.27128189019304e-10
Ku80	5.34958870265024e-15	1.24524326907357	0.02	0.008	1.28026356831826e-10
T3dh	5.69524857447357e-15	0.728397155260539	0.033	0.017	1.36298688884301e-10
Ork1	9.4561155194358e-15	0.536280956364578	0.047	0.028	2.26303756611138e-10
NPFR	1.18299199671966e-14	-0.577753531949283	0.062	0.088	2.83113644654949e-10
lectin-28C	1.2213112504722e-14	-0.776858366508917	0.072	0.099	2.92284208463007e-10
Obp19d	1.36138916767403e-14	-0.549786686830016	0.274	0.312	3.2580765560775e-10
ds	1.3633716233824e-14	0.514123659545756	0.082	0.056	3.26282096907877e-10
FBti0059916	1.63071892216119e-14	-0.526837242018746	0.081	0.11	3.90263652451615e-10
ft	1.68172513126481e-14	0.712668583303539	0.055	0.034	4.02470458414294e-10
CG7565	1.91450715190586e-14	-0.55610098047827	0.119	0.152	4.58179851594111e-10
MetRS	2.09890703369955e-14	0.562915821980302	0.07	0.046	5.02310431304975e-10
LanB2	2.5610844931129e-14	0.584448337950954	0.047	0.028	6.12918740891779e-10
CG31100	2.8964790393967e-14	0.778583289327157	0.036	0.02	6.93185363708419e-10
AsnS	3.37950819241415e-14	0.652385358027895	0.038	0.021	8.08783900608553e-10
nst	3.39140102491073e-14	0.530116551031176	0.064	0.042	8.11630093281636e-10
Sgsh	4.49556800321841e-14	1.17238725014153	0.018	0.007	1.07587933453023e-09
CG13607	6.05844089303084e-14	0.589098570301272	0.055	0.035	1.44990607452014e-09
CG12594	6.32694877496026e-14	-0.524230342258847	0.174	0.209	1.51416538082349e-09
FBti0019178	8.99114536392933e-14	-1.88219063048793	0.003	0.012	2.15176090849557e-09
CG34327	1.04970211245631e-13	0.507742786473364	0.045	0.027	2.51214709553045e-09
CG12112	1.23956347412095e-13	0.800025319054561	0.027	0.013	2.96652330626627e-09
CG12947	1.61540875876378e-13	0.889002539484802	0.033	0.018	3.86599624147348e-09
CG6071	1.83660502113895e-13	0.877244330404505	0.023	0.011	4.39536313658974e-09
FBti0020117	2.09864414820568e-13	2.15749632784751	0.01	0.002	5.02247517548583e-09
FBti0060875	2.18875630188448e-13	1.52032221720644	0.012	0.003	5.23813158166993e-09
Fib	2.23911402039301e-13	0.768706485483824	0.04	0.023	5.35864767360455e-09
CG13676	2.26461240029156e-13	0.891599063801829	0.027	0.014	5.41967039637777e-09
FBti0019159	2.59645788819698e-13	0.723430640840345	0.038	0.022	6.21384301803301e-09
FBti0064311	2.99249891208579e-13	-1.1129494009725	0.013	0.027	7.16164839640371e-09
CG32625	3.46045742414604e-13	1.34594211838352	0.011	0.003	8.2815667074663e-09
FBti0020260	3.63985368301302e-13	-1.49775639742103	0.007	0.018	8.71089783418675e-09
Nup154	3.94515777766544e-13	0.548701424093918	0.051	0.032	9.44155159350893e-09
NHP2	4.33724115596054e-13	0.630540641343688	0.044	0.026	1.03798855344448e-08
Cpr76Bd	4.91267310408721e-13	0.756764513660372	0.025	0.012	1.17570092727015e-08
asRNA:CR44370	5.08819391124837e-13	0.730659282516937	0.039	0.023	1.21770656683996e-08
CG8303	5.35414817320962e-13	1.15712691680259	0.023	0.011	1.28135474081253e-08
mRpL34	6.44888516635121e-13	-0.542295294731863	0.065	0.09	1.54334719801117e-08
RR48404-transposable-element	6.52062305438653e-13	0.694301496353753	0.031	0.016	1.56051550937578e-08
sca	7.15904829859325e-13	-0.508775269415928	0.127	0.157	1.71330343881934e-08
CG42633	9.03682730671831e-13	-2.13465653950132	0.004	0.013	2.16269351104383e-08
CG3999	9.34907458321617e-13	-1.50056314719985	0.006	0.016	2.23742052925529e-08
gkt	1.05929906919374e-12	0.665486162708743	0.037	0.021	2.53511453239447e-08
FBti0059640	1.21044932500982e-12	0.604393864122973	0.061	0.04	2.8968473246135e-08
CG15657	1.30657924665747e-12	0.833048818128507	0.018	0.008	3.12690545310066e-08
hbs	1.37241854951264e-12	-0.541277976562072	0.13	0.16	3.28447207269366e-08
CG42867	1.38443012163547e-12	1.73114747828151	0.01	0.003	3.31321816709802e-08
Est-6	1.54437409135072e-12	-0.772583744191702	0.088	0.115	3.69599607542054e-08
CG4611	1.76467329935438e-12	0.734452724866756	0.035	0.02	4.22321614001489e-08
feo	1.83639880386265e-12	1.06632271874435	0.019	0.008	4.3948696174041e-08
CG3588	1.87801251304146e-12	0.530586270628513	0.025	0.013	4.49445954621083e-08
asRNA:CR43609	1.93868542564933e-12	1.06040503141955	0.025	0.012	4.63966196066398e-08
mwh	1.98113757529543e-12	0.600309633394099	0.048	0.03	4.74125844519703e-08
CG3568	2.00472121726604e-12	0.714213050634303	0.032	0.017	4.79769881716108e-08
FBti0018908	2.0655563661166e-12	1.37738233680513	0.02	0.009	4.94328949539024e-08
fau	2.2651520302858e-12	-0.994662436683033	0.019	0.034	5.42096183887996e-08
RhoL	2.36377451442545e-12	0.572083066288797	0.047	0.029	5.65698516792298e-08
CG7900	2.64353419785365e-12	0.911185043473012	0.017	0.007	6.32650604230335e-08
FBti0019447	2.73880772717827e-12	-1.22629275899653	0.009	0.02	6.55451465268304e-08
cactin	3.01757141635548e-12	0.706395942344366	0.041	0.025	7.22165191362193e-08
Dh44-R1	3.55735745822878e-12	-0.620900213538949	0.062	0.085	8.51346786903311e-08
CG14221	4.70488193268999e-12	1.17618535554533	0.022	0.01	1.12597234413137e-07
CG3408	5.3277058786388e-12	0.679484858670528	0.053	0.034	1.27502657087584e-07
CG15414	5.84909290970691e-12	0.849719885520195	0.025	0.013	1.39980491515106e-07
dpr5	6.02769315609362e-12	-0.604578660171254	0.073	0.097	1.44254752611633e-07
Sod3	6.30972176750408e-12	-0.643796418553187	0.08	0.105	1.51004261339908e-07
CG34265	6.34415061243221e-12	1.48527586530179	0.011	0.003	1.51828212456728e-07
Hayan	6.5229831239799e-12	0.618698487169167	0.036	0.021	1.56108032123087e-07
CG10483	6.68152111104084e-12	-0.517756710660202	0.075	0.1	1.59902163229429e-07
CG13344	7.91633950271942e-12	-0.502160691420738	0.07	0.095	1.89453836979081e-07
FBti0020075	8.23033588808196e-12	-1.38571576498847	0.008	0.018	1.96968398473578e-07
asRNA:CR43463	8.63136785717485e-12	1.20772661827012	0.014	0.005	2.06565895557909e-07
CG13870	8.89425621766255e-12	1.14273009119778	0.013	0.005	2.128573398011e-07
FBti0019396	9.1664601247935e-12	-1.21185913110891	0.017	0.031	2.19371723706558e-07
Nep7	9.76008517757388e-12	0.970872850554184	0.019	0.009	2.33578358469698e-07
CG18596	1.12361830277496e-11	0.628259594369885	0.042	0.026	2.68904332220104e-07
AstC-R2	1.69194091430536e-11	-0.565350483807807	0.161	0.191	4.04915299611559e-07
28SrRNA-Psi:CR41609	1.70593751940477e-11	-1.429208555714	0.008	0.018	4.0826496714395e-07
CysRS	1.85413894502214e-11	0.649521718916101	0.043	0.026	4.43732532322698e-07
Sp212	2.37552269015143e-11	0.733882662469476	0.035	0.021	5.68510090207041e-07
CG16739	2.94762438148362e-11	-1.03975151128732	0.017	0.031	7.05425466976661e-07
fest	3.09400754841246e-11	-0.940845449586808	0.022	0.037	7.4045788648607e-07
FBti0059773	3.31113606832875e-11	-0.618055300131682	0.043	0.062	7.92421083872437e-07
Marf1	3.70502314517727e-11	-1.62872992052108	0.009	0.02	8.86686139103824e-07
Adck1	3.79849913585071e-11	1.01928453761409	0.027	0.015	9.09056813191793e-07
CG14906	4.54748631738729e-11	0.617924455833739	0.039	0.024	1.08830442547713e-06
Scp1	4.60530079201761e-11	-0.607299644199538	0.093	0.119	1.10214058554565e-06
asRNA:CR45161	6.31495979536056e-11	0.689535879057119	0.033	0.019	1.51129617822569e-06
CG18327	6.61289132588142e-11	1.26160473437403	0.014	0.006	1.58259715210994e-06
snoRNA:Psi28S-1153	6.66899693063491e-11	-0.934939869056849	0.011	0.022	1.59602434543955e-06
RNaseZ	6.87131224536446e-11	0.509658078841704	0.036	0.022	1.64444244656062e-06
CG3984	7.26215437611309e-11	0.600995035125083	0.021	0.01	1.73797878529138e-06
lncRNA:CR44662	7.38195714653506e-11	0.732300383446231	0.036	0.022	1.76664998430877e-06
snoRNA:Psi28S-3342	7.45371031720859e-11	-1.02982559976008	0.015	0.027	1.78382195311436e-06
FBti0019715	7.51576684084135e-11	1.19644400149068	0.021	0.01	1.79867332035015e-06
FBti0020210	7.6822755840619e-11	-0.885461620972949	0.01	0.02	1.83852219277769e-06
CG34057	7.82417757345823e-11	0.759957144049408	0.029	0.016	1.87248217688002e-06
RR48376-transposable-element	7.97623814359893e-11	0.745466791809737	0.038	0.023	1.9088733125261e-06
CG14400	8.03300073537501e-11	-0.942732585255158	0.023	0.037	1.92245773598995e-06
asRNA:CR43885	8.38788318990796e-11	0.986750479607709	0.016	0.007	2.00738820500877e-06
FBti0062269	8.64960624649585e-11	1.84975843949006	0.012	0.004	2.07002376691139e-06
RpII33	9.11778656093603e-11	0.577832803478841	0.047	0.03	2.18206867976321e-06
NijA	9.43706160207422e-11	0.720078288797569	0.029	0.017	2.2584775826084e-06
Pzl	1.02114220189976e-10	1.83672921108217	0.135	0.11	2.4437975175865e-06
CG6429	1.05567797439066e-10	0.539643797053254	0.043	0.028	2.52644852831173e-06
Task7	1.07570861497886e-10	-0.519173173144911	0.077	0.1	2.5743858573674e-06
CG13026	1.12390148055142e-10	0.867882607597378	0.022	0.011	2.68972102325567e-06
CG31704	1.13966995114552e-10	-1.02161741059468	0.02	0.034	2.72745812708145e-06
FBti0059659	1.19769002166749e-10	0.625730969885246	0.03	0.017	2.86631175985463e-06
Drsl4	1.24509972768103e-10	-0.579120198657514	0.026	0.042	2.97977266828623e-06
Dsk	1.25737546791096e-10	-1.22279720013692	0.061	0.083	3.00915096980452e-06
tx	1.59496728796079e-10	0.590111174764548	0.06	0.042	3.81707571354776e-06
CG13965	1.62312197305293e-10	1.40572848510764	0.01	0.003	3.88445550591027e-06
CG13022	1.71585994569441e-10	1.66212094752632	0.01	0.003	4.10639602203586e-06
CG3604	1.9647764081169e-10	1.13265030129995	0.015	0.007	4.70210289990536e-06
FBti0061874	2.31238694457629e-10	1.14023570709394	0.01	0.003	5.53400443575998e-06
Nepl3	2.63347337698286e-10	1.42724720761381	0.013	0.005	6.30242848579538e-06
