p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
7.68646220994866e-45	-0.165576680610946	0.065	0.21	2.57780883135048e-40	CEPT1
8.21598117703486e-45	-0.567973134352946	0.38	0.633	2.75539360734218e-40	MICU1
8.54237988108995e-45	-0.312586517180032	0.042	0.165	2.86485794072114e-40	EGLN3
8.58936168642033e-45	-0.116056659094175	0.018	0.115	2.88061422877478e-40	ZNF347
8.59851214516798e-45	-0.124754258818998	0.014	0.107	2.88368301812498e-40	SFMBT1
8.70829796874544e-45	-0.15442208741912	0.005	0.082	2.92050188977816e-40	RBMS2
9.26848558133818e-45	-0.219553892564501	0.042	0.166	3.10837200941338e-40	MAN2C1
9.50478557102211e-45	-0.117994250948037	0.006	0.085	3.18761993695369e-40	ZNF730
9.61584630523047e-45	-0.149230888152726	0.005	0.081	3.22486637538514e-40	RGPD8
1.00397459125606e-44	1.03359678280854	0.45	0.327	3.36702958669546e-40	EIF3A
1.03660478753135e-44	-0.173807585589494	0.012	0.101	3.47646147594389e-40	ARL6IP6
1.10166248299647e-44	-0.219335879701185	0.091	0.255	3.69464546922525e-40	UBE2E1
1.13380533067026e-44	-0.15695756340089	0.003	0.074	3.80244293746885e-40	AC103923.1
1.14313340221752e-44	0.857975984877581	0.299	0.139	3.8337264910169e-40	ECHS1
1.17252464190848e-44	-0.152200332010784	0.004	0.08	3.93229589156848e-40	LINC01588
1.19839161328396e-44	-0.162750295669386	0.02	0.121	4.01904595347043e-40	AP005433.1
1.20536453880994e-44	-0.160779789193881	0.099	0.27	4.04243105380688e-40	RAB12
1.2450775525468e-44	-0.141891311401721	0.002	0.073	4.17561658797621e-40	SYS1-DBNDD2
1.28338831127403e-44	-0.221327583269864	0.121	0.305	4.30409937951971e-40	SCYL2
1.36650319043769e-44	-0.1825080216877	0.021	0.123	4.58284174977089e-40	ADGRA3
1.37200325415546e-44	0.877493073081129	0.292	0.133	4.60128731346117e-40	EIF5A
1.40288828136059e-44	-0.190978594112378	0.004	0.077	4.704866429199e-40	CPO
1.42971611729681e-44	-0.220771046191417	0.001	0.067	4.79483894257831e-40	FGF12-AS1
1.46725168924217e-44	-0.169581759923596	0.006	0.085	4.92072199021145e-40	CACNG4
1.47996953744849e-44	-0.151003347705999	0.052	0.186	4.96337383774099e-40	NCOA5
1.68583624973298e-44	-0.151567508140705	0.024	0.128	5.65378903072949e-40	MOB3A
1.80866383035213e-44	-0.24278737390177	0.04	0.16	6.06571588785192e-40	IPCEF1
1.8629337768731e-44	-0.277676154567521	0.018	0.114	6.24772100749932e-40	DPF3
1.90215451967703e-44	0.831746225655428	0.271	0.114	6.37925561264087e-40	FLII
2.02411633955359e-44	-0.244578353815048	0.004	0.079	6.78827896796087e-40	AP003063.1
2.12153334559462e-44	0.985793060843803	0.378	0.234	7.11498638112066e-40	SYT13
2.20295535851066e-44	-0.193937983990876	0.027	0.135	7.38805138583721e-40	PRPF3
2.23205879631515e-44	-0.165120435629616	0.003	0.076	7.48565558520212e-40	LINC01135
2.23929288345681e-44	-0.173336230316935	0.055	0.19	7.5099165432491e-40	GPR173
2.28009582039986e-44	0.881603238188774	0.419	0.254	7.64675735287502e-40	TMSB10
2.29462948328534e-44	-0.247192541684502	0.109	0.284	7.69549889809403e-40	USP31
2.29660888994491e-44	-0.162813352939611	0.017	0.112	7.70213723420824e-40	MICAL1
2.40275327452121e-44	-0.137416293792581	0.027	0.136	8.0581136567618e-40	CSNK1G1
2.44330470999564e-44	-0.11925714851143	0.106	0.282	8.19411100591239e-40	SH3GLB1
2.57715339032699e-44	-0.118016999207888	0.005	0.08	8.64299932513963e-40	KMT5C
2.69086171289724e-44	0.849707518639648	0.275	0.119	9.02434292654347e-40	PSMC3
2.70866680772054e-44	-0.153897216994669	0.082	0.239	9.08405587305237e-40	NAPEPLD
3.0098404736277e-44	-0.21845054266654	0.011	0.098	1.00941019964052e-39	SLC25A43
3.0484278336571e-44	-0.229427573974416	0.156	0.359	1.02235124257358e-39	XPO6
3.07302476987261e-44	-0.168919326947172	0.003	0.074	1.03060031707218e-39	CD247
3.2148284088516e-44	-0.121760743205018	0.008	0.091	1.07815700347656e-39	GTF2IRD2B
3.26510246804996e-44	0.839633492825655	0.256	0.102	1.09501741470991e-39	TUSC2
3.38772798917106e-44	-0.170630988003259	0.016	0.109	1.1361423357283e-39	SHLD1
3.68581468530627e-44	-0.136739464265446	0.027	0.135	1.23611167101117e-39	TMEM39B
3.75891321491336e-44	-0.135820680006742	0.014	0.104	1.26062672488549e-39	ZNF774
3.82178028289008e-44	-0.156897135912046	0.023	0.127	1.28171045347285e-39	ILDR2
3.88813845906603e-44	-0.341226566485689	0.04	0.159	1.30396499501697e-39	CACNG3
4.03050632302922e-44	0.884001089453081	0.274	0.119	1.35171090555431e-39	CYB561
4.17629691397601e-44	-0.133712880227535	0.015	0.107	1.40060469604014e-39	TCTN2
4.31765904969841e-44	-0.350461281860822	0.023	0.124	1.44801331549736e-39	PLD1
4.48695656682025e-44	-0.154150898454955	0.031	0.144	1.50479062381451e-39	FAM81A
4.53652519892579e-44	-0.191118916851331	0.003	0.076	1.52141445596374e-39	CUBN
4.56258376908776e-44	-0.394636513464511	0.128	0.306	1.53015371863896e-39	SNAP25-AS1
4.92182926892441e-44	0.86531211594922	0.278	0.122	1.65063388191918e-39	UBE2Q1
5.53644911310195e-44	-0.206762908674155	0.042	0.166	1.856758939061e-39	WDR25
5.55581299019815e-44	-0.11587579085515	0.003	0.076	1.86325300252275e-39	ZBTB49
5.57446012979265e-44	-0.241952296683283	0.043	0.167	1.86950669372856e-39	COX10
5.60951321505907e-44	-0.148072009916044	0.012	0.1	1.88126244693436e-39	YPEL1
5.61089100738306e-44	-0.17092064808155	0.066	0.21	1.88172451714606e-39	ZDHHC13
5.80179493423394e-44	-0.167725386833485	0.026	0.131	1.94574796709404e-39	MAP3K10
5.99329755886581e-44	0.880853393396641	0.302	0.146	2.00997220231683e-39	SMIM29
6.01075237850416e-44	-0.143050299547265	0.183	0.404	2.01582602517894e-39	MYEF2
6.28532322429305e-44	-0.15130029566382	0.107	0.282	2.10790884973116e-39	CHIC1
6.86811618735877e-44	-0.151521364876716	0.031	0.143	2.30336012575451e-39	TCF7L2
6.93541984938644e-44	-0.174198415997435	0.036	0.153	2.32593175488873e-39	KDM5D
7.0776435798093e-44	-0.17379603605173	0.06	0.2	2.37362932736065e-39	MYT1
7.22064977876362e-44	-0.168274105346912	0.003	0.073	2.42158931630396e-39	AP002991.1
7.30898760570155e-44	-0.127158352991006	0.013	0.102	2.45121517332413e-39	FAM76B
7.64549495551045e-44	-0.191066900025125	0.03	0.14	2.56406964322954e-39	TMEM94
8.14238212102308e-44	0.962954163055519	0.452	0.341	2.73071069192751e-39	UQCRC2
8.27943759422528e-44	-0.271928999994011	0.043	0.166	2.77667498597533e-39	WSCD2
8.35052191384314e-44	-0.239480155447218	0.116	0.295	2.80051453424557e-39	IWS1
8.37103356021514e-44	-0.163012875008821	0.002	0.071	2.80739352508935e-39	MAGEC3
8.39555240625416e-44	-0.113214697468173	0	0.065	2.81561641048546e-39	AC027682.4
8.68232878045777e-44	-0.236876035031128	0.157	0.359	2.91179260310212e-39	COG6
8.81580773568036e-44	-0.216390897644186	0.001	0.067	2.95655744031512e-39	TRPC7
8.95488673967095e-44	-0.144165618899524	0.026	0.133	3.00320036588345e-39	BNIP2
9.06510891144971e-44	-0.162645165446121	0.09	0.254	3.04016557563289e-39	NSRP1
9.38455854218173e-44	-0.160031972103969	0.001	0.067	3.14729939829149e-39	PRR5
9.50148088798559e-44	-0.964040750018526	0.076	0.219	3.18651164540373e-39	HTR2C
9.74589130478093e-44	-0.260412500699914	0.088	0.247	3.26847956688438e-39	PEX14
9.92274548948102e-44	-0.115135024394919	0.068	0.215	3.32779115480725e-39	SH2B1
1.01516677952536e-43	-0.132324036573949	0.065	0.21	3.40456482849421e-39	ZNF195
1.04031517774241e-43	0.901820140195908	0.407	0.264	3.48890501159473e-39	DPYSL3
1.10280034711132e-43	-0.223084012735016	0.018	0.112	3.69846152410722e-39	P2RX7
1.15526042611811e-43	-0.164650280199821	0.056	0.191	3.87439689107232e-39	ZSWIM8
1.28052926149293e-43	-0.251738567423474	0.015	0.107	4.29451098426884e-39	LAMA1
1.39987467683387e-43	0.952170521053933	0.43	0.277	4.69475970369776e-39	MT3
1.40803472577386e-43	-0.148109468104715	0.068	0.213	4.72212605982778e-39	DIRC2
1.43280621434733e-43	-0.1626311258939	0.008	0.09	4.80520220105663e-39	AL035401.1
1.48935316114459e-43	-0.308047694923611	0.099	0.264	4.99484369653061e-39	CSNK1G3
1.49376754406141e-43	-0.193945352223025	0.1	0.268	5.00964821251876e-39	DYNC2LI1
1.53201933127002e-43	0.92061629305148	0.304	0.152	5.13793323128026e-39	PRRT1
1.53629048512928e-43	0.774477523750584	0.246	0.093	5.15225739997807e-39	IDH3G
1.53885491454691e-43	-0.134346230389259	0.052	0.184	5.16085772691596e-39	CHST12
1.56467506364034e-43	-0.171953139342621	0.012	0.098	5.24745076093062e-39	TECTA
1.57250426677999e-43	-0.222997827193887	0.032	0.143	5.27370755950005e-39	ATAD2
1.58197501876994e-43	0.761593780302919	0.238	0.085	5.30546962044876e-39	PRAF2
1.60793971577616e-43	-0.253572918537263	0.016	0.109	5.39254742479851e-39	PRDM5
1.64615563291716e-43	0.00214896006569054	0.818	0.791	5.52071214611427e-39	DNM3
1.70328656441954e-43	-0.118201641318466	0.068	0.213	5.7123121510938e-39	KIFC2
1.73145798268653e-43	-0.210120897808902	0.136	0.327	5.80679063653583e-39	CUL4A
1.88532079069731e-43	0.741095636684071	0.212	0.067	6.32280033576156e-39	TMEM147
1.92103935536732e-43	-0.173866955829113	0.028	0.136	6.44258968609538e-39	PRTFDC1
1.92545295944158e-43	-0.115708003683047	0.041	0.162	6.45739159007923e-39	MZF1
1.9544801094412e-43	-0.254697735833737	0.006	0.083	6.55473994303296e-39	NECTIN3-AS1
1.95767161006771e-43	-0.213540817323807	0.159	0.362	6.56544327868409e-39	SYTL2
2.05211742223702e-43	-0.181058001030069	0.01	0.093	6.88218619895631e-39	RAB3IP
2.33146955047605e-43	-0.109680139471021	0.046	0.173	7.81904943143153e-39	RBM12B
2.33532114892183e-43	-0.159315036309931	0.012	0.099	7.83196653713913e-39	SLC22A5
2.70512571388862e-43	-0.269467304508155	0.066	0.207	9.07218010666827e-39	TMEM196
3.39486169333527e-43	-0.208203345516427	0.019	0.114	1.13853476609385e-38	PPARA
3.41469378787283e-43	-0.170326839915305	0.156	0.359	1.14518585563891e-38	SLC36A4
3.44556198565465e-43	0.886446543886974	0.552	0.498	1.155538123129e-38	DNM1L
3.575247360867e-43	-0.151910278806585	0.048	0.176	1.19903070741396e-38	MTHFR
3.62754130285581e-43	-1.21365191208155	0.121	0.277	1.21656852673875e-38	NXPH1
3.67507694185956e-43	0.904011823155515	0.352	0.199	1.23251055399144e-38	ERLEC1
3.71031831445248e-43	0.838627347418513	0.267	0.113	1.24432945311793e-38	GLRX5
4.1005252196005e-43	0.712202805853839	0.217	0.071	1.37519314289742e-38	HDHD2
4.10898914700038e-43	-0.272903329850905	0.086	0.241	1.37803169022952e-38	DEPTOR
4.27046716849509e-43	-0.173157154749311	0.098	0.263	1.4321865742982e-38	HIPK3
4.48263303467701e-43	-0.256656691050048	0.002	0.07	1.50334064083963e-38	CFAP299
4.71076579613263e-43	-0.193067460769533	0.021	0.12	1.579849525049e-38	PLGRKT
4.81064995774361e-43	-0.223257097461075	0.023	0.124	1.61334767632848e-38	AC093157.1
4.97066469729058e-43	-0.130742355030989	0.034	0.148	1.66701181953034e-38	SIRT1
5.13996146002322e-43	-0.213059459462094	0.006	0.082	1.72378887484799e-38	COL24A1
5.50183540823034e-43	-0.11430412032438	0.094	0.259	1.84515054085821e-38	ZNF318
5.6491849290317e-43	0.794107851911153	0.271	0.114	1.89456714964936e-38	SCAND1
6.10783391174915e-43	-0.142849153717454	0.005	0.079	2.04838425898331e-38	CDH3
6.15385221269737e-43	-0.140711113716588	0.018	0.112	2.06381741657232e-38	ZNF283
6.31576624246483e-43	-0.160286629208647	0.17	0.382	2.11811852473543e-38	CHD8
6.68746801269687e-43	-0.167490407076346	0.017	0.109	2.24277614741815e-38	AC001226.2
6.74460827660034e-43	-0.18138255306705	0.006	0.082	2.26193927772346e-38	CCDC122
6.75926487151354e-43	-0.232522551016596	0.014	0.103	2.2668546599595e-38	SHROOM3
6.90090470854837e-43	-0.167169129463818	0.075	0.224	2.31435641210587e-38	NPAT
6.95860942430692e-43	0.703541537617673	0.607	0.566	2.33370884262981e-38	AKAP12
7.14838055333608e-43	-0.441963656649542	0.293	0.543	2.39735238617232e-38	TTBK2
7.23843330653133e-43	-0.109698348005681	0.101	0.272	2.42755337801141e-38	VCL
7.56907811872027e-43	-0.931872269722394	0.373	0.595	2.53844172867522e-38	TMEM132B
7.58934353962488e-43	-0.169556633270669	0.005	0.078	2.545238142884e-38	JADE3
7.91179568011254e-43	-0.351733971748857	0.006	0.083	2.65337891723934e-38	TSACC
8.17944914352214e-43	-0.180691622846344	0.014	0.102	2.74314185926302e-38	TCP11L2
8.71354119491412e-43	0.955845805522937	0.51	0.432	2.92226031053835e-38	USP22
8.89463256018703e-43	-0.138373036608479	0.006	0.081	2.98299292170992e-38	CAVIN4
9.35324132570118e-43	-0.144485845432743	0.043	0.165	3.13679654340041e-38	CFLAR
9.51924245288833e-43	-0.1503795499304	0.01	0.092	3.19246834142516e-38	AC009403.1
9.66982175656951e-43	0.825633359328212	0.231	0.083	3.24296812250072e-38	PRELID1
1.02375424515395e-42	0.908866798855481	0.342	0.193	3.43336461197281e-38	JPT1
1.04435619507252e-42	-0.134993169588211	0.01	0.092	3.5024573714147e-38	TTC23L
1.0517544339599e-42	-0.178823398482532	0.03	0.138	3.52726884517131e-38	ALKBH3
1.10790145815388e-42	-0.193380511331256	0.003	0.071	3.71556912021065e-38	AC244131.2
1.11790806033163e-42	-0.181781946434726	0.028	0.134	3.74912826193419e-38	SNX8
1.12800140053294e-42	-0.204187045462729	0.009	0.089	3.78297829696733e-38	PRKCH
1.13738422907674e-42	-0.139811761379491	0.004	0.077	3.81444548905468e-38	SNX31
1.13922641266389e-42	-0.217903197519262	0.006	0.081	3.82062362015087e-38	ADAMTS6
1.22485759868283e-42	-0.224047347999929	0.019	0.113	4.1078049287026e-38	IPO9-AS1
1.24459519685616e-42	0.992459383152947	0.412	0.283	4.17399891169651e-38	RUNDC3A
1.24929003572981e-42	0.925282052785928	0.345	0.196	4.18974399282708e-38	ARPC3
1.26633787501424e-42	-0.126738102802044	0.02	0.117	4.24691733143527e-38	MEMO1
1.31145768628429e-42	0.772889359120664	0.218	0.073	4.39823564249162e-38	PSMD10
1.35136089745194e-42	-0.175206283055173	0.049	0.176	4.53205904178457e-38	JHY
1.37330116175111e-42	-0.166833815888789	0.026	0.129	4.60564010616469e-38	SLC26A8
1.39373803613031e-42	-0.137972827703952	0.001	0.066	4.67417925177022e-38	OTOA
1.46654803833111e-42	-0.154513097122987	0.007	0.084	4.91836215615106e-38	ARHGEF1
1.64036986889465e-42	-0.11198942224394	0.106	0.278	5.501308429312e-38	MARK2
1.69186368387281e-42	-0.253695593334064	0.025	0.128	5.67400323660425e-38	CABLES1
1.69222772809717e-42	-0.0969592031145719	0.063	0.204	5.67522413171949e-38	NUPL2
1.80187850443432e-42	-0.17627769117088	0.131	0.316	6.04295994032138e-38	PSMG2
1.80791617512164e-42	-0.16936907852521	0.09	0.249	6.06320847650545e-38	POLR2F
1.85901829141628e-42	0.851174868121695	0.294	0.139	6.23458964392277e-38	GSTO1
1.89843070400638e-42	-0.124407321535391	0.099	0.265	6.36676705202621e-38	XRN2
1.91151043979478e-42	-0.191923915692785	0.011	0.095	6.41063256193976e-38	LRRIQ1
1.96612933724553e-42	-0.163214918793724	0.027	0.132	6.59380795832032e-38	ZNF189
2.02801862566029e-42	-0.205878583630309	0.042	0.162	6.8013660648769e-38	DENND4B
2.09526113986646e-42	-0.243633600471024	0.224	0.451	7.02687728477014e-38	FBXW7
2.12234050491497e-42	-0.22396106761118	0.01	0.093	7.11769335133333e-38	AC113383.1
2.21628177407617e-42	-0.20860193842145	0.083	0.237	7.43274418571926e-38	TPP2
2.68834808890493e-42	-0.100083531081269	0.012	0.097	9.01591298576047e-38	CDC7
2.75235859752362e-42	-0.1825174687481	0.076	0.223	9.23058502851498e-38	RASSF4
2.76864325751347e-42	-0.144033071347919	0.029	0.135	9.28519889272293e-38	DGCR8
3.02370175262086e-42	-0.152343230749073	0.021	0.118	1.01405885677646e-37	FKBP14
3.06345461708562e-42	-0.235634799296617	0.029	0.135	1.027390774932e-37	DUSP16
3.15634600554129e-42	-0.113856560409292	0	0.063	1.05854375987838e-37	AC087294.1
3.18559700427058e-42	0.762215171523642	0.221	0.077	1.06835366732222e-37	COMMD8
3.19043158709575e-42	-0.15136882269049	0.008	0.087	1.0699750413643e-37	SMC5-AS1
3.19568969581104e-42	-0.118181080453396	0.016	0.107	1.07173845328415e-37	PRDM15
3.30696906729487e-42	-0.612316872792753	0.003	0.073	1.10905821609868e-37	AC008415.1
3.30986018609369e-42	-0.135365883150553	0.167	0.372	1.11002781061024e-37	RNF149
3.36366791094988e-42	-0.208389008727515	0.108	0.276	1.12807330729526e-37	ARHGEF3
3.39097455682771e-42	-0.158113033655909	0.002	0.067	1.13723113712331e-37	MYO3A
3.52000674633525e-42	-0.625374516434466	0.145	0.326	1.18050466251845e-37	PIP4K2A
3.55759921066868e-42	-0.668061362728878	0.393	0.635	1.19311204728195e-37	HERC1
3.57692936887212e-42	-0.385859976711306	0.147	0.334	1.19959480243864e-37	RPS6KA3
3.61383428133801e-42	-0.183355220150697	0.093	0.253	1.21197160293233e-37	ABHD6
3.68363332049199e-42	-0.130690769435147	0.031	0.141	1.2353801066934e-37	USP30
3.70921055610193e-42	-0.151121632740627	0.024	0.125	1.2439579441999e-37	RBBP8
3.80058215685375e-42	-0.131852365913017	0.034	0.146	1.27460123794404e-37	ALKBH8
3.82237801274026e-42	-0.142539704767623	0.106	0.276	1.2819109141327e-37	CCDC82
4.17490737834979e-42	-0.164203417987336	0.221	0.458	1.40013868747717e-37	FAR1
4.45547084977062e-42	-0.120802231015585	0.005	0.077	1.49423125888757e-37	LINC02018
5.17666876045323e-42	0.746773511124914	0.225	0.079	1.7360994021932e-37	AAMP
5.21959277202156e-42	-0.0734107883323854	0.15	0.35	1.75049482795287e-37	FZD3
5.27755760139331e-42	-0.137552355145948	0.053	0.182	1.76993449277927e-37	RABEPK
5.43325148953487e-42	-0.190102754445484	0.031	0.14	1.82214955204531e-37	STRADB
5.51477015472236e-42	-0.157612661446102	0.01	0.093	1.84948846678924e-37	AC005037.1
5.55667584202714e-42	-0.121219783613494	0.007	0.084	1.86354237714064e-37	RAPGEF4-AS1
5.75232641516935e-42	-0.24700739390265	0.003	0.07	1.92915770985535e-37	LINC00871
5.87402183493264e-42	-0.169084222831835	0.064	0.201	1.96997070278136e-37	KLC4
6.04978841628805e-42	-0.156261789670486	0.061	0.196	2.02891754117052e-37	TAF1B
6.30810553701459e-42	0.951450538714762	0.368	0.223	2.11554935394858e-37	FXR2
6.47049900494651e-42	-0.150874720912954	0.016	0.105	2.17001125128891e-37	ZNF682
6.6071881984733e-42	-0.145102649018842	0.002	0.067	2.21585270612199e-37	AC022858.1
6.77455711502197e-42	0.481233188748089	0.865	0.893	2.27198321966492e-37	MT-CYB
6.79057199520321e-42	-0.142035255468544	0.014	0.102	2.2773541300313e-37	CASP3
6.93524369251994e-42	-0.515889841706227	0.086	0.235	2.32587267716041e-37	OSBPL3
6.95507263907261e-42	-0.153112540015209	0.002	0.069	2.33252271096578e-37	EFCAB13
6.97078626010402e-42	-0.164744789814736	0.044	0.165	2.33779258805108e-37	ANAPC4
7.04693787323521e-42	1.00963424359234	0.445	0.34	2.36333155454689e-37	SYNGR1
7.05890112033457e-42	0.584288550933735	0.511	0.406	2.36734366872661e-37	HUWE1
7.06177624555814e-42	-0.231767222241149	0	0.062	2.36830789947283e-37	LINC00922
7.34035091498765e-42	-0.11553586561907	0.002	0.069	2.46173348635941e-37	PINX1
8.30283403051198e-42	-0.0855240011967833	0.051	0.179	2.7845214488128e-37	AC005261.1
8.45379169038488e-42	-0.129363596320167	0.089	0.247	2.83514811920438e-37	NFATC2IP
8.66107272055475e-42	-0.18186200342997	0.036	0.148	2.90466395829244e-37	ZFAS1
9.00327541797184e-42	-0.368891363692157	0.137	0.316	3.01942847692522e-37	HMGCLL1
9.00770923381895e-42	0.884493677526787	0.294	0.145	3.02091544574586e-37	PDHA1
9.43686126327922e-42	-0.209232779923049	0.009	0.088	3.16484016186595e-37	ARHGAP10
9.50981701259456e-42	0.888920691155463	0.332	0.18	3.18930733151384e-37	UBE2M
1.02310292915932e-41	-0.124989420716444	0.003	0.072	3.4311802935216e-37	ZNF66
1.08366538809384e-41	-0.200646566213449	0.04	0.155	3.6342886120503e-37	TET1
1.11400333872557e-41	-0.27451990173522	0.003	0.071	3.73603299708393e-37	NXPH2
1.12997268200711e-41	-0.148868824775105	0.026	0.128	3.78958938364724e-37	RCC1
1.15649467669922e-41	-0.195019475191563	0.025	0.125	3.87853619724617e-37	PDK1
1.2815736652554e-41	-0.128107375237008	0.087	0.242	4.29801360116702e-37	RBM28
1.29625426278982e-41	-0.958233528351146	0.359	0.581	4.34724792111822e-37	EXOC4
1.30128371110538e-41	0.885967431672669	0.331	0.181	4.3641151819341e-37	ATXN7L3B
1.31898868203997e-41	-0.214602803387644	0.043	0.161	4.42349234295745e-37	CFAP61
1.51255716635147e-41	0.925427986429049	0.47	0.359	5.07266296879292e-37	GABBR1
1.64888105991561e-41	-0.117260674323503	0.003	0.07	5.52985241063898e-37	AL355773.1
1.70023209153142e-41	0.775645693091061	0.23	0.084	5.70206836536892e-37	VARS
1.72601983501849e-41	-0.161335529664748	0.066	0.206	5.78855272070151e-37	CYP2U1
1.76023715016156e-41	-0.183943310353525	0.002	0.067	5.90330733049682e-37	DNAI1
1.76537221582243e-41	-0.115720615341701	0.01	0.092	5.92052880020367e-37	ZNF30
1.78281694306291e-41	-0.130756630692986	0.012	0.095	5.97903318195009e-37	ZNF266
1.88768833751553e-41	-0.223112892333951	0.037	0.15	6.33074037752584e-37	METTL8
1.91434219100768e-41	0.945849207768035	0.446	0.326	6.42012940598245e-37	HMGCS1
2.0115295334193e-41	-0.121113260743124	0.002	0.067	6.7460665962283e-37	BRIP1
2.01749274129643e-41	-0.381236575536896	0.001	0.065	6.76606540648583e-37	XACT
2.09109608312575e-41	-0.151543179340387	0.034	0.145	7.01290893397882e-37	CDK10
2.12935903669758e-41	0.818108196919766	0.258	0.111	7.14123140137268e-37	GTF2F1
2.34580706053189e-41	-0.225120995621995	0.02	0.115	7.8671331389058e-37	AP000787.1
2.34788027920822e-41	-0.128353077546489	0.015	0.104	7.87408609238059e-37	AKNA
2.44263641527687e-41	0.866006170048026	0.31	0.157	8.19186974591404e-37	FBXL15
2.54192999291754e-41	0.859841848740547	0.281	0.129	8.52487061724757e-37	GPS2
2.55255015721496e-41	-0.353681536532666	0.003	0.071	8.56048746225181e-37	AC007319.1
2.58840324469162e-41	-0.287601720632051	0.255	0.489	8.68072796172229e-37	BTRC
2.85469660322787e-41	-0.145955609466607	0.052	0.179	9.57379599824532e-37	APIP
2.90506365883523e-41	-0.426902956156354	0.04	0.155	9.74271199263572e-37	FAT4
2.97361305417851e-41	-0.172483537241385	0.026	0.126	9.97260609979848e-37	NSUN3
2.97886336783819e-41	-0.142971449053319	0.008	0.086	9.99021407671893e-37	AC009554.1
3.03859827455882e-41	-0.324131190222347	0.148	0.337	1.01905470333879e-36	DDX10
3.18346593825048e-41	-0.199075433597646	0.103	0.266	1.06763897171106e-36	NLN
3.30640039394415e-41	-0.150323866343961	0.003	0.07	1.10886750011705e-36	VWA3A
3.96696222466556e-41	-0.200852187999639	0.062	0.196	1.33040012128609e-36	FBXO38
4.18952050874546e-41	-0.190235303009339	0.002	0.068	1.40503949301796e-36	CCDC175
4.33322299629159e-41	-0.158507412653673	0.002	0.066	1.45323299626631e-36	POC1B-AS1
4.33543605047397e-41	-0.143200967575783	0.004	0.073	1.45397518824746e-36	AC087457.1
4.38085398353137e-41	-0.247987160639642	0.004	0.073	1.46920700045692e-36	TACR1
4.42870243999287e-41	-0.187555644222737	0.051	0.176	1.48525393730041e-36	SLC36A1
4.49380395458926e-41	0.848341150300508	0.285	0.136	1.5070870322506e-36	DDA1
4.50886520758827e-41	-0.146741888974371	0.097	0.258	1.51213812466888e-36	PTAR1
4.72511679007544e-41	-0.123746624877235	0.009	0.087	1.5846624178876e-36	ZNF606
4.89944864024956e-41	-0.172118861273411	0.072	0.214	1.6431280904805e-36	NT5C3A
5.15143459282603e-41	-0.166642952166234	0.011	0.093	1.72763661939607e-36	AC007743.1
5.22641878944034e-41	-0.119855325899131	0.001	0.063	1.75278406941461e-36	OR2L2
5.30890032245501e-41	-0.224817764582692	0.046	0.166	1.78044590114174e-36	IGSF3
5.50429312403328e-41	0.745642420678227	0.217	0.075	1.84597478500704e-36	POLR2K
5.72621170580993e-41	-0.230941211160801	0.04	0.155	1.92039961977748e-36	HHIP
5.8567994887113e-41	-0.128841832414877	0.006	0.079	1.96419484452911e-36	VASH2
6.37333246494902e-41	-0.166103558292673	0.024	0.122	2.13742450876995e-36	ALG6
6.39734498189345e-41	0.816688205474791	0.256	0.109	2.1454775865776e-36	TM7SF2
6.53562587757606e-41	-0.143262628788056	0.049	0.173	2.19185285056268e-36	ZNF397
6.60819136435603e-41	-0.269427579142249	0.072	0.214	2.21618913786408e-36	SGPP2
7.13586606296714e-41	-0.590438710083286	0.162	0.34	2.39315540153729e-36	FAM126A
7.27906144010817e-41	-0.288863196657252	0.046	0.165	2.44117883516908e-36	DCHS2
7.88766860965359e-41	-0.139468930460272	0.065	0.202	2.64528742161953e-36	MCM3AP
8.6234853521741e-41	-0.1211883403106	0.035	0.145	2.89205828255863e-36	CCDC24
9.16692410462686e-41	-0.133690659914495	0.002	0.067	3.07431133696871e-36	AL583808.2
9.4787875790642e-41	-0.17084319683637	0.004	0.073	3.17890099039076e-36	UFL1-AS1
9.63219559746179e-41	-0.137147421947089	0.02	0.114	3.23034943752076e-36	KIF1C
9.71480765272604e-41	1.04764448798758	0.413	0.293	3.25805504249473e-36	SMARCA5
9.92396953270257e-41	-1.04180004135122	0.48	0.694	3.32820166218246e-36	CDK14
1.01217878860117e-40	0.927850324641085	0.304	0.158	3.39454400333175e-36	MCFD2
1.01370848186771e-40	0.920201139592085	0.304	0.159	3.39967413563975e-36	SLC39A6
1.0393651244501e-40	-0.157490836813254	0.024	0.123	3.48571881786831e-36	LEMD2
1.04639954976407e-40	0.955675922699833	0.449	0.343	3.50931017004375e-36	PAIP2
1.0626929646534e-40	-0.296153939033387	0.179	0.379	3.5639533955581e-36	ELOVL6
1.06519610979157e-40	-0.582260626807298	0.566	0.763	3.57234819340798e-36	CLASP2
1.069916647121e-40	-0.142257009476069	0.009	0.088	3.5881794594497e-36	AC123768.3
1.12458337062914e-40	-0.47468400310114	0.044	0.16	3.77151525007895e-36	FBXL7
1.16298143682446e-40	0.898190177121618	0.358	0.213	3.90029084467819e-36	PSMB1
1.17781810757365e-40	-0.128570479201967	0.005	0.076	3.95004858736976e-36	ACCS
1.19274804225384e-40	0.955312600195502	0.402	0.278	4.00011910930671e-36	DNAJA4
1.20204370815813e-40	0.997585687786443	0.423	0.303	4.03129398404991e-36	EXTL2
1.22834559505906e-40	-0.128851322998319	0.002	0.065	4.11950262214956e-36	ASL
